fullName,id,country,eu_group_1,eu_group_2,nation_group,term,start_period_1,gender
Uma AALTONEN,23752,Finland,Group of the Greens/European Free Alliance ,None,Vihreät ,1999-2004,04-2003,female
William ABITBOL,4361,France,Union for Europe of the Nations Group ,Group for a Europe of Democracies and Diversities ,Rassemblement pour la France ,1999-2004,07-1999,male
Gordon J. ADAM,1427,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1999-2004,02-2000,male
Alejandro AGAG LONGO,4315,Spain,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Popular ,1999-2004,07-1999,male
Luis Marco AGUIRIANO NALDA,26898,Spain,Group of the Party of European Socialists ,None,Partido Socialista Obrero Español ,1999-2004,04-2004,male
Nuala AHERN,2230,Ireland,Group of the Greens/European Free Alliance ,None,Green Party ,1999-2004,07-1999,female
Sylviane H. AINARDI,1133,France,Confederal Group of the European United Left/Nordic Green Left ,None,Parti communiste français ,1999-2004,07-1999,female
Alexandros ALAVANOS,1461,Greece,Confederal Group of the European United Left/Nordic Green Left ,None,Synaspismos tis Aristeras kai tis Proodou ,1999-2004,07-1999,male
Teresa ALMEIDA GARRETT,4451,Portugal,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Social Democrata ,1999-2004,07-1999,female
Konstantinos ALYSSANDRAKIS,4509,Greece,Confederal Group of the European United Left/Nordic Green Left ,None,Kommounistiko Komma Elladas ,1999-2004,07-1999,male
László A. NAGY,23867,Slovakia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Strana mad'arskej koalície - Magyar Koalíció Pártja ,1999-2004,04-2003,male
Bent Hindrup ANDERSEN,23645,Denmark,Group for a Europe of Democracies and Diversities ,None,JuniBevægelsen ,1999-2004,03-2003,male
Jan ANDERSSON,2107,Sweden,Group of the Party of European Socialists ,None,Socialdemokratiska arbetarepartiet ,1999-2004,07-1999,male
Ole ANDREASEN,4441,Denmark,"Group of the European Liberal, Democrat and Reform Party ",None,Venstre ,1999-2004,07-1999,male
Anne ANDRÉ-LÉONARD,1817,Belgium,"Group of the European Liberal, Democrat and Reform Party ",None,Parti réformateur libéral/Front démocratique des francophones ,1999-2004,06-2003,female
Niall ANDREWS,1441,Ireland,Union for Europe of the Nations Group ,None,Fianna Fáil Party ,1999-2004,07-1999,male
Generoso ANDRIA,5918,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Forza Italia ,1999-2004,06-2000,male
Roberta ANGELILLI,1941,Italy,Non-attached Members,Union for Europe of the Nations Group ,Alleanza nazionale ,1999-2004,07-1999,female
Pedro APARICIO SÁNCHEZ,2006,Spain,Group of the Party of European Socialists ,None,Partido Socialista Obrero Español ,1999-2004,07-1999,male
Per-Arne ARVIDSSON,4269,Sweden,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Moderata samlingspartiet ,1999-2004,07-1999,male
Sir Robert ATKINS,4537,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,1999-2004,07-1999,male
John ATTARD-MONTALTO,23938,Malta,Non-attached Members,Group of the Party of European Socialists ,Partit Laburista ,1999-2004,05-2003,male
Elspeth ATTWOOLL,4547,United Kingdom,"Group of the European Liberal, Democrat and Reform Party ",None,Liberal Democrat Party ,1999-2004,07-1999,female
Danielle AUROI,4386,France,Group of the Greens/European Free Alliance ,None,Les Verts-Europe-Ecologie ,1999-2004,07-1999,female
Ioannis AVEROFF,4484,Greece,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Nea Dimokratia ,1999-2004,07-1999,male
María Antonia AVILÉS PEREA,4323,Spain,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Popular ,1999-2004,07-1999,female
Pilar AYUSO,4319,Spain,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Popular ,1999-2004,07-1999,female
Jason AZZOPARDI,26818,Malta,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partit Nazzjonalista ,1999-2004,03-2004,male
Zoltán BAGÓ,23813,Hungary,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Fidesz-Magyar Polgári Szövetség ,1999-2004,04-2003,male
Emmanouil BAKOPOULOS,4511,Greece,Confederal Group of the European United Left/Nordic Green Left ,None,Dimokratiko Kinoniko Kinima ,1999-2004,07-1999,male
Richard A. BALFE,1428,United Kingdom,Group of the Party of European Socialists ,Non-attached Members,Labour Party ,1999-2004,07-1999,male
Mihály BALLA,23814,Hungary,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Fidesz-Magyar Polgári Szövetség ,1999-2004,04-2003,male
István BALSAI,23822,Hungary,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Magyar Demokrata Fórum ,1999-2004,04-2003,male
Alexandros BALTAS,4489,Greece,Group of the Party of European Socialists ,None,Panellinio Socialistiko Kinima ,1999-2004,07-1999,male
Mary Elizabeth BANOTTI,1426,Ireland,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Fine Gael Party ,1999-2004,07-1999,female
Enrique BARÓN CRESPO,1352,Spain,Group of the Party of European Socialists ,None,Partido Socialista Obrero Español ,1999-2004,07-1999,male
Paolo BARTOLOZZI,21818,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Forza Italia ,1999-2004,06-2001,male
Regina BASTOS,5956,Portugal,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Social Democrata ,1999-2004,09-2000,female
Mindaugas BASTYS,23740,Lithuania,Group of the Party of European Socialists ,None,Lietuvos Socialdemokratų Partija ,1999-2004,04-2003,male
Edit BAUER,23866,Slovakia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Strana mad'arskej koalície - Magyar Koalíció Pártja ,1999-2004,04-2003,female
Carlos BAUTISTA OJEDA,4376,Spain,Group of the Greens/European Free Alliance ,None,Partido Andalucista ,1999-2004,07-1999,male
Juan José BAYONA de PEROGORDO,22687,Spain,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Popular ,1999-2004,04-2002,male
François BAYROU,4324,France,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Union pour la démocratie française ,1999-2004,07-1999,male
Christopher BEAZLEY,1429,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,1999-2004,07-1999,male
Jean-Pierre BEBEAR,2204,France,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Union pour la Majorité Présidentielle ,1999-2004,06-2002,male
Bas BELDER,4507,Netherlands,Group for a Europe of Democracies and Diversities ,None,Staatkundig Gereformeerde Partij - Gereformeerd Politiek Verbond - Reformatorisch Politieke Federatie ,1999-2004,07-1999,female
Miroslav BENEŠ,23690,Czechia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Občanská demokratická strana ,1999-2004,04-2003,male
Monika BEŇOVÁ,23868,Slovakia,Group of the Party of European Socialists ,None,Smer ,1999-2004,04-2003,female
Rolf BEREND,1842,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,1999-2004,07-1999,male
Luis BERENGUER FUSTER,4333,Spain,Group of the Party of European Socialists ,None,Partido Socialista Obrero Español ,1999-2004,07-1999,male
Pervenche BERÈS,1985,France,Group of the Party of European Socialists ,None,Parti socialiste ,1999-2004,07-1999,female
Eiki BERG,23859,Estonia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Res Publica ,1999-2004,04-2003,male
María Luisa BERGAZ CONESA,25340,Spain,Confederal Group of the European United Left/Nordic Green Left ,None,Izquierda Unida ,1999-2004,07-2003,female
Maria BERGER,2285,Austria,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Österreichs ,1999-2004,07-1999,female
Sergio BERLATO,4746,Italy,Non-attached Members,Union for Europe of the Nations Group ,Alleanza nazionale ,1999-2004,07-1999,male
Silvio BERLUSCONI,4391,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Forza Italia ,1999-2004,07-1999,male
Jean-Louis BERNIÉ,4416,France,Group for a Europe of Democracies and Diversities ,None,"Chasse, Pêche, Nature, Traditions ",1999-2004,07-1999,male
Georges BERTHU,2217,France,Union for Europe of the Nations Group ,None,Rassemblement pour la France ,1999-2004,07-1999,male
Fausto BERTINOTTI,2023,Italy,Confederal Group of the European United Left/Nordic Green Left ,None,Partito della rifondazione comunista ,1999-2004,07-1999,male
The Lord Nicholas BETHELL,1422,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,1999-2004,07-1999,male
Ward BEYSEN,4752,Belgium,"Group of the European Liberal, Democrat and Reform Party ",Non-attached Members,Vlaamse liberalen en democraten ,1999-2004,07-1999,male
Adam BIELA,24091,Poland,Non-attached Members,None,Liga Polskich Rodzin ,1999-2004,06-2003,male
Adam BIELAN,23788,Poland,Group of the European People's Party (Christian Democrats) and European Democrats ,Union for Europe of the Nations Group ,Prawo i Sprawiedliwość ,1999-2004,04-2003,male
Roberto Felice BIGLIARDO,4468,Italy,Technical Group of Independent Members ,Union for Europe of the Nations Group ,Movimento sociale fiamma tricolore ,1999-2004,07-1999,male
Freddy BLAK,1274,Denmark,Group of the Party of European Socialists ,Confederal Group of the European United Left/Nordic Green Left ,Socialdemokratiet ,1999-2004,07-1999,male
Johannes BLOKLAND,1969,Netherlands,Group for a Europe of Democracies and Diversities ,None,Staatkundig Gereformeerde Partij - Gereformeerd Politiek Verbond - Reformatorisch Politieke Federatie ,1999-2004,07-1999,male
Kazys Jaunutis BOBELIS,23748,Lithuania,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Krikščionių demokratų sajunga ,1999-2004,04-2003,male
Guido BODRATO,4399,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partito popolare italiano ,1999-2004,07-1999,male
Christian Ulrik von BOETTICHER,4288,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,1999-2004,07-1999,male
Reimer BÖGE,1037,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,1999-2004,07-1999,male
Jens-Peter BONDE,1275,Denmark,Group for a Europe of Democracies and Diversities ,None,JuniBevægelsen ,1999-2004,07-1999,male
Emma BONINO,1566,Italy,Technical Group of Independent Members ,Non-attached Members,Lista Emma Bonino ,1999-2004,07-1999,female
Josef BONNICI,23934,Malta,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partit Nazzjonalista ,1999-2004,05-2003,male
Johanna L.A. BOOGERD-QUAAK,1968,Netherlands,"Group of the European Liberal, Democrat and Reform Party ",None,Democraten 66 ,1999-2004,02-2003,female
Graham BOOTH,23286,United Kingdom,Group for a Europe of Democracies and Diversities ,None,UK Independence Party ,1999-2004,12-2002,male
Armonia BORDES,4406,France,Confederal Group of the European United Left/Nordic Green Left ,None,Lutte ouvrière ,1999-2004,07-1999,female
Mario BORGHEZIO,21817,Italy,Technical Group of Independent Members ,Non-attached Members,Lega Nord per l'indipendenza della Padania ,1999-2004,06-2001,male
Bob van den BOS,4561,Netherlands,"Group of the European Liberal, Democrat and Reform Party ",None,Democraten 66 ,1999-2004,07-1999,male
Herbert BÖSCH,2048,Austria,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Österreichs ,1999-2004,07-1999,male
Enrico BOSELLI,4458,Italy,Group of the Party of European Socialists ,None,Socialisti democratici italiani ,1999-2004,07-1999,male
Umberto BOSSI,2036,Italy,Technical Group of Independent Members ,None,Lega Nord per l'indipendenza della Padania ,1999-2004,07-1999,male
Peter BOSSU,4750,Belgium,Group of the Party of European Socialists ,None,Socialistische Partij ,1999-2004,07-1999,male
Yasmine BOUDJENAH,4355,France,Confederal Group of the European United Left/Nordic Green Left ,None,Parti communiste français ,1999-2004,07-1999,female
Alima BOUMEDIENE-THIERY,4388,France,Group of the Greens/European Free Alliance ,None,Les Verts-Europe-Ecologie ,1999-2004,07-1999,female
Jean-Louis BOURLANGES,1026,France,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Union pour la démocratie française ,1999-2004,07-1999,male
Theodorus J.J. BOUWMAN,4506,Netherlands,Group of the Greens/European Free Alliance ,None,GroenLinks ,1999-2004,07-1999,male
David Robert BOWE,1321,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1999-2004,07-1999,male
John BOWIS,4527,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,1999-2004,07-1999,male
Philip BRADBOURN,4540,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,1999-2004,07-1999,male
Mihael BREJC,23713,Slovenia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Socialdemokratska stranka Slovenije ,1999-2004,04-2003,male
Cees BREMMER,25703,Netherlands,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christen Democratisch Appèl ,1999-2004,10-2003,male
Hiltrud BREYER,1059,Germany,Group of the Greens/European Free Alliance ,None,Bündnis 90/die Grünen ,1999-2004,07-1999,female
André BRIE,4298,Germany,Confederal Group of the European United Left/Nordic Green Left ,None,Partei des Demokratischen Sozialismus ,1999-2004,07-1999,male
Giuseppe BRIENZA,21905,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Centro cristiano democratico ,1999-2004,07-2001,male
Július BROCKA,26835,Slovakia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Kresťanskodemokratické hnutie ,1999-2004,05-2004,male
Elmar BROK,1263,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,1999-2004,07-1999,male
Renato BRUNETTA,4422,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Forza Italia ,1999-2004,07-1999,male
Kathalijne Maria BUITENWEG,4504,Netherlands,Group of the Greens/European Free Alliance ,None,GroenLinks ,1999-2004,07-1999,female
Udo BULLMANN,4267,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1999-2004,07-1999,male
Staffan BURENSTAM LINDER,2260,Sweden,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Moderata samlingspartiet ,1999-2004,07-1999,male
Ieke van den BURG,4483,Netherlands,Group of the Party of European Socialists ,None,Partij van de Arbeid ,1999-2004,07-1999,female
Philip BUSHILL-MATTHEWS,4535,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,1999-2004,07-1999,male
Niels BUSK,4442,Denmark,"Group of the European Liberal, Democrat and Reform Party ",None,Venstre ,1999-2004,07-1999,male
Philippe BUSQUIN,4248,Belgium,Group of the Party of European Socialists ,None,Parti socialiste ,1999-2004,07-1999,male
Yves BUTEL,4414,France,Group for a Europe of Democracies and Diversities ,None,"Chasse, Pêche, Nature, Traditions ",1999-2004,07-1999,male
Rocco BUTTIGLIONE,4407,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Cristiani democratici uniti ,1999-2004,07-1999,male
Massimo CACCIARI,4405,Italy,"Group of the European Liberal, Democrat and Reform Party ",None,I Democratici ,1999-2004,07-1999,male
Martin CALLANAN,4536,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,1999-2004,07-1999,male
Giorgio CALÒ,25421,Italy,"Group of the European Liberal, Democrat and Reform Party ",None,Italia dei Valori - Lista Di Pietro ,1999-2004,09-2003,male
Felipe CAMISÓN ASENSIO,2276,Spain,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Popular ,1999-2004,03-2000,male
António CAMPOS,2162,Portugal,Group of the Party of European Socialists ,None,Partido Socialista ,1999-2004,07-1999,male
Mogens CAMRE,4439,Denmark,Union for Europe of the Nations Group ,None,Dansk Folkeparti ,1999-2004,07-1999,male
Carlos CANDAL,2272,Portugal,Group of the Party of European Socialists ,None,Partido Socialista ,1999-2004,07-1999,male
Marco CAPPATO,4740,Italy,Technical Group of Independent Members ,Non-attached Members,Lista Emma Bonino ,1999-2004,07-1999,male
Raquel CARDOSO,25803,Portugal,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Social Democrata ,1999-2004,10-2003,female
Marie-Arlette CARLOTTI,2031,France,Group of the Party of European Socialists ,None,Parti socialiste ,1999-2004,07-1999,female
Gunilla CARLSSON,2261,Sweden,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Moderata samlingspartiet ,1999-2004,07-1999,female
Carlos CARNERO GONZÁLEZ,1973,Spain,Group of the Party of European Socialists ,None,Nueva Izquierda ,1999-2004,07-1999,male
Massimo CARRARO,4417,Italy,Group of the Party of European Socialists ,None,Democratici di Sinistra ,1999-2004,07-1999,male
Maria CARRILHO,4446,Portugal,Group of the Party of European Socialists ,None,Partido Socialista ,1999-2004,07-1999,female
Paulo CASACA,4447,Portugal,Group of the Party of European Socialists ,None,Partido Socialista ,1999-2004,07-1999,male
Michael CASHMAN,4532,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1999-2004,07-1999,male
Pier Ferdinando CASINI,2189,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Centro cristiano democratico ,1999-2004,07-1999,male
Gérard CAUDRON,1175,France,Group of the Party of European Socialists ,None,Parti socialiste ,1999-2004,07-1999,male
Isabelle CAULLERY,4363,France,Union for Europe of the Nations Group ,None,Rassemblement pour la France ,1999-2004,07-1999,female
Chantal CAUQUIL,4409,France,Confederal Group of the European United Left/Nordic Green Left ,None,Lutte ouvrière ,1999-2004,07-1999,female
Luciano CAVERI,5917,Italy,"Group of the European Liberal, Democrat and Reform Party ",None,Union Valdôtaine ,1999-2004,06-2000,male
Charlotte CEDERSCHIÖLD,2110,Sweden,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Moderata samlingspartiet ,1999-2004,07-1999,female
Giorgio CELLI,4400,Italy,Group of the Greens/European Free Alliance ,None,Federazione dei Verdi ,1999-2004,07-1999,male
Alejandro CERCAS,4337,Spain,Group of the Party of European Socialists ,None,Partido Socialista Obrero Español ,1999-2004,07-1999,male
Carmen CERDEIRA MORTERERO,4329,Spain,Group of the Party of European Socialists ,None,Partido Socialista Obrero Español ,1999-2004,07-1999,female
Luigi CESARO,4563,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Forza Italia ,1999-2004,07-1999,male
Ozan CEYHUN,2337,Germany,Group of the Greens/European Free Alliance ,Group of the Party of European Socialists ,Bündnis 90/die Grünen ,1999-2004,07-1999,male
Giles CHICHESTER,2097,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,1999-2004,07-1999,male
Nikolaos CHOUNTIS,26851,Greece,Confederal Group of the European United Left/Nordic Green Left ,None,Synaspismos tis Aristeras kai tis Proodou ,1999-2004,04-2004,male
Doros CHRISTODOULIDIS,23728,Cyprus,Confederal Group of the European United Left/Nordic Green Left ,None,Anorthotiko Komma Ergazomenou Laou - Aristera - Nees Dinameis ,1999-2004,04-2003,male
Lefteris CHRISTOFOROU,26837,Cyprus,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Dimocraticos Synagermos ,1999-2004,04-2004,male
Andrzej CHRONOWSKI,23879,Poland,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Ruch Społeczny AWS ,1999-2004,04-2003,male
Zbigniew CHRZANOWSKI,23800,Poland,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Stronnictwo Konserwatywno-Ludowe ,1999-2004,04-2003,male
Danuta CIBOROWSKA,23758,Poland,Group of the Party of European Socialists ,None,Sojusz Lewicy Demokratycznej ,1999-2004,04-2003,female
Grażyna Jolanta CIEMNIAK,23759,Poland,Group of the Party of European Socialists ,None,Sojusz Lewicy Demokratycznej ,1999-2004,04-2003,female
Boriss CILEVIČS,23855,Latvia,Group of the Party of European Socialists ,None,Tautas Saskanas Partija ,1999-2004,04-2003,male
Philip CLAEYS,24030,Belgium,Non-attached Members,None,Vlaams Blok ,1999-2004,06-2003,male
Nicholas CLEGG,4518,United Kingdom,"Group of the European Liberal, Democrat and Reform Party ",None,Liberal Democrat Party ,1999-2004,07-1999,male
Luigi COCILOVO,4470,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partito popolare italiano ,1999-2004,07-1999,male
Carlos COELHO,1892,Portugal,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Social Democrata ,1999-2004,07-1999,male
Daniel COHN-BENDIT,1934,France,Group of the Greens/European Free Alliance ,None,Les Verts-Europe-Ecologie ,1999-2004,07-1999,male
Gerard COLLINS,2106,Ireland,Union for Europe of the Nations Group ,None,Fianna Fáil Party ,1999-2004,07-1999,male
Joan COLOM i NAVAL,1349,Spain,Group of the Party of European Socialists ,None,Partit dels Socialistes de Catalunya ,1999-2004,07-1999,female
Richard CORBETT,2309,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1999-2004,07-1999,male
Dorette CORBEY,4558,Netherlands,Group of the Party of European Socialists ,None,Partij van de Arbeid ,1999-2004,07-1999,female
Thierry CORNILLET,4338,France,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Union pour la démocratie française ,1999-2004,07-1999,male
John Alexander CORRIE,357,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,1999-2004,07-1999,male
Massimo CORSARO,21815,Italy,Union for Europe of the Nations Group ,None,Alleanza nazionale ,1999-2004,06-2001,male
Armando COSSUTTA,4401,Italy,Confederal Group of the European United Left/Nordic Green Left ,None,Partito dei Comunisti Italiani ,1999-2004,07-1999,male
Paolo COSTA,4747,Italy,"Group of the European Liberal, Democrat and Reform Party ",None,I Democratici ,1999-2004,07-1999,male
Raffaele COSTA,4392,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Forza Italia ,1999-2004,07-1999,male
Carlos COSTA NEVES,2158,Portugal,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Social Democrata ,1999-2004,07-1999,male
Paul Marie COÛTEAUX,4383,France,Union for Europe of the Nations Group ,Group for a Europe of Democracies and Diversities ,Rassemblement pour la France ,1999-2004,07-1999,male
Pat COX,1287,Ireland,"Group of the European Liberal, Democrat and Reform Party ",None,Independent ,1999-2004,07-1999,male
Brian CROWLEY,2109,Ireland,Union for Europe of the Nations Group ,None,Fianna Fáil Party ,1999-2004,07-1999,male
Arlindo CUNHA,2156,Portugal,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Social Democrata ,1999-2004,07-1999,male
John Walls CUSHNAHAN,1288,Ireland,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Fine Gael Party ,1999-2004,07-1999,male
Zygmunt Alojzy CYBULSKI,23715,Poland,Group of the Party of European Socialists ,None,Sojusz Lewicy Demokratycznej ,1999-2004,04-2003,male
Imre CZINEGE,23803,Hungary,Group of the Party of European Socialists ,None,Magyar Szocialista Párt ,1999-2004,04-2003,male
Rijk van DAM,2318,Netherlands,Group for a Europe of Democracies and Diversities ,None,Staatkundig Gereformeerde Partij - Gereformeerd Politiek Verbond - Reformatorisch Politieke Federatie ,1999-2004,07-1999,male
Elisa Maria DAMIÃO,2330,Portugal,Group of the Party of European Socialists ,None,Partido Socialista ,1999-2004,07-1999,female
Danielle DARRAS,1979,France,Group of the Party of European Socialists ,None,Parti socialiste ,1999-2004,07-1999,female
Michel J.M. DARY,1959,France,Group of the Party of European Socialists ,Non-attached Members,Parti radical de gauche ,1999-2004,07-1999,male
Joseph DAUL,4342,France,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Rassemblement pour la République ,1999-2004,07-1999,male
Chris DAVIES,4554,United Kingdom,"Group of the European Liberal, Democrat and Reform Party ",None,Liberal Democrat Party ,1999-2004,07-1999,male
Willy C.E.H. DE CLERCQ,1296,Belgium,"Group of the European Liberal, Democrat and Reform Party ",None,Vlaamse liberalen en democraten ,1999-2004,07-1999,male
Francis DECOURRIÈRE,2026,France,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Union pour la démocratie française ,1999-2004,07-1999,male
Jean-Maurice DEHOUSSE,5518,Belgium,Group of the Party of European Socialists ,None,Parti socialiste ,1999-2004,09-1999,male
Véronique DE KEYSER,22097,Belgium,Group of the Party of European Socialists ,None,Parti socialiste ,1999-2004,09-2001,female
Gianfranco DELL'ALBA,2043,Italy,Technical Group of Independent Members ,None,Lista Emma Bonino ,1999-2004,07-1999,male
Benedetto DELLA VEDOVA,4739,Italy,Technical Group of Independent Members ,Non-attached Members,Lista Emma Bonino ,1999-2004,07-1999,male
Marcello DELL'UTRI,4394,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Forza Italia ,1999-2004,07-1999,male
Mario DE MARCO,26817,Malta,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partit Nazzjonalista ,1999-2004,03-2004,male
Panayiotis DEMETRIOU,23730,Cyprus,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Dimocraticos Synagermos ,1999-2004,04-2003,male
Luigi Ciriaco DE MITA,1746,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partito popolare italiano ,1999-2004,07-1999,male
Gérard DEPREZ,1473,Belgium,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Mouvement des Citoyens pour le Changement ,1999-2004,07-1999,male
Proinsias DE ROSSA,1289,Ireland,Group of the Party of European Socialists ,None,Labour Party ,1999-2004,07-1999,male
Claude J.-M.J. DESAMA,1474,Belgium,Group of the Party of European Socialists ,None,Parti socialiste ,1999-2004,07-1999,male
Marielle DE SARNEZ,4335,France,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Union pour la démocratie française ,1999-2004,07-1999,female
Marie-Hélène DESCAMPS,22859,France,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Démocratie libérale ,1999-2004,06-2002,female
Harlem DÉSIR,4318,France,Group of the Party of European Socialists ,None,Parti socialiste ,1999-2004,07-1999,male
Christine DE VEYRAC,4347,France,Group of the European People's Party (Christian Democrats) and European Democrats ,None,sans étiquette ,1999-2004,07-1999,female
Jan DHAENE,22950,Belgium,Group of the Greens/European Free Alliance ,Group of the Party of European Socialists ,"Anders gaan arbeiden, leven en vrijen ",1999-2004,09-2002,male
Gintaras DIDŽIOKAS,23747,Lithuania,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Valstiečių ir Naujosios demokratijos partijų frakcija ,1999-2004,04-2003,male
Rosa DÍEZ GONZÁLEZ,4327,Spain,Group of the Party of European Socialists ,None,Partido Socialista Obrero Español ,1999-2004,07-1999,female
Giuseppe DI LELLO FINUOLI,4464,Italy,Confederal Group of the European United Left/Nordic Green Left ,None,Partito della rifondazione comunista ,1999-2004,07-1999,male
Karel C.C. DILLEN,1298,Belgium,Technical Group of Independent Members ,Non-attached Members,Vlaams Blok ,1999-2004,07-1999,male
Koenraad DILLEN,24029,Belgium,Non-attached Members,None,Vlaams Blok ,1999-2004,06-2003,male
Giorgos DIMITRAKOPOULOS,2185,Greece,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Nea Dimokratia ,1999-2004,07-1999,male
Antonio DI PIETRO,4404,Italy,"Group of the European Liberal, Democrat and Reform Party ",None,I Democratici ,1999-2004,07-1999,male
Alan John DONNELLY,1315,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1999-2004,07-1999,male
Bert DOORN,4500,Netherlands,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christen Democratisch Appèl ,1999-2004,07-1999,male
Den DOVER,4552,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,1999-2004,07-1999,male
Avril DOYLE,4382,Ireland,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Fine Gael Party ,1999-2004,07-1999,female
Bernard DRZĘŹLA,23716,Poland,Group of the Party of European Socialists ,None,Sojusz Lewicy Demokratycznej ,1999-2004,04-2003,male
