fullName,id,country,eu_group_1,eu_group_2,nation_group,term,start_period_1,gender
Maria Johanna (Marieke) SANDERS-TEN HOLTE,4502,Netherlands,"Group of the European Liberal, Democrat and Reform Party ",None,Volkspartij voor Vrijheid en Democratie ,1999-2004,07-1999,female
Jacques SANTER,698,Luxembourg,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Parti chrétien social ,1999-2004,07-1999,male
Giacomo SANTINI,2252,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Forza Italia ,1999-2004,06-2001,male
Jacques SANTKIN,6023,Belgium,Group of the Party of European Socialists ,None,Parti socialiste ,1999-2004,02-2001,male
Manuel dos SANTOS,21918,Portugal,Group of the Party of European Socialists ,None,Partido Socialista ,1999-2004,07-2001,male
Nicolas SARKOZY,4339,France,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Rassemblement pour la République ,1999-2004,07-1999,male
Amalia SARTORI,4423,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Forza Italia ,1999-2004,07-1999,female
Francisca SAUQUILLO PÉREZ DEL ARCO,2005,Spain,Group of the Party of European Socialists ,None,Partido Socialista Obrero Español ,1999-2004,07-1999,female
Gilles SAVARY,4306,France,Group of the Party of European Socialists ,None,Parti socialiste ,1999-2004,07-1999,male
Toomas SAVI,23864,Estonia,"Group of the European Liberal, Democrat and Reform Party ",None,Eesti Reformierakond ,1999-2004,04-2003,male
Luciana SBARBATI,4428,Italy,"Group of the European Liberal, Democrat and Reform Party ",None,Partito repubblicano italiano ,1999-2004,07-1999,female
Dana Rosemary SCALLON,4389,Ireland,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Independent ,1999-2004,07-1999,female
Umberto SCAPAGNINI,2194,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Forza Italia ,1999-2004,07-1999,male
Michel-Ange SCARBONCHI,2312,France,Group of the Party of European Socialists ,Non-attached Members,Parti radical de gauche ,1999-2004,04-2001,male
Anne-Marie SCHAFFNER,2020,France,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Union pour la Majorité Présidentielle - Rassemblement pour la République ,1999-2004,06-2002,female
Karin SCHEELE,4242,Austria,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Österreichs ,1999-2004,07-1999,female
Agnes SCHIERHUBER,2209,Austria,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Österreichische Volkspartei ,1999-2004,07-1999,female
Ursula SCHLEICHER,1197,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich-Soziale Union in Bayern e.V. ,1999-2004,07-1999,female
Gerhard SCHMID,1239,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1999-2004,07-1999,male
Herman SCHMID,4304,Sweden,Confederal Group of the European United Left/Nordic Green Left ,None,Vänsterpartiet ,1999-2004,07-1999,male
Olle SCHMIDT,4274,Sweden,"Group of the European Liberal, Democrat and Reform Party ",None,Folkpartiet liberalerna ,1999-2004,07-1999,female
Ingo SCHMITT,4272,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,1999-2004,07-1999,male
Horst SCHNELLHARDT,1930,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,1999-2004,07-1999,male
Inger SCHÖRLING,2267,Sweden,Group of the Greens/European Free Alliance ,None,Green Party ,1999-2004,07-1999,female
Pierre SCHORI,4263,Sweden,Group of the Party of European Socialists ,None,Socialdemokratiska arbetarepartiet ,1999-2004,07-1999,male
Jürgen SCHRÖDER,1858,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,1999-2004,07-1999,male
Ilka SCHRÖDER,4296,Germany,Group of the Greens/European Free Alliance ,Confederal Group of the European United Left/Nordic Green Left ,Bündnis 90/die Grünen ,1999-2004,07-1999,female
Elisabeth SCHROEDTER,1933,Germany,Group of the Greens/European Free Alliance ,None,Bündnis 90/die Grünen ,1999-2004,07-1999,female
Martin SCHULZ,1911,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1999-2004,07-1999,male
Konrad K. SCHWAIGER,2227,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,1999-2004,07-1999,male
Romanas Algimantas SEDLICKAS,26830,Lithuania,"Group of the European Liberal, Democrat and Reform Party ",None,Liberalų ir Centro Sajunga ,1999-2004,05-2004,male
Luděk SEFZIG,23847,Czechia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Občanská demokratická strana ,1999-2004,04-2003,male
Mariotto SEGNI,2027,Italy,Non-attached Members,Union for Europe of the Nations Group ,Patto Segni ,1999-2004,07-1999,male
António José SEGURO,4444,Portugal,Group of the Party of European Socialists ,None,Partido Socialista ,1999-2004,07-1999,male
Esko SEPPÄNEN,2304,Finland,Confederal Group of the European United Left/Nordic Green Left ,None,Vasemmistoliitto ,1999-2004,07-1999,male
Jozef ŠEVC,23877,Slovakia,Confederal Group of the European United Left/Nordic Green Left ,None,Komunistická strana Slovenska ,1999-2004,04-2003,male
Vittorio SGARBI,4421,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Forza Italia ,1999-2004,07-1999,male
Peter SICHROVSKY,2293,Austria,Non-attached Members,None,Freiheitliche Partei Österreichs ,1999-2004,07-1999,male
Czesław Adam SIEKIERSKI,23787,Poland,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Polskie Stronnictwo Ludowe ,1999-2004,04-2003,male
Brian SIMPSON,1309,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1999-2004,07-1999,male
Majda ŠIRCA,26821,Slovenia,"Group of the European Liberal, Democrat and Reform Party ",None,Liberalna Demokracija Slovenije ,1999-2004,05-2004,female
Jonas SJÖSTEDT,2268,Sweden,Confederal Group of the European United Left/Nordic Green Left ,None,Vänsterpartiet ,1999-2004,07-1999,male
Peter SKINNER,2081,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1999-2004,07-1999,male
Inese ŠLESERE,26740,Latvia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Latvijas Pirmā Partija ,1999-2004,03-2004,female
Miet SMET,4240,Belgium,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christelijke Volkspartij ,1999-2004,07-1999,female
Robert SMOLEŃ,23772,Poland,Group of the Party of European Socialists ,None,Sojusz Lewicy Demokratycznej ,1999-2004,04-2003,male
Jerzy Kazimierz SMORAWIŃSKI,23722,Poland,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Polskie Stronnictwo Ludowe ,1999-2004,04-2003,male
Mário SOARES,4443,Portugal,Group of the Party of European Socialists ,None,Partido Socialista ,1999-2004,07-1999,male
Juris SOKOLOVSKIS,26932,Latvia,Group of the Greens/European Free Alliance ,None,"""Par cilvēka tiesībām vienotā Latvijā"" ",1999-2004,05-2004,male
Renate SOMMER,4282,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,1999-2004,07-1999,female
Ole B. SØRENSEN,22282,Denmark,"Group of the European Liberal, Democrat and Reform Party ",None,Venstre ,1999-2004,11-2001,male
Patsy SÖRENSEN,4244,Belgium,Group of the Greens/European Free Alliance ,None,"Anders gaan arbeiden, leven en vrijen ",1999-2004,07-1999,female
Cristina SORIANO GIL,26809,Spain,Group of the Party of European Socialists ,None,Partido Socialista Obrero Español ,1999-2004,04-2004,female
María SORNOSA MARTÍNEZ,1970,Spain,Group of the Party of European Socialists ,None,Partido Socialista Obrero Español ,1999-2004,07-1999,female
Dominique F.C. SOUCHET,2219,France,Union for Europe of the Nations Group ,Non-attached Members,Rassemblement pour la France ,1999-2004,07-1999,male
Ioannis SOULADAKIS,4485,Greece,Group of the Party of European Socialists ,None,Panellinio Socialistiko Kinima ,1999-2004,07-1999,male
Sérgio SOUSA PINTO,4445,Portugal,Group of the Party of European Socialists ,None,Partido Socialista ,1999-2004,07-1999,male
Francesco Enrico SPERONI,997,Italy,Technical Group of Independent Members ,None,Lega Nord per l'indipendenza della Padania ,1999-2004,07-1999,male
Bart STAES,4751,Belgium,Group of the Greens/European Free Alliance ,None,Volksunie ,1999-2004,07-1999,male
Gabriele STAUNER,4293,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich-Soziale Union in Bayern e.V. ,1999-2004,07-1999,male
Per STENMARCK,2147,Sweden,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Moderata samlingspartiet ,1999-2004,07-1999,male
Ursula STENZEL,2294,Austria,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Österreichische Volkspartei ,1999-2004,07-1999,female
Dirk STERCKX,4243,Belgium,"Group of the European Liberal, Democrat and Reform Party ",None,Vlaamse liberalen en democraten ,1999-2004,07-1999,male
Struan STEVENSON,4546,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Scottish Conservative and Unionist Party ,1999-2004,07-1999,male
Catherine STIHLER,4545,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1999-2004,07-1999,female
Marie-France STIRBOIS,2061,France,Non-attached Members,None,Front national ,1999-2004,04-2003,female
Ulrich STOCKMANN,1859,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1999-2004,07-1999,male
The Earl Of STOCKTON,4526,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,1999-2004,07-1999,male
Robert STURDY,2037,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,1999-2004,07-1999,male
Margie SUDRE,4340,France,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Rassemblement pour la République ,1999-2004,07-1999,female
Petr ŠULÁK,23709,Czechia,Group of the Party of European Socialists ,None,Česká strana sociálně demokratická ,1999-2004,04-2003,male
David SUMBERG,4539,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,1999-2004,07-1999,male
Ilkka SUOMINEN,4257,Finland,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Kansallinen Kokoomus ,1999-2004,07-1999,male
László SURJÁN,23820,Hungary,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Fidesz-Magyar Polgári Szövetség ,1999-2004,04-2003,male
Pavel SVOBODA,23708,Czechia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Unie svobody-Demokratická unie ,1999-2004,04-2003,male
Joke SWIEBEL,4486,Netherlands,Group of the Party of European Socialists ,None,Partij van de Arbeid ,1999-2004,07-1999,female
Hannes SWOBODA,2295,Austria,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Österreichs ,1999-2004,07-1999,male
Fodé SYLLA,4358,France,Confederal Group of the European United Left/Nordic Green Left ,None,Indépendant ,1999-2004,07-1999,male
ZOLTAN SZABÓ,23809,Hungary,Group of the Party of European Socialists ,None,Magyar Szocialista Párt ,1999-2004,04-2003,male
József SZÁJER,23821,Hungary,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Fidesz-Magyar Polgári Szövetség ,1999-2004,04-2003,male
Aleksander Marek SZCZYGŁO,23793,Poland,Group of the European People's Party (Christian Democrats) and European Democrats ,Union for Europe of the Nations Group ,Prawo i Sprawiedliwość ,1999-2004,04-2003,male
István SZENT-IVÁNYI,23830,Hungary,"Group of the European Liberal, Democrat and Reform Party ",None,Szabad Demokraták Szövetsége ,1999-2004,04-2003,male
Csaba Sándor TABAJDI,23808,Hungary,Group of the Party of European Socialists ,None,Magyar Szocialista Párt ,1999-2004,04-2003,male
Antonio TAJANI,2187,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Forza Italia ,1999-2004,07-1999,male
Timothy Charles Ayrton TANNOCK,4521,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,1999-2004,07-1999,male
Anna TERRÓN i CUSÍ,1893,Spain,Group of the Party of European Socialists ,None,Partit dels Socialistes de Catalunya ,1999-2004,07-1999,female
Diemut R. THEATO,1188,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,1999-2004,07-1999,female
Ioannis THEONAS,2188,Greece,Confederal Group of the European United Left/Nordic Green Left ,None,Kommounistiko Komma Elladas ,1999-2004,07-1999,male
Maj Britt THEORIN,2149,Sweden,Group of the Party of European Socialists ,None,Socialdemokratiska arbetarepartiet ,1999-2004,07-1999,male
Freddy THIELEMANS,4249,Belgium,Group of the Party of European Socialists ,None,Parti socialiste ,1999-2004,07-1999,male
Nicole THOMAS-MAURO,4381,France,Union for Europe of the Nations Group ,Non-attached Members,Rassemblement pour la France ,1999-2004,07-1999,female
Helle THORNING-SCHMIDT,4435,Denmark,Group of the Party of European Socialists ,None,Socialdemokratiet ,1999-2004,07-1999,female
Astrid THORS,2305,Finland,"Group of the European Liberal, Democrat and Reform Party ",None,Svenska folkpartiet ,1999-2004,07-1999,female
Marianne THYSSEN,1832,Belgium,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christelijke Volkspartij ,1999-2004,07-1999,female
Stanislaw TILLICH,1861,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,1999-2004,07-1999,male
Jeffrey TITFORD,4515,United Kingdom,Group for a Europe of Democracies and Diversities ,None,UK Independence Party ,1999-2004,07-1999,male
Gary TITLEY,1311,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1999-2004,07-1999,male
Miloš TITZ,23710,Czechia,Group of the Party of European Socialists ,None,Česká strana sociálně demokratická ,1999-2004,04-2003,male
Jan Walenty TOMAKA,23778,Poland,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Platforma Obywatelska ,1999-2004,04-2003,male
Witold TOMCZAK,24089,Poland,Non-attached Members,None,Liga Polskich Rodzin ,1999-2004,06-2003,male
Helena TORRES MARQUES,2163,Portugal,Group of the Party of European Socialists ,None,Partido Socialista ,1999-2004,07-1999,female
Antonios TRAKATELLIS,2182,Greece,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Nea Dimokratia ,1999-2004,07-1999,male
Bruno TRENTIN,4397,Italy,Group of the Party of European Socialists ,None,Democratici di Sinistra ,1999-2004,07-1999,male
Dimitris TSATSOS,2176,Greece,Group of the Party of European Socialists ,None,Panellinio Socialistiko Kinima ,1999-2004,07-1999,male
Franz TURCHI,4742,Italy,Non-attached Members,Union for Europe of the Nations Group ,Alleanza nazionale ,1999-2004,07-1999,male
Maurizio TURCO,4745,Italy,Technical Group of Independent Members ,Non-attached Members,Lista Emma Bonino ,1999-2004,07-1999,male
Claude TURMES,4432,Luxembourg,Group of the Greens/European Free Alliance ,None,Les Verts ,1999-2004,07-1999,male
Ian TWINN,25843,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,1999-2004,10-2003,male
Feleknas UCA,4302,Germany,Confederal Group of the European United Left/Nordic Green Left ,None,Partei des Demokratischen Sozialismus ,1999-2004,07-1999,female
Roseline VACHETTA,4408,France,Confederal Group of the European United Left/Nordic Green Left ,None,Ligue Communiste Révolutionnaire ,1999-2004,07-1999,female
Josef VACULÍK,23849,Czechia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Křesťansko democratická unie - Československá strana lídová ,1999-2004,04-2003,male
Ágnes VADAI,23810,Hungary,Group of the Party of European Socialists ,None,Magyar Szocialista Párt ,1999-2004,04-2003,female
Joaquim VAIRINHOS,4448,Portugal,Group of the Party of European Socialists ,None,Partido Socialista ,1999-2004,07-1999,male
Jaime VALDIVIELSO DE CUÉ,1997,Spain,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Popular ,1999-2004,07-1999,male
Elena VALENCIANO,4334,Spain,Group of the Party of European Socialists ,None,Partido Socialista Obrero Español ,1999-2004,07-1999,female
Joan VALLVÉ,1976,Spain,"Group of the European Liberal, Democrat and Reform Party ",None,Convergència Democràtica Catalunya ,1999-2004,10-2002,female
Antanas VALYS,23737,Lithuania,Group of the Party of European Socialists ,None,Lietuvos Socialdemokratų Partija ,1999-2004,04-2003,male
Kathleen VAN BREMPT,5729,Belgium,Group of the Party of European Socialists ,None,Socialistische Partij ,1999-2004,01-2000,female
Luckas VANDER TAELEN,4245,Belgium,Group of the Greens/European Free Alliance ,None,"Anders gaan arbeiden, leven en vrijen ",1999-2004,07-1999,male
Frank VANHECKE,1956,Belgium,Technical Group of Independent Members ,None,Vlaams Blok ,1999-2004,07-1999,male
Johan VAN HECKE,4241,Belgium,Group of the European People's Party (Christian Democrats) and European Democrats ,"Group of the European Liberal, Democrat and Reform Party ",Christelijke Volkspartij ,1999-2004,07-1999,male
Anne VAN LANCKER,1938,Belgium,Group of the Party of European Socialists ,None,Socialistische Partij ,1999-2004,07-1999,female
Geoffrey VAN ORDEN,4513,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,1999-2004,07-1999,male
Alexandre VARAUT,5736,France,Union for Europe of the Nations Group ,Non-attached Members,Rassemblement pour la France ,1999-2004,12-1999,male
Daniel VARELA SUANZES-CARPEGNA,2000,Spain,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Popular ,1999-2004,07-1999,male
Gyula VÁRI,23811,Hungary,Group of the Party of European Socialists ,None,Magyar Szocialista Párt ,1999-2004,04-2003,male
George VARNAVA,25894,Cyprus,Group of the Party of European Socialists ,None,Kinima Sosialdimokraton ,1999-2004,11-2003,male
Pál VASTAGH,23812,Hungary,Group of the Party of European Socialists ,None,Magyar Szocialista Párt ,1999-2004,04-2003,male
Ari VATANEN,4256,France,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Kansallinen Kokoomus ,1999-2004,07-1999,male
Gianni VATTIMO,4398,Italy,Group of the Party of European Socialists ,None,Democratici di Sinistra ,1999-2004,07-1999,male
Paavo VÄYRYNEN,2128,Finland,"Group of the European Liberal, Democrat and Reform Party ",None,Suomen Keskusta ,1999-2004,07-1999,male
George William VELLA,23937,Malta,Group of the Party of European Socialists ,None,Partit Laburista ,1999-2004,05-2003,male
Walter VELTRONI,4424,Italy,Group of the Party of European Socialists ,None,Democratici di Sinistra ,1999-2004,07-1999,male
Herman VERMEER,22197,Netherlands,"Group of the European Liberal, Democrat and Reform Party ",None,Volkspartij voor Vrijheid en Democratie ,1999-2004,11-2001,male
Birutė VĖSAITĖ,23739,Lithuania,Group of the Party of European Socialists ,None,Lietuvos Socialdemokratų Partija ,1999-2004,04-2003,female
Viliam VETEŠKA,23895,Slovakia,Non-attached Members,None,Hnutie za demokratické Slovensko ,1999-2004,04-2003,male
Françoise de VEYRINAS,22860,France,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Union pour la Majorité Présidentielle ,1999-2004,06-2002,female
Guido VICECONTE,2197,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Forza Italia ,1999-2004,07-1999,male
Alejo VIDAL-QUADRAS,4308,Spain,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Popular ,1999-2004,07-1999,male
José VILA ABELLÓ,26810,Spain,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Popular ,1999-2004,04-2004,male
Philippe de VILLIERS,2212,France,Union for Europe of the Nations Group ,None,Rassemblement pour la France ,1999-2004,07-1999,male
Theresa VILLIERS,4520,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,1999-2004,07-1999,female
Luigi VINCI,1957,Italy,Confederal Group of the European United Left/Nordic Green Left ,None,Partito della rifondazione comunista ,1999-2004,07-1999,male
Kyösti VIRRANKOSKI,2306,Finland,"Group of the European Liberal, Democrat and Reform Party ",None,Suomen Keskusta ,1999-2004,07-1999,male
Dominique VLASTO,5737,France,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Démocratie libérale ,1999-2004,01-2000,male
Johannes VOGGENHUBER,2053,Austria,Group of the Greens/European Free Alliance ,None,Die Grünen - Die Grüne Alternative ,1999-2004,07-1999,male
Demetrio VOLCIC,4418,Italy,Group of the Party of European Socialists ,None,Democratici di Sinistra ,1999-2004,07-1999,male
Peder WACHTMEISTER,23202,Sweden,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Moderata samlingspartiet ,1999-2004,10-2002,male
Diana WALLIS,4544,United Kingdom,"Group of the European Liberal, Democrat and Reform Party ",None,Liberal Democrat Party ,1999-2004,07-1999,female
Ralf WALTER,1910,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1999-2004,07-1999,male
Sir Graham WATSON,2155,United Kingdom,"Group of the European Liberal, Democrat and Reform Party ",None,Liberal Democrat Party ,1999-2004,07-1999,male
Mark Francis WATTS,2082,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1999-2004,07-1999,male
Barbara WEILER,1907,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1999-2004,07-1999,female
Jerzy Jan WENDERLICH,23773,Poland,Group of the Party of European Socialists ,None,Sojusz Lewicy Demokratycznej ,1999-2004,04-2003,male
Brigitte WENZEL-PERILLO,5689,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,1999-2004,11-1999,female
Carlos WESTENDORP Y CABEZA,4330,Spain,Group of the Party of European Socialists ,None,Partido Socialista Obrero Español ,1999-2004,07-1999,male
Phillip WHITEHEAD,2174,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1999-2004,07-1999,male
Marek Damian WIDUCH,23774,Poland,Group of the Party of European Socialists ,None,Sojusz Lewicy Demokratycznej ,1999-2004,04-2003,male
Jan-Kees WIEBENGA,1964,Netherlands,"Group of the European Liberal, Democrat and Reform Party ",None,Volkspartij voor Vrijheid en Democratie ,1999-2004,07-1999,male
Rainer WIELAND,2323,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,1999-2004,07-1999,male
Jan Marinus WIERSMA,1952,Netherlands,Group of the Party of European Socialists ,None,Partij van de Arbeid ,1999-2004,07-1999,male
Anders WIJKMAN,4276,Sweden,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Kristdemokraterna ,1999-2004,07-1999,male
Marek Michał WIKIŃSKI,23775,Poland,Group of the Party of European Socialists ,None,Sojusz Lewicy Demokratycznej ,1999-2004,04-2003,male
Małgorzata WINIARCZYK-KOSSAKOWSKA,23777,Poland,Group of the Party of European Socialists ,None,Sojusz Lewicy Demokratycznej ,1999-2004,04-2003,female
Genowefa WIŚNIOWSKA,23795,Poland,Non-attached Members,None,Samoobrona RP ,1999-2004,04-2003,female
Edmund Kazimierz WITTBRODT,23880,Poland,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Blok Senat 2001 ,1999-2004,04-2003,male
Karl von WOGAU,1224,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,1999-2004,07-1999,male
Janusz WOJCIECHOWSKI,23784,Poland,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Polskie Stronnictwo Ludowe ,1999-2004,04-2003,male
Joachim WUERMELING,4291,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich-Soziale Union in Bayern e.V. ,1999-2004,07-1999,male
Matti WUORI,4261,Finland,Group of the Greens/European Free Alliance ,None,- ,1999-2004,07-1999,male
Francis WURTZ,1018,France,Confederal Group of the European United Left/Nordic Green Left ,None,Parti communiste français ,1999-2004,07-1999,male
Eurig WYN,4551,United Kingdom,Group of the Greens/European Free Alliance ,None,Plaid Cymru - Parti of Wales ,1999-2004,07-1999,male
Terence WYNN,1295,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1999-2004,07-1999,male
Stavros XARCHAKOS,5954,Greece,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Nea Dimokratia ,1999-2004,09-2000,male
Theresa ZABELL,4312,Spain,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Popular ,1999-2004,07-1999,female
Zbyszek ZABOROWSKI,27833,Poland,Group of the Party of European Socialists ,None,Sojusz Lewicy Demokratycznej ,1999-2004,05-2004,male
Anna ZÁBORSKÁ,23894,Slovakia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Kresťanskodemokratické hnutie ,1999-2004,04-2003,female
Christos ZACHARAKIS,4473,Greece,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Nea Dimokratia ,1999-2004,07-1999,male
Jan ZAHRADIL,23712,Czechia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Občanská demokratická strana ,1999-2004,04-2003,male
Stefano ZAPPALA',4433,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Forza Italia ,1999-2004,07-1999,male
Marian ŻENKIEWICZ,23721,Poland,Group of the Party of European Socialists ,None,Sojusz Lewicy Demokratycznej ,1999-2004,04-2003,female
Rudolf ŽIAK,23878,Slovakia,Union for Europe of the Nations Group ,None,Ľudová únia ,1999-2004,04-2003,male
François ZIMERAY,4317,France,Group of the Party of European Socialists ,None,Parti socialiste ,1999-2004,07-1999,male
Jürgen ZIMMERLING,4281,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,1999-2004,07-1999,male
Sabine ZISSENER,4284,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,1999-2004,07-1999,female
Myrsini ZORBA,5896,Greece,Group of the Party of European Socialists ,None,Panellinio Socialistiko Kinima ,1999-2004,04-2000,female
Olga ZRIHEN,6048,Belgium,Group of the Party of European Socialists ,None,Parti socialiste ,1999-2004,04-2001,female
Margrietus van den BERG,4480,Netherlands,Group of the Party of European Socialists ,None,Partij van de Arbeid ,1999-2004,07-1999,female
Nirj DEVA,4556,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,1999-2004,07-1999,male
Concepció FERRER,1304,Spain,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Unió Democràtica de Catalunya ,1999-2004,07-1999,female
Marialiese FLEMMING,2287,Austria,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Österreichische Volkspartei ,1999-2004,07-1999,female
Carles-Alfred GASÒLIBA i BÖHM,1344,Spain,"Group of the European Liberal, Democrat and Reform Party ",None,Convergència Democràtica Catalunya ,1999-2004,07-1999,male
Sylvia-Yvonne KAUFMANN,1849,Germany,Confederal Group of the European United Left/Nordic Green Left ,None,Partei des Demokratischen Sozialismus ,1999-2004,07-1999,female
Piia-Noora KAUPPI,4258,Finland,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Kansallinen Kokoomus ,1999-2004,07-1999,female
Dieter-Lebrecht KOCH,1852,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,1999-2004,07-1999,male
Lousewies van der LAAN,4503,Netherlands,"Group of the European Liberal, Democrat and Reform Party ",None,Democraten 66 ,1999-2004,07-1999,female
Klaus-Heiner LEHNE,2224,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,1999-2004,07-1999,male
Pietro-Paolo MENNEA,4711,Italy,"Group of the European Liberal, Democrat and Reform Party ",Group of the European People's Party (Christian Democrats) and European Democrats ,I Democratici ,1999-2004,07-1999,male
W.G. van VELZEN,1955,Netherlands,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christen Democratisch Appèl ,1999-2004,07-1999,male
