fullName,id,country,eu_group_1,eu_group_2,nation_group,term,start_period_1,gender
Vincent F.M. ANSQUER,937,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,07-1979,male
Dario ANTONIOZZI,1789,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1979-1984,07-1979,male
Gaetano ARFE',938,Italy,Socialist Group ,None,Partito socialista italiano ,1979-1984,07-1979,male
Rudi ARNDT,1786,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,07-1979,male
Maria Fabrizia BADUEL GLORIOSO,906,Italy,Communist and Allies Group ,None,Indipendenti di sinistra ,1979-1984,07-1979,female
Louis BAILLOT,1787,France,Communist and Allies Group ,None,Parti communiste français ,1979-1984,07-1979,male
Richard A. BALFE,1428,United Kingdom,Socialist Group ,None,Labour Party ,1979-1984,07-1979,male
Neil R. BALFOUR,939,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Martin BANGEMANN,933,Germany,Liberal and Democratic Group ,None,Freie Demokratische Partei ,1979-1984,07-1979,male
Giovanni BARBAGLI,934,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1979-1984,07-1979,male
Carla BARBARELLA,1773,Italy,Communist and Allies Group ,None,Partito comunista italiano ,1979-1984,07-1979,female
Paolo BARBI,935,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1979-1984,07-1979,male
Robert C. BATTERSBY,1784,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Pierre BAUDIS,930,France,Liberal and Democratic Group ,Group of the European People's Party (Christian,Union pour la France en Europe ,1979-1984,07-1979,male
Peter BEAZLEY,1421,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Cornelis BERKHOUWER,926,Netherlands,Liberal and Democratic Group ,None,Volkspartij voor Vrijheid en Democratie ,1979-1984,07-1979,male
Enrico BERLINGUER,931,Italy,Communist and Allies Group ,None,Partito comunista italiano ,1979-1984,07-1979,male
Pierre BERNARD,932,France,Socialist Group ,None,Parti socialiste ,1979-1984,03-1983,male
Giovanni BERSANI,1781,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1979-1984,07-1979,male
The Lord Nicholas BETHELL,1422,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Vincenzo BETTIZA,977,Italy,Liberal and Democratic Group ,None,Partito liberale italiano ,1979-1984,07-1979,male
Bouke BEUMER,1451,Netherlands,Group of the European People's Party (Christian,None,Christen Democratisch Appèl ,1979-1984,07-1979,male
Luc Ch.H. BEYER DE RYKE,1780,Belgium,Liberal and Democratic Group ,None,Parti réformateur libéral ,1979-1984,07-1980,male
Philipp von BISMARCK,1778,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1979-1984,07-1979,male
Neil BLANEY,1019,Ireland,Group for the Technical Coordination and Defence of Independent Groups and Members ,None,Independent ,1979-1984,07-1979,male
Erik Bernhard BLUMENFELD,1776,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1979-1984,07-1979,male
Gisèle BOCHENEK-FORRAY,1707,France,Socialist Group ,None,Parti socialiste ,1979-1984,07-1979,female
Reinhold L. BOCKLET,1272,Germany,Group of the European People's Party (Christian,None,Christlich-Soziale Union in Bayern e.V. ,1979-1984,07-1979,male
Fernand BODEN,929,Luxembourg,Group of the European People's Party (Christian,None,Parti chrétien social ,1979-1984,07-1979,male
Jørgen BØGH,1779,Denmark,Group for the Technical Coordination and Defence of Independent Groups and Members ,None,Folkebevægelsen mod EF ,1979-1984,07-1979,male
Alain BOMBARD,1212,France,Socialist Group ,None,Parti socialiste ,1979-1984,09-1981,male
Aldo BONACCINI,1770,Italy,Communist and Allies Group ,None,Partito comunista italiano ,1979-1984,07-1979,male
Jens-Peter BONDE,1275,Denmark,Group for the Technical Coordination and Defence of Independent Groups and Members ,None,Folkebevægelsen mod EF ,1979-1984,07-1979,male
Emma BONINO,1566,Italy,Group for the Technical Coordination and Defence of Independent Groups and Members ,None,Partito radicale ,1979-1984,07-1979,female
Elise C.A.M. BOOT,1737,Netherlands,Group of the European People's Party (Christian,None,Christen Democratisch Appèl ,1979-1984,07-1979,female
André BORD,924,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,04-1982,male
Bodil BOSERUP,1738,Denmark,Communist and Allies Group ,None,Socialistisk folkeparti ,1979-1984,07-1979,female
Leonidas BOURNIAS,731,Greece,Non-attached Members,Group of the European People's Party (Christian,Nea Dimokratia ,1979-1984,01-1981,male
Roland BOYES,925,United Kingdom,Socialist Group ,None,Labour Party ,1979-1984,07-1979,male
Willy BRANDT,919,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,07-1979,male
Elmar BROK,1263,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1979-1984,06-1980,male
Beate Ann BROOKES,1739,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,female
Dominique BUCCHINI,920,France,Communist and Allies Group ,None,Parti communiste français ,1979-1984,09-1981,male
Janey O'Neil BUCHAN,1366,United Kingdom,Socialist Group ,None,Labour Party ,1979-1984,07-1979,female
Hubert Jean BUCHOU,1767,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,07-1979,male
Antonino BUTTAFUOCO,1764,Italy,Non-attached Members,None,Movimento sociale italiano - Destra nazionale ,1979-1984,07-1979,male
Richard G. CABORN,921,United Kingdom,Socialist Group ,None,Labour Party ,1979-1984,07-1979,male
Corentin CALVEZ,918,France,Liberal and Democratic Group ,None,Union pour la France en Europe ,1979-1984,07-1979,male
Mario CAPANNA,912,Italy,Group for the Technical Coordination and Defence of Independent Groups and Members ,None,Democrazia proletaria ,1979-1984,07-1979,male
Umberto CARDIA,913,Italy,Communist and Allies Group ,None,Partito comunista italiano ,1979-1984,07-1979,male
Tullia CARETTONI ROMAGNOLI,900,Italy,Communist and Allies Group ,None,Indipendenti di sinistra ,1979-1984,07-1979,female
Antonio CARIGLIA,1013,Italy,Socialist Group ,None,Partito socialista democratico italiano ,1979-1984,07-1979,male
Angelo CAROSSINO,1730,Italy,Communist and Allies Group ,None,Partito comunista italiano ,1979-1984,07-1979,male
Maria Luisa CASSANMAGNAGO CERRETTI,949,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1979-1984,07-1979,female
Luciana CASTELLINA,947,Italy,Group for the Technical Coordination and Defence of Independent Groups and Members ,None,Partito democratico di unità proletaria ,1979-1984,07-1979,female
Barbara A. CASTLE,1706,United Kingdom,Socialist Group ,None,Labour Party ,1979-1984,07-1979,female
Sir Fred CATHERWOOD,1417,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Manlio CECOVINI,914,Italy,Liberal and Democratic Group ,None,Partito liberale italiano ,1979-1984,07-1979,male
Domenico CERAVOLO,915,Italy,Communist and Allies Group ,None,Partito comunista italiano ,1979-1984,07-1979,male
Robert CHAMBEIRON,1723,France,Communist and Allies Group ,None,Parti communiste français ,1979-1984,07-1979,male
Raphaël M.G. CHANTERIE,1471,Belgium,Group of the European People's Party (Christian,None,Christelijke Volkspartij ,1979-1984,12-1981,male
Jacques CHIRAC,916,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,07-1979,male
Nicole CHOURAQUI,1774,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,07-1979,female
Maria Lisa CINCIARI RODANO,1705,Italy,Communist and Allies Group ,None,Partito comunista italiano ,1979-1984,07-1979,female
Gaetano CINGARI,907,Italy,Socialist Group ,None,Partito socialista italiano ,1979-1984,10-1983,male
Jean-José CLEMENT,908,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,07-1980,male
Mark CLINTON,1725,Ireland,Group of the European People's Party (Christian,None,Fine Gael Party ,1979-1984,07-1979,male
Frank CLUSKEY,909,Ireland,Socialist Group ,None,Labour Party ,1979-1984,07-1981,male
Ann CLWYD,901,United Kingdom,Socialist Group ,None,Labour Party ,1979-1984,07-1979,female
Robert COHEN,1722,Netherlands,Socialist Group ,None,Partij van de Arbeid ,1979-1984,07-1979,male
Marcel G.B. COLLA,910,Belgium,Socialist Group ,None,Socialistische Partij ,1979-1984,07-1979,male
Arnaldo COLLESELLI,911,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1979-1984,07-1979,male
Kenneth D. COLLINS,1418,United Kingdom,Socialist Group ,None,Labour Party ,1979-1984,07-1979,male
Francisque COLLOMB,905,France,Group of the European People's Party (Christian,None,Union pour la France en Europe ,1979-1984,07-1979,male
Emilio COLOMBO,968,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1979-1984,07-1979,male
Francis COMBE,902,France,Liberal and Democratic Group ,None,Union pour la France en Europe ,1979-1984,07-1979,male
Maurits P.-A. COPPIETERS,903,Belgium,Group for the Technical Coordination and Defence of Independent Groups and Members ,None,Volksunie ,1979-1984,07-1979,male
Francesco COSENTINO,904,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1979-1984,01-1984,male
Roberto COSTANZO,1720,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1979-1984,07-1979,male
Richard J. COTTRELL,1721,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
John de COURCY LING,1713,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Pierre-Bernard COUSTÉ,897,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,10-1980,male
Yannis COUTSOCHERAS,899,Greece,Socialist Group ,None,Panellinio Socialistiko Kinima ,1979-1984,01-1981,male
Bettino CRAXI,1118,Italy,Socialist Group ,None,Partito socialista italiano ,1979-1984,07-1979,male
Edith CRESSON,870,France,Socialist Group ,None,Parti socialiste ,1979-1984,07-1979,female
Jerry (Jeremiah) CRONIN,898,Ireland,Group of European Progressive Democrats ,None,Fianna Fáil Party ,1979-1984,07-1979,male
Lambert V.J. CROUX,1714,Belgium,Group of the European People's Party (Christian,None,Christelijke Volkspartij ,1979-1984,07-1979,male
David M. CURRY,1716,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Georgios DALAKOURAS,894,Greece,Non-attached Members,None,Nea Dimokratia ,1979-1984,01-1981,male
Joachim DALSASS,1087,Italy,Group of the European People's Party (Christian,None,Südtiroler Volkspartei ,1979-1984,07-1979,male
Ian M. DALZIEL,895,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Félix DAMETTE,896,France,Communist and Allies Group ,None,Parti communiste français ,1979-1984,07-1979,male
André R.J.-M.H.-A DAMSEAUX,646,Belgium,Liberal and Democratic Group ,None,Parti réformateur libéral ,1979-1984,07-1979,male
Francescopaolo D'ANGELOSANTE,891,Italy,Communist and Allies Group ,None,Partito comunista italiano ,1979-1984,07-1979,male
Pieter DANKERT,1453,Netherlands,Socialist Group ,None,Partij van de Arbeid ,1979-1984,07-1979,male
Noel Michael DAVERN,892,Ireland,Group of European Progressive Democrats ,None,Fianna Fáil Party ,1979-1984,07-1979,male
Michel DEBATISSE,1710,France,Group of the European People's Party (Christian,None,Union pour la France en Europe ,1979-1984,07-1979,male
Michel J.-P. DEBRÉ,888,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,07-1979,male
Willy C.E.H. DE CLERCQ,1296,Belgium,Liberal and Democratic Group ,None,Partij voor vrijheid en vooruitgang ,1979-1984,07-1979,male
Karel DE GUCHT,1472,Belgium,Liberal and Democratic Group ,None,Partij voor vrijheid en vooruitgang ,1979-1984,05-1980,male
Paul Ph. M.H. DE KEERSMAEKER,889,Belgium,Group of the European People's Party (Christian,None,Christelijke Volkspartij ,1979-1984,07-1979,male
Suzanne DEKKER,871,Netherlands,Non-attached Members,None,Democraten 66 ,1979-1984,07-1979,female
Charles DELATTE,890,France,Liberal and Democratic Group ,None,Union pour la France en Europe ,1979-1984,07-1979,male
Antonio DEL DUCA,893,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1979-1984,04-1980,male
Gustave DELEAU,884,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,07-1979,male
Fernand L. DELMOTTE,883,Belgium,Socialist Group ,None,Parti socialiste ,1979-1984,07-1979,male
Robert DELOROZOY,1703,France,Liberal and Democratic Group ,None,Union pour la France en Europe ,1979-1984,07-1979,male
Jacques L.J. DELORS,885,France,Socialist Group ,None,Parti socialiste ,1979-1984,07-1979,male
Danielle DE MARCH-WALLER,1691,France,Communist and Allies Group ,None,Parti communiste français ,1979-1984,07-1979,female
Xavier DENIAU,886,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,09-1981,male
Jacques DENIS,887,France,Communist and Allies Group ,None,Parti communiste français ,1979-1984,07-1979,male
Pancrazio DE PASQUALE,1704,Italy,Communist and Allies Group ,None,Partito comunista italiano ,1979-1984,07-1979,male
Pierre M.L.L.C. DESCHAMPS,878,Belgium,Group of the European People's Party (Christian,None,Parti social-chrétien ,1979-1984,05-1980,male
Eileen DESMOND,872,Ireland,Socialist Group ,None,Labour Party ,1979-1984,07-1979,female
Marie-Jacqueline DESOUCHES,873,France,Socialist Group ,None,Parti socialiste ,1979-1984,09-1981,female
Sile DE VALERA,863,Ireland,Group of European Progressive Democrats ,None,Fianna Fáil Party ,1979-1984,07-1979,male
Alfredo DIANA,879,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1979-1984,07-1979,male
Mario DI BARTOLOMEI,1698,Italy,Liberal and Democratic Group ,None,Partito repubblicano italiano ,1979-1984,09-1983,male
Mario DIDO',1699,Italy,Socialist Group ,None,Partito socialista italiano ,1979-1984,07-1979,male
Marie-Madeleine DIENESCH,864,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,07-1979,female
André F.E. DILIGENT,880,France,Group of the European People's Party (Christian,None,Union pour la France en Europe ,1979-1984,07-1979,male
Ioannis DIMOPOULOS,881,Greece,Non-attached Members,None,Nea Dimokratia ,1979-1984,01-1981,male
Georges H. DONNEZ,1700,France,Liberal and Democratic Group ,None,Union pour la France en Europe ,1979-1984,07-1979,male
Maurice CH.H. DOUBLET,882,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,07-1980,male
The Lord DOURO,1701,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Maurice S.R.C. DRUON,874,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,07-1979,male
Paule DUPORT,865,France,Socialist Group ,None,Parti socialiste ,1979-1984,11-1981,female
Raymonde M.E.A. DURY,1439,Belgium,Socialist Group ,None,Parti socialiste ,1979-1984,03-1982,female
Doeke EISMA,877,Netherlands,Non-attached Members,None,Democraten 66 ,1979-1984,06-1981,male
The Baroness ELLES,1662,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Derek A. ENRIGHT,875,United Kingdom,Socialist Group ,None,Labour Party ,1979-1984,07-1979,male
Vassilis EPHREMIDIS,955,Greece,Communist and Allies Group ,None,Kommounistiko Komma Elladas ,1979-1984,11-1981,male
Sergio ERCINI,1683,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1979-1984,09-1982,male
Nicolas ESTGEN,987,Luxembourg,Group of the European People's Party (Christian,None,Parti chrétien social ,1979-1984,08-1979,male
Claude ESTIER,876,France,Socialist Group ,None,Parti socialiste ,1979-1984,07-1979,male
Winifred M. EWING,1369,United Kingdom,Group of European Progressive Democrats ,None,Scottish National Party ,1979-1984,07-1979,female
Louis EYRAUD,1679,France,Socialist Group ,None,Parti socialiste ,1979-1984,09-1981,male
Roger FAJARDIE,1803,France,Socialist Group ,None,Parti socialiste ,1979-1984,06-1981,male
Guido FANTI,1681,Italy,Communist and Allies Group ,None,Partito comunista italiano ,1979-1984,07-1979,male
André FANTON,433,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,06-1980,male
Edgar FAURE,868,France,Liberal and Democratic Group ,None,Union pour la France en Europe ,1979-1984,07-1979,male
Maurice FAURE,853,France,Socialist Group ,None,Mouvement des Radicaux de Gauche ,1979-1984,07-1979,male
Ludwig FELLERMAIER,1678,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,07-1979,male
Adam FERGUSSON,869,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Guy FERNANDEZ,866,France,Communist and Allies Group ,None,Parti communiste français ,1979-1984,07-1979,male
Basil de FERRANTI,1673,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Bruno FERRERO,1675,Italy,Communist and Allies Group ,None,Partito comunista italiano ,1979-1984,07-1979,male
Mauro FERRI,867,Italy,Socialist Group ,None,Partito socialista democratico italiano ,1979-1984,07-1979,male
Ove FICH,1676,Denmark,Socialist Group ,None,Socialdemokratiet ,1979-1984,11-1979,male
Renzo Eligio FILIPPI,859,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1979-1984,07-1979,male
Marc M.J.A. FISCHBACH,860,Luxembourg,Group of the European People's Party (Christian,None,Parti chrétien social ,1979-1984,07-1979,male
Seán FLANAGAN,1670,Ireland,Group of European Progressive Democrats ,None,Fianna Fáil Party ,1979-1984,07-1979,male
Colette FLESCH,1184,Luxembourg,Liberal and Democratic Group ,None,Parti démocratique ,1979-1984,07-1979,female
Katharina FOCKE,1658,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,07-1979,female
Raymond FORNI,854,France,Socialist Group ,None,Parti socialiste ,1979-1984,06-1981,male
Eric FORTH,861,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Marie-Madeleine FOURCADE,828,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,10-1980,female
Dimitrios FRANGOS,857,Greece,Non-attached Members,None,Nea Dimokratia ,1979-1984,01-1981,male
Otmar FRANZ,1672,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1979-1984,01-1981,male
Bruno FRIEDRICH,1671,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,07-1979,male
Ingo FRIEDRICH,1264,Germany,Group of the European People's Party (Christian,None,Christlich-Soziale Union in Bayern e.V. ,1979-1984,07-1979,male
Georges Louis FRISCHMANN,858,France,Communist and Allies Group ,None,Parti communiste français ,1979-1984,07-1979,male
Isidor W. FRÜH,1669,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1979-1984,07-1979,male
Gérard R.P. FUCHS,967,France,Socialist Group ,None,Parti socialiste ,1979-1984,06-1981,male
Karl FUCHS,855,Germany,Group of the European People's Party (Christian,None,Christlich-Soziale Union in Bayern e.V. ,1979-1984,07-1979,male
Yvette M. FUILLET,1659,France,Socialist Group ,None,Parti socialiste ,1979-1984,07-1979,female
Volkmar GABERT,856,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,07-1979,male
Paola GAIOTTI DE BIASE,829,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1979-1984,07-1979,female
Michael GALLAGHER,849,United Kingdom,Socialist Group ,Group for the Technical Coordination and Defence of Independent Groups and Members ,Labour Party ,1979-1984,07-1979,male
Yves A.R. GALLAND,1084,France,Liberal and Democratic Group ,None,Union pour la France en Europe ,1979-1984,07-1979,male
Carlo Alberto GALLUZZI,1652,Italy,Communist and Allies Group ,None,Partito comunista italiano ,1979-1984,07-1979,male
Françoise GASPARD,820,France,Socialist Group ,None,Parti socialiste ,1979-1984,07-1979,female
Vincenzo GATTO,850,Italy,Socialist Group ,None,Partito socialista italiano ,1979-1984,07-1979,male
Roger GAUTHIER,1650,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,01-1983,male
Fritz GAUTIER,1792,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,01-1980,male
Jas GAWRONSKI,1113,Italy,Liberal and Democratic Group ,None,Partito repubblicano italiano ,1979-1984,10-1981,male
Paul-Henry E.M.Gh. GENDEBIEN,851,Belgium,Non-attached Members,Group for the Technical Coordination and Defence of Independent Groups and Members ,Front démocratique des francofones - Rassemblement wallon ,1979-1984,07-1979,male
Antonios GEORGIADIS,723,Greece,Socialist Group ,None,Panellinio Socialistiko Kinima ,1979-1984,01-1981,male
Achillefs GEROKOSTOPOULOS,852,Greece,Group of the European People's Party (Christian,None,Nea Dimokratia ,1979-1984,11-1981,male
François-Marie GERONIMI,844,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,10-1980,male
Aart GEURTSEN,839,Netherlands,Liberal and Democratic Group ,None,Volkspartij voor Vrijheid en Democratie ,1979-1984,07-1979,male
Alberto GHERGO,845,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1979-1984,07-1979,male
Giovanni GIAVAZZI,1646,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1979-1984,07-1979,male
Alain Y.M. GILLOT,846,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,07-1979,male
Vincenzo GIUMMARRA,1647,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1979-1984,07-1979,male
Ernest GLINNE,1475,Belgium,Socialist Group ,None,Parti socialiste ,1979-1984,07-1979,male
Ilias GLYKOFRIDIS,847,Greece,Non-attached Members,None,Komma Proodevtikon ,1979-1984,09-1982,male
Arie de GOEDE,848,Netherlands,Non-attached Members,None,Democraten 66 ,1979-1984,07-1979,male
Charles GOERENS,840,Luxembourg,Liberal and Democratic Group ,None,Parti démocratique ,1979-1984,02-1982,male
Guido GONELLA,841,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1979-1984,07-1979,male
Konstantinos GONTIKAS,724,Greece,Non-attached Members,Group of the European People's Party (Christian,Nea Dimokratia ,1979-1984,01-1981,male
Alfons GOPPEL,842,Germany,Group of the European People's Party (Christian,None,Christlich-Soziale Union in Bayern e.V. ,1979-1984,07-1979,male
Anselmo GOUTHIER,843,Italy,Communist and Allies Group ,None,Partito comunista italiano ,1979-1984,07-1979,male
Eva GREDAL,1637,Denmark,Socialist Group ,None,Socialdemokratiet ,1979-1984,07-1979,female
Maxime François GREMETZ,1176,France,Communist and Allies Group ,None,Parti communiste français ,1979-1984,07-1979,male
Mette GROES,821,Denmark,Socialist Group ,None,Socialdemokratiet ,1979-1984,07-1979,female
Frans G. van der GUN,835,Netherlands,Group of the European People's Party (Christian,None,Christen Democratisch Appèl ,1979-1984,07-1979,male
Niels Jørgen HAAGERUP,836,Denmark,Liberal and Democratic Group ,None,Venstre ,1979-1984,07-1979,male
Otto von HABSBURG,1265,Germany,Group of the European People's Party (Christian,None,Christlich-Soziale Union in Bayern e.V. ,1979-1984,07-1979,male
Wilhelm F.T. HAHN,1636,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1979-1984,07-1979,male
Brendan HALLIGAN,837,Ireland,Socialist Group ,None,Labour Party ,1979-1984,03-1984,male
Jean HAMILIUS,838,Luxembourg,Liberal and Democratic Group ,None,Parti démocratique ,1979-1984,07-1979,female
Else HAMMERICH,1619,Denmark,Group for the Technical Coordination and Defence of Independent Groups and Members ,None,Folkebevægelsen mod EF ,1979-1984,07-1979,female
Klaus HÄNSCH,1266,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,07-1979,male
Ioannis HARALAMPOPOULOS,830,Greece,Socialist Group ,None,Panellinio Socialistiko Kinima ,1979-1984,01-1981,male
The Lord HARMAR-NICHOLLS,831,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
David A. HARRIS,832,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Kai Uwe von HASSEL,833,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1979-1984,07-1979,male
Karl W.H. HAUENSCHILD,834,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,07-1979,male
Hermann HEINEMANN,825,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,03-1983,male
Wilhelm HELMS,826,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1979-1984,07-1979,male
Jaak P.J. HENCKENS,815,Belgium,Group of the European People's Party (Christian,None,Christelijke Volkspartij ,1979-1984,07-1979,male
Luise HERKLOTZ,787,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,07-1979,female
Fernand H.J. HERMAN,1467,Belgium,Group of the European People's Party (Christian,None,Parti social-chrétien ,1979-1984,07-1979,male
Ien van den HEUVEL,1620,Netherlands,Socialist Group ,None,Partij van de Arbeid ,1979-1984,07-1979,male
Magdalene HOFF,1235,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,07-1979,female
Jacqueline HOFFMANN,1617,France,Communist and Allies Group ,None,Parti communiste français ,1979-1984,07-1979,female
Karl-Heinz HOFFMANN,1633,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1979-1984,07-1979,male
Gloria D. HOOPER,788,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,female
