fullName,id,country,eu_group_1,eu_group_2,nation_group,term,start_period_1,gender
William J. HOPPER,822,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Brian H. HORD,823,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
John HORGAN,824,Ireland,Socialist Group ,None,Labour Party ,1979-1984,10-1981,male
Paul F. HOWELL,1416,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
John HUME,1408,United Kingdom,Socialist Group ,None,Social Democratic and Labour Party ,1979-1984,07-1979,male
Alasdair Henry HUTTON,1631,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Leonilde IOTTI,785,Italy,Communist and Allies Group ,None,Partito comunista italiano ,1979-1984,07-1979,female
Felice IPPOLITO,1629,Italy,Communist and Allies Group ,None,Indipendenti di sinistra ,1979-1984,07-1979,male
Ulrich IRMER,816,Germany,Liberal and Democratic Group ,None,Freie Demokratische Partei ,1979-1984,07-1979,male
Gérard ISRAEL,817,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,05-1980,male
Christopher Murray JACKSON,1409,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Robert Victor JACKSON,818,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Erhard V. JAKOBSEN,1278,Denmark,European Democratic Group ,Non-attached Members,Centrum-Demokraterne ,1979-1984,07-1979,male
Frédéric JALTON,819,France,Socialist Group ,None,Parti socialiste ,1979-1984,03-1980,male
James L. JANSSEN van RAAY,1455,Netherlands,Group of the European People's Party (Christian,None,Christen Democratisch Appèl ,1979-1984,07-1979,male
Gérard JAQUET,810,France,Socialist Group ,None,Parti socialiste ,1979-1984,07-1979,male
Stanley P. JOHNSON,811,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Sjouke JONKER,812,Netherlands,Group of the European People's Party (Christian,None,Christen Democratisch Appèl ,1979-1984,07-1979,male
Charles JOSSELIN,813,France,Socialist Group ,None,Parti socialiste ,1979-1984,07-1979,male
Heinrich JÜRGENS,809,Germany,Liberal and Democratic Group ,None,Freie Demokratische Partei ,1979-1984,07-1979,male
Michel JUNOT,814,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,06-1981,male
Konstantinos KALLIAS,804,Greece,Group of the European People's Party (Christian,None,Nea Dimokratia ,1979-1984,11-1981,male
Konstantinos KALOYANNIS,805,Greece,Group of the European People's Party (Christian,None,Nea Dimokratia ,1979-1984,11-1981,male
Konstantinos KAPPOS,806,Greece,Communist and Allies Group ,None,Kommounistiko Komma Elladas ,1979-1984,02-1981,male
Gabriel KASPEREIT,281,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,07-1983,male
Ioannis KATSAFADOS,807,Greece,Non-attached Members,None,Nea Dimokratia ,1979-1984,01-1981,male
Hans KATZER,808,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1979-1984,07-1979,male
Liam KAVANAGH,796,Ireland,Socialist Group ,None,Labour Party ,1979-1984,07-1979,male
Filotas KAZAZIS,800,Greece,Group of the European People's Party (Christian,None,Nea Dimokratia ,1979-1984,11-1981,male
Justin KEATING,797,Ireland,Socialist Group ,None,Labour Party ,1979-1984,02-1984,male
Edward T. KELLETT-BOWMAN,1410,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Elaine KELLETT-BOWMAN,783,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,female
Brian M. KEY,801,United Kingdom,Socialist Group ,None,Labour Party ,1979-1984,07-1979,male
Kent S. KIRK,802,Denmark,European Democratic Group ,None,Det konservative folkeparti ,1979-1984,07-1979,male
Egon A. KLEPSCH,1267,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1979-1984,07-1979,male
Jan KLINKENBORG,1782,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,07-1979,male
Herbert W. KÖHLER,9,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1979-1984,07-1979,male
Dimitrios KOULOURIANOS,4510,Greece,Socialist Group ,None,Panellinio Socialistiko Kinima ,1979-1984,11-1981,male
J. (Annie) B. KROUWEL-VLAM,784,Netherlands,Socialist Group ,None,Partij van de Arbeid ,1979-1984,07-1979,female
Heinz KÜHN,795,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,07-1979,male
Leonidas KYRKOS,1677,Greece,Communist and Allies Group ,None,Kommounistiko Komma Elladas ,1979-1984,11-1981,male
Claude L.L.P. LABBÉ,794,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,07-1979,male
Leonidas LAGAKOS,1610,Greece,Socialist Group ,None,Panellinio Socialistiko Kinima ,1979-1984,11-1981,male
Pierre LALUMIÈRE,798,France,Socialist Group ,None,Parti socialiste ,1979-1984,11-1981,male
Erwin LANGE,789,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,07-1979,male
Horst LANGES,1268,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1979-1984,07-1979,male
Jean A.F. LECANUET,799,France,Group of the European People's Party (Christian,None,Union pour la France en Europe ,1979-1984,07-1979,female
Olivier LEFEVRE D'ORMESSON,1569,France,Group of the European People's Party (Christian,None,Union pour la France en Europe ,1979-1984,07-1979,male
Silvio LEGA,792,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1979-1984,07-1979,male
Gerd Ludwig LEMMER,1257,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1979-1984,07-1979,male
Marcelle LENTZ-CORNETTE,1598,Luxembourg,Group of the European People's Party (Christian,None,Parti chrétien social ,1979-1984,03-1980,female
Marlene LENZ,1236,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1979-1984,07-1979,female
Silvio LEONARDI,270,Italy,Communist and Allies Group ,None,Partito comunista italiano ,1979-1984,07-1979,male
Pietro LEZZI,312,Italy,Socialist Group ,None,Partito socialista italiano ,1979-1984,07-1979,male
Giosuè LIGIOS,1605,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1979-1984,07-1979,male
Salvatore LIMA,991,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1979-1984,07-1979,male
Erdmann LINDE,790,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,07-1979,male
Rolf LINKOHR,1258,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,07-1979,male
Jean-Noël de LIPKOWSKI,786,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,10-1980,male
Anne-Marie A. LIZIN,1688,Belgium,Socialist Group ,None,Parti socialiste ,1979-1984,07-1979,female
Eugen LODERER,791,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,07-1979,male
Alfred LOMAS,1411,United Kingdom,Socialist Group ,None,Labour Party ,1979-1984,07-1979,male
Charles-Emile LOO,1606,France,Socialist Group ,None,Parti socialiste ,1979-1984,07-1979,male
Konstantinos LOULES,793,Greece,Communist and Allies Group ,None,Kommounistiko Komma Elladas ,1979-1984,01-1981,male
Hendrik J. LOUWES,1607,Netherlands,Liberal and Democratic Group ,None,Volkspartij voor Vrijheid en Democratie ,1979-1984,07-1979,male
Hans August LÜCKER,782,Germany,Group of the European People's Party (Christian,None,Christlich-Soziale Union in Bayern e.V. ,1979-1984,07-1979,male
Rudolf LUSTER,1259,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1979-1984,07-1979,male
Finn LYNGE,1630,Denmark,Socialist Group ,None,Siumut ,1979-1984,07-1979,male
Luigi MACARIO,776,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1979-1984,07-1979,male
John Joseph McCARTIN,1436,Ireland,Group of the European People's Party (Christian,None,Fine Gael Party ,1979-1984,07-1979,male
Maria Antonietta MACCIOCCHI,741,Italy,Group for the Technical Coordination and Defence of Independent Groups and Members ,Socialist Group ,Partito radicale ,1979-1984,09-1979,female
Emmanuel P.M. MAFFRE-BAUGÉ,1590,France,Communist and Allies Group ,None,Parti communiste français ,1979-1984,07-1979,male
Thomas Joseph MAHER,1437,Ireland,Liberal and Democratic Group ,None,Independent ,1979-1984,07-1979,male
Hanja MAIJ-WEGGEN,1425,Netherlands,Group of the European People's Party (Christian,None,Christen Democratisch Appèl ,1979-1984,07-1979,female
Ernst MAJONICA,777,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1979-1984,07-1979,male
Kurt MALANGRÉ,1260,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1979-1984,07-1979,male
Christian de la MALÈNE,974,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,07-1979,male
Georges MARCHAIS,1588,France,Communist and Allies Group ,None,Parti communiste français ,1979-1984,07-1979,male
Roland MARCHESIN,778,France,Socialist Group ,None,Parti socialiste ,1979-1984,01-1984,male
Pol M.E.E. MARCK,1468,Belgium,Group of the European People's Party (Christian,None,Christelijke Volkspartij ,1979-1984,09-1981,male
Christos MARKOPOULOS,779,Greece,Socialist Group ,None,Panellinio Socialistiko Kinima ,1979-1984,11-1981,male
Spyridon MARKOZANIS,780,Greece,Non-attached Members,None,Nea Dimokratia ,1979-1984,01-1981,male
John Leslie MARSHALL,1586,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
René MART,781,Luxembourg,Liberal and Democratic Group ,None,Parti démocratique ,1979-1984,11-1980,male
Maurice MARTIN,770,France,Communist and Allies Group ,None,Parti communiste français ,1979-1984,07-1979,male
Simone M.M. MARTIN,946,France,Liberal and Democratic Group ,None,Union pour la France en Europe ,1979-1984,07-1979,female
Gilles MARTINET,771,France,Socialist Group ,None,Parti socialiste ,1979-1984,07-1979,male
Pierre MAUROY,772,France,Socialist Group ,None,Parti socialiste ,1979-1984,07-1979,male
Sylvie MAYER,1128,France,Communist and Allies Group ,None,Parti communiste français ,1979-1984,07-1979,female
Thomas MEGAHY,1406,United Kingdom,Socialist Group ,None,Labour Party ,1979-1984,07-1979,male
Jean A.E.E. MEO,774,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,09-1981,female
Meinolf MERTENS,1583,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1979-1984,07-1979,male
Pierre MESSMER,775,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,07-1979,male
Victor J.J. MICHEL,767,Belgium,Group of the European People's Party (Christian,None,Parti social-chrétien ,1979-1984,07-1979,male
Karl-Heinrich MIHR,1261,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,01-1980,male
Johan van MINNEN,768,Netherlands,Socialist Group ,None,Partij van de Arbeid ,1979-1984,07-1979,male
Marcello MODIANO,769,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1979-1984,07-1979,male
Poul MØLLER,1584,Denmark,European Democratic Group ,None,Det konservative folkeparti ,1979-1984,07-1979,male
Joseph A. MOMMERSTEEG,763,Netherlands,Group of the European People's Party (Christian,None,Christen Democratisch Appèl ,1979-1984,01-1982,male
James MOORHOUSE,1398,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Jacques P. MOREAU,764,France,Socialist Group ,None,Parti socialiste ,1979-1984,07-1979,male
Louise MOREAU,742,France,Group of the European People's Party (Christian,None,Union pour la France en Europe ,1979-1984,07-1979,female
Robert J. MORELAND,765,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Didier MOTCHANE,1580,France,Socialist Group ,None,Parti socialiste ,1979-1984,07-1979,male
Jean MOUCHEL,1581,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,02-1982,female
Ernst MÜLLER-HERMANN,759,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1979-1984,07-1979,male
Hemmo J. MUNTINGH,1446,Netherlands,Socialist Group ,None,Partij van de Arbeid ,1979-1984,07-1979,male
Angelo NARDUCCI,760,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1979-1984,07-1979,male
Jacqueline NEBOUT,743,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,04-1983,female
Bill NEWTON DUNN,1394,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Sir David Lancaster NICOLSON,761,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Jørgen Brøndlund NIELSEN,1573,Denmark,Liberal and Democratic Group ,None,Venstre ,1979-1984,07-1979,male
Tove NIELSEN,1244,Denmark,Liberal and Democratic Group ,None,Venstre ,1979-1984,07-1979,female
Kalliopi NIKOLAOU,744,Greece,Socialist Group ,None,Panellinio Socialistiko Kinima ,1979-1984,11-1981,female
Konstantinos NIKOLAOU,725,Greece,Socialist Group ,None,Panellinio Socialistiko Kinima ,1979-1984,01-1981,male
Hans R. NORD,1574,Netherlands,Liberal and Democratic Group ,None,Volkspartij voor Vrijheid en Democratie ,1979-1984,07-1979,male
Franz-Josef NORDLOHNE,762,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1979-1984,07-1979,male
Jean-Thomas NORDMANN,1194,France,Liberal and Democratic Group ,None,Union pour la France en Europe ,1979-1984,04-1982,male
Sir Tom NORMANTON,1575,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Harry A.C.M. NOTENBOOM,756,Netherlands,Group of the European People's Party (Christian,None,Christen Democratisch Appèl ,1979-1984,07-1979,male
Kai NYBORG,757,Denmark,Group of European Progressive Democrats ,None,Fremskridtspartiet ,1979-1984,07-1979,male
John O'CONNELL,750,Ireland,Socialist Group ,None,Labour Party ,1979-1984,07-1979,male
Tom G. O'DONNELL,1570,Ireland,Group of the European People's Party (Christian,None,Fine Gael Party ,1979-1984,07-1979,male
Jean A. OEHLER,751,France,Socialist Group ,None,Parti socialiste ,1979-1984,07-1979,female
The Lord O'HAGAN,1395,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Michael O'LEARY,752,Ireland,Socialist Group ,None,Labour Party ,1979-1984,07-1979,male
Kjeld OLESEN,753,Denmark,Socialist Group ,None,Socialdemokratiet ,1979-1984,07-1979,male
Flor O'MAHONY,754,Ireland,Socialist Group ,None,Labour Party ,1979-1984,03-1983,female
Flavio ORLANDI,755,Italy,Socialist Group ,None,Partito socialista democratico italiano ,1979-1984,07-1979,male
Aristidis OUZOUNIDIS,746,Greece,Socialist Group ,None,Panellinio Socialistiko Kinima ,1979-1984,06-1983,male
Ian R.K. PAISLEY,1396,United Kingdom,Non-attached Members,None,Democratic Unionist Party ,1979-1984,07-1979,male
Giancarlo PAJETTA,1557,Italy,Communist and Allies Group ,None,Partito comunista italiano ,1979-1984,07-1979,male
Marco PANNELLA,1002,Italy,Group for the Technical Coordination and Defence of Independent Groups and Members ,None,Partito radicale ,1979-1984,07-1979,male
Konstantina PANTAZI,1540,Greece,Socialist Group ,None,Panellinio Socialistiko Kinima ,1979-1984,11-1981,female
Efstratios PAPAEFSTRATIOU,730,Greece,Non-attached Members,Group of the European People's Party (Christian,Nea Dimokratia ,1979-1984,01-1981,male
Apostolos PAPAGEORGIOU,747,Greece,Non-attached Members,None,Komma Proodevtikon ,1979-1984,11-1981,male
Ioannis PAPANTONIOU,748,Greece,Socialist Group ,None,Panellinio Socialistiko Kinima ,1979-1984,11-1981,male
Giovanni PAPAPIETRO,1555,Italy,Communist and Allies Group ,None,Partito comunista italiano ,1979-1984,07-1979,male
Séamus PATTISON,745,Ireland,Socialist Group ,None,Labour Party ,1979-1984,07-1981,male
René A.L. PAULHAN,736,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,12-1981,male
Jeanne M. PAUWELYN,704,Belgium,Liberal and Democratic Group ,None,Partij voor vrijheid en vooruitgang ,1979-1984,12-1981,female
Andrew PEARCE,1551,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Mario PEDINI,726,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1979-1984,07-1979,male
Jiri PELIKAN,1552,Italy,Socialist Group ,None,Partito socialista italiano ,1979-1984,07-1979,male
Jean J.M. PENDERS,1447,Netherlands,Group of the European People's Party (Christian,None,Christen Democratisch Appèl ,1979-1984,07-1979,female
Anastassios PEPONIS,737,Greece,Socialist Group ,None,Panellinio Socialistiko Kinima ,1979-1984,01-1981,male
Daniel PERCHERON,738,France,Socialist Group ,None,Parti socialiste ,1979-1984,07-1979,male
Nicole PERY,1068,France,Socialist Group ,None,Parti socialiste ,1979-1984,09-1981,female
Ioannis PESMAZOGLOU,1043,Greece,Non-attached Members,None,Komma Dimokratikou Socialismou ,1979-1984,01-1981,male
Eggert PETERSEN,739,Denmark,Socialist Group ,None,Socialdemokratiet ,1979-1984,10-1980,male
Francesco PETRONIO,1550,Italy,Non-attached Members,None,Movimento sociale italiano - Destra nazionale ,1979-1984,07-1979,male
Gero PFENNIG,1632,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1979-1984,07-1979,male
Pierre PFLIMLIN,1545,France,Group of the European People's Party (Christian,None,Union pour la France en Europe ,1979-1984,07-1979,male
Alphonsine M.J. PHLIX,693,Belgium,Group of the European People's Party (Christian,None,Christelijke Volkspartij ,1979-1984,12-1981,female
Flaminio PICCOLI,740,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1979-1984,07-1979,male
Sergio PININFARINA,1544,Italy,Liberal and Democratic Group ,None,Partito liberale italiano ,1979-1984,07-1979,male
Jean-François A. PINTAT,720,France,Liberal and Democratic Group ,None,Union pour la France en Europe ,1979-1984,07-1979,male
Edgard Edouard PISANI,721,France,Socialist Group ,None,Parti socialiste ,1979-1984,10-1979,male
Spyridon PLASKOVITIS,1543,Greece,Socialist Group ,None,Panellinio Socialistiko Kinima ,1979-1984,01-1981,male
The Lord Henry PLUMB,1389,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Henriette POIRIER,732,France,Communist and Allies Group ,None,Parti communiste français ,1979-1984,07-1979,female
Christian PONCELET,733,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,07-1979,male
Michel C. PONIATOWSKI,1541,France,Liberal and Democratic Group ,None,Union pour la France en Europe ,1979-1984,07-1979,male
Emmanouil PONIRIDIS,734,Greece,Socialist Group ,None,Panellinio Socialistiko Kinima ,1979-1984,11-1981,male
Hans-Gert PÖTTERING,1253,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1979-1984,07-1979,male
Derek PRAG,1390,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Pierre-Benjamin PRANCHÈRE,1542,France,Communist and Allies Group ,None,Parti communiste français ,1979-1984,07-1979,male
Peter N. PRICE,1391,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Mihaïl PROTOPAPADAKIS,735,Greece,Group of the European People's Party (Christian,None,Nea Dimokratia ,1979-1984,11-1981,male
Sir Christopher J. PROUT (Lord Kingsland),1392,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
James L.C. PROVAN,1538,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Marie-Jane PRUVOT,694,France,Liberal and Democratic Group ,None,Union pour la France en Europe ,1979-1984,07-1979,female
Albert PÜRSTEN,727,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1979-1984,07-1979,male
Ruggero PULETTI,728,Italy,Socialist Group ,None,Partito socialista democratico italiano ,1979-1984,07-1979,male
John PURVIS,729,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Joyce G. QUIN,1537,United Kingdom,Socialist Group ,None,Labour Party ,1979-1984,07-1979,female
Lucien RADOUX,711,Belgium,Socialist Group ,None,Parti socialiste ,1979-1984,07-1979,male
Eugène L. REMILLY,722,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,07-1979,male
Jean REY,712,Belgium,Liberal and Democratic Group ,None,Parti réformateur libéral ,1979-1984,07-1979,female
Sir Brandon RHYS WILLIAMS,713,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Helmut Martin RIEGER,716,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,11-1980,male
Günter RINSCHE,1255,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1979-1984,07-1979,male
Carlo RIPA DI MEANA,717,Italy,Socialist Group ,None,Partito socialista italiano ,1979-1984,07-1979,male
Hector RIVIEREZ,709,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,11-1983,male
Dame Shelagh ROBERTS,1521,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Dieter ROGALLA,1256,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,09-1981,male
Allan R. ROGERS,718,United Kingdom,Socialist Group ,None,Labour Party ,1979-1984,07-1979,male
Hector ROLLAND,719,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,10-1983,male
Pino ROMUALDI,1727,Italy,Non-attached Members,None,Movimento sociale italiano - Destra nazionale ,1979-1984,07-1979,male
André ROSSI,1702,France,Liberal and Democratic Group ,None,Union pour la France en Europe ,1979-1984,07-1979,male
Yvette ROUDY,695,France,Socialist Group ,None,Parti socialiste ,1979-1984,07-1979,female
Giorgio RUFFOLO,714,Italy,Socialist Group ,None,Partito socialista italiano ,1979-1984,07-1979,male
Mariano RUMOR,715,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1979-1984,07-1979,male
Richie RYAN,220,Ireland,Group of the European People's Party (Christian,None,Fine Gael Party ,1979-1984,07-1979,male
Victor SABLÉ,710,France,Liberal and Democratic Group ,None,Union pour la France en Europe ,1979-1984,07-1979,male
Henri SABY,975,France,Socialist Group ,None,Parti socialiste ,1979-1984,06-1981,male
Bernhard SÄLZER,1248,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1979-1984,07-1979,male
Heinke SALISCH,1196,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,07-1979,female
Jacques SANTER,698,Luxembourg,Group of the European People's Party (Christian,None,Parti chrétien social ,1979-1984,07-1979,male
Georges SARRE,705,France,Socialist Group ,None,Parti socialiste ,1979-1984,07-1979,male
Mario SASSANO,706,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1979-1984,07-1979,male
Casimir J. Prinz zu SAYN-WITTGENSTEIN-BERLEBURG,707,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1979-1984,07-1979,male
Marie-Claire SCAMARONI,696,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,03-1983,female
Wolfgang SCHALL,708,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1979-1984,07-1979,male
Rudolf F. SCHIELER,699,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,07-1979,male
Dieter P.A. SCHINZEL,1238,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,07-1979,male
Ursula SCHLEICHER,1197,Germany,Group of the European People's Party (Christian,None,Christlich-Soziale Union in Bayern e.V. ,1979-1984,07-1979,female
Gerhard SCHMID,1239,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,07-1979,male
Heinz SCHMITT,688,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,07-1979,male
Paul SCHNITKER,700,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1979-1984,07-1979,male
Karl SCHÖN,701,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,07-1979,male
Konrad SCHÖN,1517,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1979-1984,07-1979,male
Olaf SCHWENCKE,703,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,07-1979,male
Leonardo SCIASCIA,697,Italy,Group for the Technical Coordination and Defence of Independent Groups and Members ,None,Partito radicale ,1979-1984,07-1979,male
Sir James SCOTT-HOPKINS,1393,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Christiane SCRIVENER,1600,France,Liberal and Democratic Group ,None,Union pour la France en Europe ,1979-1984,07-1979,female
Barry H. SEAL,1385,United Kingdom,Socialist Group ,None,Labour Party ,1979-1984,07-1979,male
Horst SEEFELD,1513,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,07-1979,male
Hans-Joachim SEELER,1514,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,07-1979,male
Sergio Camillo SEGRE,1515,Italy,Communist and Allies Group ,None,Partito comunista italiano ,1979-1984,07-1979,male
Lieselotte SEIBEL-EMMERLING,1503,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,07-1979,female
Jean SEITLINGER,689,France,Group of the European People's Party (Christian,None,Union pour la France en Europe ,1979-1984,07-1979,female
Madron Richard SELIGMAN,1386,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Alexander SHERLOCK,1512,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Hellmut SIEGLERSCHMIDT,687,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,07-1979,male
Richard J. SIMMONDS,1387,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Anthony M.H. SIMPSON,1388,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Sven SKOVMAND,691,Denmark,Group for the Technical Coordination and Defence of Independent Groups and Members ,None,Folkebevægelsen mod EF ,1979-1984,07-1979,male
Evanghelos SOUSSOUROYANNIS,692,Greece,Non-attached Members,None,Nea Dimokratia ,1979-1984,01-1981,male
Antoinette SPAAK,683,Belgium,Non-attached Members,None,Front démocratique des francofones - Rassemblement wallon ,1979-1984,07-1979,female
Jean SPAUTZ,684,Luxembourg,Group of the European People's Party (Christian,None,Parti chrétien social ,1979-1984,07-1979,female
Tom SPENCER,972,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
James W. SPICER,678,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Altiero SPINELLI,1643,Italy,Communist and Allies Group ,None,Indipendenti di sinistra ,1979-1984,07-1979,male
Vera SQUARCIALUPI,1501,Italy,Communist and Allies Group ,None,Indipendenti di sinistra ,1979-1984,07-1979,female
Carlo STELLA,685,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1979-1984,01-1982,male
Sir Jack STEWART-CLARK,1384,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
