fullName,id,country,eu_group_1,eu_group_2,nation_group,term,start_period_1,gender
Angela Theodora BILLINGHAM,2172,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,female
Leonie G.L. van BLADEL,1949,Netherlands,Group of the Party of European Socialists ,Group Union for Europe ,Partij van de Arbeid ,1994-1999,07-1994,female
Freddy BLAK,1274,Denmark,Group of the Party of European Socialists ,None,Socialdemokratiet ,1994-1999,07-1994,male
Johannes BLOKLAND,1969,Netherlands,Europe of Nations Group (Coordination Group) ,Non-attached Members,Staatkundig Gereformeerde Partij - Gereformeerd Politiek Verbond - Reformatorisch Politieke Federatie ,1994-1999,07-1994,male
Yvan M. BLOT,1211,France,Non-attached Members,None,Front national ,1994-1999,07-1994,male
Reimer BÖGE,1037,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,07-1994,male
Jens-Peter BONDE,1275,Denmark,Europe of Nations Group (Coordination Group) ,Non-attached Members,JuniBevægelsen ,1994-1999,07-1994,male
Gian Piero BONIPERTI,2034,Italy,Forza Europa Group ,Group Union for Europe ,Forza Italia ,1994-1999,07-1994,male
Rinaldo BONTEMPI,1020,Italy,Group of the Party of European Socialists ,None,Partito democratico della sinistra ,1994-1999,07-1994,male
Johanna L.A. BOOGERD-QUAAK,1968,Netherlands,"Group of the European Liberal, Democrat and Reform Party ",None,Democraten 66 ,1994-1999,07-1994,female
Herbert BÖSCH,2048,Austria,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Österreichs ,1994-1999,01-1995,male
Umberto BOSSI,2036,Italy,"Group of the European Liberal, Democrat and Reform Party ",Non-attached Members,Lega Nord per l'indipendenza della Padania ,1994-1999,07-1994,male
Gerhard BOTZ,1843,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,male
Jean-Louis BOURLANGES,1026,France,Group of the European People's Party (Christian,None,Union pour la démocratie française - Adhérents directs ,1994-1999,07-1994,male
David Robert BOWE,1321,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Frédérique BREDIN,1982,France,Group of the Party of European Socialists ,None,Parti socialiste ,1994-1999,07-1994,female
Georges de BRÉMOND d'ARS,1741,France,Group of the European People's Party (Christian,None,Union pour la démocratie française - Clubs Perspectives et Réalités ,1994-1999,07-1994,male
Hiltrud BREYER,1059,Germany,The Green Group in the European Parliament ,None,Bündnis 90/die Grünen ,1994-1999,07-1994,female
Laurens Jan BRINKHORST,1967,Netherlands,"Group of the European Liberal, Democrat and Reform Party ",None,Democraten 66 ,1994-1999,07-1994,male
Elmar BROK,1263,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,07-1994,male
Carlos María BRU PURÓN,1353,Spain,Group of the Party of European Socialists ,None,Partido Socialista Obrero Español ,1994-1999,02-1999,male
Stéphane BUFFETAUT,2317,France,Group of Independents for a Europe of Nations ,None,Mouvement pour la France ,1994-1999,07-1997,male
Staffan BURENSTAM LINDER,2260,Sweden,Group of the European People's Party (Christian,None,Moderata samlingspartiet ,1994-1999,10-1995,male
Giovanni M.S. BURTONE,1953,Italy,Group of the European People's Party (Christian,None,Partito popolare italiano ,1994-1999,07-1994,male
Jesús CABEZÓN ALONSO,1355,Spain,Group of the Party of European Socialists ,None,Partido Socialista Obrero Español ,1994-1999,07-1994,male
Christian E.A. CABROL,2021,France,Group of the European Democratic Alliance ,Group Union for Europe ,Rassemblement pour la République ,1994-1999,07-1994,male
Ernesto CACCAVALE,2141,Italy,Forza Europa Group ,Group Union for Europe ,Forza Italia ,1994-1999,07-1994,male
Luigi CALIGARIS,2085,Italy,Forza Europa Group ,Group Union for Europe ,Forza Italia ,1994-1999,07-1994,male
Felipe CAMISÓN ASENSIO,2276,Spain,Group of the European People's Party (Christian,None,Partido Popular ,1994-1999,12-1995,male
António CAMPOS,2162,Portugal,Group of the Party of European Socialists ,None,Partido Socialista ,1994-1999,07-1994,male
Luis CAMPOY ZUECO,1994,Spain,Group of the European People's Party (Christian,None,Partido Popular ,1994-1999,07-1994,male
Carlos CANDAL,2272,Portugal,Group of the Party of European Socialists ,None,Partido Socialista ,1994-1999,10-1995,male
António CAPUCHO,964,Portugal,"Group of the European Liberal, Democrat and Reform Party ",None,Partido Social Democrata ,1994-1999,07-1994,male
Maria Celeste CARDONA,2311,Portugal,Group Union for Europe ,None,Partido Popular ,1994-1999,01-1997,female
Marie-Arlette CARLOTTI,2031,France,Group of the Party of European Socialists ,None,Parti socialiste ,1994-1999,07-1996,female
Gunilla CARLSSON,2261,Sweden,Group of the European People's Party (Christian,None,Moderata samlingspartiet ,1994-1999,10-1995,female
Carlos CARNERO GONZÁLEZ,1973,Spain,Confederal Group of the European United Left ,Confederal Group of the European United Left/Nordic Green Left ,Izquierda Unida ,1994-1999,07-1994,male
Pierre CARNITI,1085,Italy,Group of the Party of European Socialists ,None,Partito democratico della sinistra ,1994-1999,07-1994,male
Hélène CARRÈRE D'ENCAUSSE,2011,France,Group of the European Democratic Alliance ,Group Union for Europe ,Rassemblement pour la République ,1994-1999,07-1994,female
Gaetano CARROZZO,2336,Italy,Group of the Party of European Socialists ,None,Democratici di Sinistra ,1994-1999,11-1998,male
Hadar CARS,2108,Sweden,"Group of the European Liberal, Democrat and Reform Party ",None,Folkpartiet liberalerna ,1994-1999,01-1995,female
Carlo CASINI,988,Italy,Group of the European People's Party (Christian,None,Partito popolare italiano ,1994-1999,07-1994,male
Pier Ferdinando CASINI,2189,Italy,Forza Europa Group ,Group Union for Europe ,Centro cristiano democratico ,1994-1999,07-1994,male
Bryan M.D. CASSIDY,1424,United Kingdom,Group of the European People's Party (Christian,None,Conservative and Unionist Party ,1994-1999,07-1994,male
Bernard CASTAGNÈDE,2238,France,Group of the European Radical Alliance ,None,Mouvement des Radicaux de Gauche ,1994-1999,07-1994,male
Pierluigi CASTAGNETTI,2102,Italy,Group of the European People's Party (Christian,None,Partito popolare italiano ,1994-1999,07-1994,male
Luciana CASTELLINA,947,Italy,Confederal Group of the European United Left ,Confederal Group of the European United Left/Nordic Green Left ,Rifondazione comunista ,1994-1999,07-1994,female
Frits CASTRICUM,1948,Netherlands,Group of the Party of European Socialists ,None,Partij van de Arbeid ,1994-1999,07-1994,male
Gérard CAUDRON,1175,France,Group of the Party of European Socialists ,None,Parti socialiste ,1994-1999,07-1994,male
Charlotte CEDERSCHIÖLD,2110,Sweden,Group of the European People's Party (Christian,None,Moderata samlingspartiet ,1994-1999,01-1995,female
Marco CELLAI,1809,Italy,Non-attached Members,None,Alleanza nazionale ,1994-1999,07-1994,male
Ozan CEYHUN,2337,Germany,The Green Group in the European Parliament ,None,Bündnis 90/die Grünen ,1994-1999,11-1998,male
Raphaël M.G. CHANTERIE,1471,Belgium,Group of the European People's Party (Christian,None,Christelijke Volkspartij ,1994-1999,07-1994,male
Raymond CHESA,1877,France,Group of the European Democratic Alliance ,Group Union for Europe ,Rassemblement pour la République ,1994-1999,07-1994,male
Giles CHICHESTER,2097,United Kingdom,Group of the European People's Party (Christian,None,Conservative and Unionist Party ,1994-1999,07-1994,male
Efthymios CHRISTODOULOU,1464,Greece,Group of the European People's Party (Christian,None,Nea Dimokratia ,1994-1999,07-1994,male
Kenneth COATES,1322,United Kingdom,Group of the Party of European Socialists ,Confederal Group of the European United Left/Nordic Green Left ,Labour Party ,1994-1999,07-1994,male
Carlos COELHO,1892,Portugal,Group of the European People's Party (Christian,None,Partido Social Democrata ,1994-1999,09-1998,male
Daniel COHN-BENDIT,1934,France,The Green Group in the European Parliament ,None,Bündnis 90/die Grünen ,1994-1999,07-1994,male
Luigi Alberto COLAJANNI,1137,Italy,Group of the Party of European Socialists ,None,Partito democratico della sinistra ,1994-1999,07-1994,male
Juan Luis COLINO SALAMANCA,1348,Spain,Group of the Party of European Socialists ,None,Partido Socialista Obrero Español ,1994-1999,07-1994,male
Ombretta COLLI,2195,Italy,Forza Europa Group ,Group Union for Europe ,Forza Italia ,1994-1999,07-1994,female
Gerard COLLINS,2106,Ireland,Group of the European Democratic Alliance ,Group Union for Europe ,Fianna Fáil Party ,1994-1999,07-1994,male
Kenneth D. COLLINS,1418,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Maria Paola COLOMBO SVEVO,2051,Italy,Group of the European People's Party (Christian,None,Partito popolare italiano ,1994-1999,07-1994,female
Joan COLOM i NAVAL,1349,Spain,Group of the Party of European Socialists ,None,Partido Socialista Obrero Español ,1994-1999,07-1994,female
Richard CORBETT,2309,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,12-1996,male
Petrus A.M. CORNELISSEN,1452,Netherlands,Group of the European People's Party (Christian,None,Christen Democratisch Appèl ,1994-1999,07-1994,male
John Alexander CORRIE,357,United Kingdom,Group of the European People's Party (Christian,None,Conservative and Unionist Party ,1994-1999,07-1994,male
Carlos COSTA NEVES,2158,Portugal,"Group of the European Liberal, Democrat and Reform Party ",Group of the European People's Party (Christian,Partido Social Democrata ,1994-1999,07-1994,male
Jean-Pierre COT,1027,France,Group of the Party of European Socialists ,None,Parti socialiste ,1994-1999,07-1994,male
Jean Louis COTTIGNY,2315,France,Group of the Party of European Socialists ,None,Parti socialiste ,1994-1999,06-1997,female
Pat COX,1287,Ireland,"Group of the European Liberal, Democrat and Reform Party ",None,Non Party ,1994-1999,07-1994,male
Peter Duncan CRAMPTON,1323,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Baroness Christine M. CRAWLEY,1367,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,female
Irene CREPAZ,2049,Austria,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Österreichs ,1994-1999,01-1995,female
Brian CROWLEY,2109,Ireland,Group of the European Democratic Alliance ,Group Union for Europe ,Fianna Fáil Party ,1994-1999,07-1994,male
Arlindo CUNHA,2156,Portugal,"Group of the European Liberal, Democrat and Reform Party ",Group of the European People's Party (Christian,Partido Social Democrata ,1994-1999,07-1994,male
Tony A. CUNNINGHAM,2014,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
John Walls CUSHNAHAN,1288,Ireland,Group of the European People's Party (Christian,None,Fine Gael Party ,1994-1999,07-1994,male
Rijk van DAM,2318,Netherlands,Group of Independents for a Europe of Nations ,None,Staatkundig Gereformeerde Partij - Gereformeerd Politiek Verbond - Reformatorisch Politieke Federatie ,1994-1999,09-1997,male
Elisa Maria DAMIÃO,2330,Portugal,Group of the Party of European Socialists ,None,Partido Socialista ,1994-1999,10-1998,female
Giampaolo V.E. D'ANDREA,2144,Italy,Group of the European People's Party (Christian,None,Partito popolare italiano ,1994-1999,07-1994,male
Alessandro DANESIN,2250,Italy,Forza Europa Group ,Group Union for Europe ,Forza Italia ,1994-1999,07-1994,male
Pieter DANKERT,1453,Netherlands,Group of the Party of European Socialists ,None,Partij van de Arbeid ,1994-1999,07-1994,male
Danielle DARRAS,1979,France,Group of the Party of European Socialists ,None,Parti socialiste ,1994-1999,07-1994,female
Michel J.M. DARY,1959,France,Group of the European Radical Alliance ,None,Mouvement des Radicaux de Gauche ,1994-1999,07-1994,male
Katerina DASKALAKI,2190,Greece,Group of the European Democratic Alliance ,Group Union for Europe ,Politiki Anixi ,1994-1999,07-1994,female
Wayne DAVID,1314,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Willy C.E.H. DE CLERCQ,1296,Belgium,"Group of the European Liberal, Democrat and Reform Party ",None,Vlaamse liberalen en democraten ,1994-1999,07-1994,male
Philippe C. DE COENE,2244,Belgium,Group of the Party of European Socialists ,None,Socialistische Partij ,1994-1999,07-1994,male
Francis DECOURRIÈRE,2026,France,Group of the European People's Party (Christian,None,Parti social démocrate ,1994-1999,07-1994,male
Laura DE ESTEBAN MARTIN,1999,Spain,Group of the European People's Party (Christian,None,Partido Popular ,1994-1999,07-1994,female
Biagio DE GIOVANNI,1130,Italy,Group of the Party of European Socialists ,None,Partito democratico della sinistra ,1994-1999,07-1994,male
Mercedes DE LA MERCED MONGE,1990,Spain,Group of the European People's Party (Christian,None,Partido Popular ,1994-1999,07-1994,female
Claude A.F. DELCROIX,1830,Belgium,Group of the Party of European Socialists ,None,Parti socialiste ,1994-1999,05-1998,male
Gianfranco DELL'ALBA,2043,Italy,Group of the European Radical Alliance ,None,Pannella-Riformatori ,1994-1999,07-1994,male
Stefano DE LUCA,2198,Italy,Forza Europa Group ,None,Forza Italia ,1994-1999,07-1994,male
Eurico DE MELO,2154,Portugal,"Group of the European Liberal, Democrat and Reform Party ",Group of the European People's Party (Christian,Partido Social Democrata ,1994-1999,07-1994,male
Marie-José DENYS,1001,France,Group of the Party of European Socialists ,None,Parti socialiste ,1994-1999,07-1997,female
Gérard DEPREZ,1473,Belgium,Group of the European People's Party (Christian,None,Parti social-chrétien ,1994-1999,07-1994,male
Claude J.-M.J. DESAMA,1474,Belgium,Group of the Party of European Socialists ,None,Parti socialiste ,1994-1999,07-1994,male
Gijs M. de VRIES,1454,Netherlands,"Group of the European Liberal, Democrat and Reform Party ",None,Volkspartij voor Vrijheid en Democratie ,1994-1999,07-1994,male
Carmen DÍEZ DE RIVERA ICAZA,1312,Spain,Group of the Party of European Socialists ,None,Partido Socialista Obrero Español ,1994-1999,07-1994,female
Nel B.M. van DIJK,1433,Netherlands,The Green Group in the European Parliament ,None,GroenLinks ,1994-1999,07-1994,female
Karel C.C. DILLEN,1298,Belgium,Non-attached Members,None,Vlaams Blok ,1994-1999,07-1994,male
Giorgos DIMITRAKOPOULOS,2185,Greece,Group of the European People's Party (Christian,None,Nea Dimokratia ,1994-1999,07-1994,male
Pietro Antonio DI PRIMA,2193,Italy,Forza Europa Group ,Group Union for Europe ,Forza Italia ,1994-1999,07-1994,male
Mireille Conception DOMENECH,1125,France,Confederal Group of the European United Left ,Confederal Group of the European United Left/Nordic Green Left ,Parti communiste français ,1994-1999,07-1994,female
Jacques DONNAY,2018,France,Group of the European Democratic Alliance ,Group Union for Europe ,Rassemblement pour la République ,1994-1999,07-1994,male
Alan John DONNELLY,1315,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Brendan Patrick DONNELLY,2092,United Kingdom,Group of the European People's Party (Christian,None,Conservative and Unionist Party ,1994-1999,07-1994,male
Jörn Johan DONNER,2297,Finland,Group of the Party of European Socialists ,None,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti ,1994-1999,11-1996,male
Olivier DUHAMEL,2314,France,Group of the Party of European Socialists ,None,Parti socialiste ,1994-1999,06-1997,male
Bárbara DÜHRKOP DÜHRKOP,1313,Spain,Group of the Party of European Socialists ,None,Partido Socialista Obrero Español ,1994-1999,07-1994,female
Olivier DUPUIS,2281,Italy,Group of the European Radical Alliance ,None,Pannella-Riformatori ,1994-1999,03-1996,male
Raymonde M.E.A. DURY,1439,Belgium,Group of the Party of European Socialists ,None,Parti socialiste ,1994-1999,07-1994,female
Lone DYBKJÆR,1901,Denmark,"Group of the European Liberal, Democrat and Reform Party ",None,Det Radikale Venstre ,1994-1999,07-1994,male
Michl EBNER,2075,Italy,Group of the European People's Party (Christian,None,Südtiroler Volkspartei ,1994-1999,07-1994,male
Doeke EISMA,877,Netherlands,"Group of the European Liberal, Democrat and Reform Party ",None,Democraten 66 ,1994-1999,07-1994,male
Dietrich ELCHLEPP,2280,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,02-1996,male
James ELLES,1419,United Kingdom,Group of the European People's Party (Christian,None,Conservative and Unionist Party ,1994-1999,07-1994,male
Michael N. ELLIOTT,1420,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Vassilis EPHREMIDIS,955,Greece,Confederal Group of the European United Left ,Confederal Group of the European United Left/Nordic Green Left ,Kommounistiko Komma Elladas ,1994-1999,07-1994,male
Marianne ERIKSSON,2262,Sweden,Confederal Group of the European United Left/Nordic Green Left ,None,Vänsterpartiet ,1994-1999,10-1995,female
Manuel ESCOLA HERNANDO,2333,Spain,Group of the European Radical Alliance ,None,Coalición Nacionalista ,1994-1999,10-1998,male
José Antonio ESCUDERO,961,Spain,Group of the European People's Party (Christian,None,Partido Popular ,1994-1999,07-1994,male
María Teresa ESTEVAN BOLEA,1991,Spain,Group of the European People's Party (Christian,None,Partido Popular ,1994-1999,07-1994,female
Harald ETTL,2286,Austria,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Österreichs ,1994-1999,11-1996,male
Robert EVANS,2099,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Winifred M. EWING,1369,United Kingdom,Group of the European Radical Alliance ,None,Scottish National Party ,1994-1999,07-1994,female
Juan Manuel FABRA VALLÉS,1996,Spain,Group of the European People's Party (Christian,None,Partido Popular ,1994-1999,07-1994,male
Hervé FABRE-AUBRESPY,2218,France,Europe of Nations Group (Coordination Group) ,None,Majorité pour l'autre Europe ,1994-1999,07-1994,male
Alexander C. FALCONER,1412,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Karin FALKMER,2111,Sweden,Group of the European People's Party (Christian,None,Moderata samlingspartiet ,1994-1999,01-1995,female
Giulio FANTUZZI,1109,Italy,Group of the Party of European Socialists ,None,Partito democratico della sinistra ,1994-1999,07-1994,male
Gipo FARASSINO,2039,Italy,"Group of the European Liberal, Democrat and Reform Party ",Non-attached Members,Lega Nord per l'indipendenza della Padania ,1994-1999,07-1994,male
Erich FARTHOFER,2086,Austria,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Österreichs ,1994-1999,01-1995,male
Raimondo FASSA,1954,Italy,"Group of the European Liberal, Democrat and Reform Party ",None,Lega Nord per l'indipendenza della Padania ,1994-1999,07-1994,male
Ben FAYOT,1154,Luxembourg,Group of the Party of European Socialists ,None,Parti ouvrier socialiste luxembourgeois ,1994-1999,07-1994,male
Markus FERBER,1917,Germany  ,Group of the European People's Party (Christian,None,Christlich-Soziale Union in Bayern e.V. ,1994-1999,07-1994,male
Daniel FÉRET,2245,Belgium,Non-attached Members,None,Front National ,1994-1999,07-1994,male
Gerardo FERNÁNDEZ-ALBOR,1148,Spain,Group of the European People's Party (Christian,None,Partido Popular ,1994-1999,07-1994,male
Fernando FERNÁNDEZ MARTÍN,2012,Spain,Group of the European People's Party (Christian,None,Partido Popular ,1994-1999,07-1994,male
Enrico FERRI,990,Italy,Non-attached Members,Forza Europa Group ,Partito socialista democratico italiano ,1994-1999,07-1994,male
Livio FILIPPI,2094,Italy,Group of the European People's Party (Christian,None,Patto Segni ,1994-1999,07-1994,male
Gianfranco FINI,1007,Italy,Non-attached Members,None,Alleanza nazionale ,1994-1999,07-1994,male
James (Jim) FITZSIMONS,1443,Ireland,Group of the European Democratic Alliance ,Group Union for Europe ,Fianna Fáil Party ,1994-1999,07-1994,male
Karl-Heinz FLORENZ,1038,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,07-1994,male
Luigi Andrea FLORIO,2248,Italy,Forza Europa Group ,Group Union for Europe ,Forza Italia ,1994-1999,07-1994,male
Nicole FONTAINE,945,France,Group of the European People's Party (Christian,None,Union pour la démocratie française - Centre des démocrates sociaux ,1994-1999,07-1994,female
Alessandro FONTANA,2042,Italy,Forza Europa Group ,None,Centro cristiano democratico ,1994-1999,07-1994,male
Glyn FORD,1413,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Marco FORMENTINI,2038,Italy,"Group of the European Liberal, Democrat and Reform Party ",Non-attached Members,Lega Nord per l'indipendenza della Padania ,1994-1999,07-1994,male
Antoinette FOUQUE,2239,France,Group of the European Radical Alliance ,None,Energie Radicale ,1994-1999,07-1994,female
André FOURÇANS,1692,France,Group of the European People's Party (Christian,None,Union pour la démocratie française - Adhérents directs ,1994-1999,04-1996,male
Carmen FRAGA ESTÉVEZ,1993,Spain,Group of the European People's Party (Christian,None,Partido Popular ,1994-1999,07-1994,female
Ingo FRIEDRICH,1264,Germany,Group of the European People's Party (Christian,None,Christlich-Soziale Union in Bayern e.V. ,1994-1999,07-1994,male
Friedhelm FRISCHENSCHLAGER,2288,Austria,"Group of the European Liberal, Democrat and Reform Party ",None,Liberales Forum ,1994-1999,11-1996,male
Manuela FRUTOS GAMA,2010,Spain,Group of the Party of European Socialists ,None,Partido Socialista Obrero Español ,1994-1999,07-1994,female
Honor FUNK,1039,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,07-1994,male
