fullName,id,country,eu_group_1,eu_group_2,nation_group,term,start_period_1,gender
Michael GAHLER,2341,Germany  ,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,04-1999,male
Per GAHRTON,2114,Sweden,The Green Group in the European Parliament ,None,Green Party ,1994-1999,01-1995,male
Gerardo GALEOTE,2001,Spain,Group of the European People's Party (Christian,None,Partido Popular ,1994-1999,07-1994,male
Pat the Cope GALLAGHER,2125,Ireland,Group of the European Democratic Alliance ,Group Union for Europe ,Fianna Fáil Party ,1994-1999,07-1994,male
Yves A.R. GALLAND,1084,France,"Group of the European Liberal, Democrat and Reform Party ",None,Union pour la démocratie française - Parti radical ,1994-1999,07-1994,male
Ludivina GARCÍA ARIAS,1305,Spain,Group of the Party of European Socialists ,None,Partido Socialista Obrero Español ,1994-1999,07-1994,female
José Manuel GARCÍA-MARGALLO Y MARFIL,1992,Spain  ,Group of the European People's Party (Christian,None,Partido Popular ,1994-1999,07-1994,male
Riccardo GAROSCI,2196,Italy,Forza Europa Group ,Group Union for Europe ,Forza Italia ,1994-1999,07-1994,male
Georges GAROT,2313,France,Group of the Party of European Socialists ,None,Parti socialiste ,1994-1999,06-1997,male
Salvador GARRIGA POLLEDO,1665,Spain,Group of the European People's Party (Christian,None,Partido Popular ,1994-1999,07-1994,male
Charles de GAULLE,1878,France,Europe of Nations Group (Coordination Group) ,Non-attached Members,Majorité pour l'autre Europe ,1994-1999,07-1994,male
Evelyne GEBHARDT,1913,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,female
Fiorella GHILARDOTTI,2024,Italy,Group of the Party of European Socialists ,None,Partito democratico della sinistra ,1994-1999,07-1994,female
Jean-Antoine GIANSILY,2256,France,Group of the European Democratic Alliance ,Group Union for Europe ,Centre national des indépendants ,1994-1999,05-1995,male
Alan Leslie GILLIS,2103,Ireland,Group of the European People's Party (Christian,None,Fine Gael Party ,1994-1999,07-1994,male
José María GIL-ROBLES GIL-DELGADO,1219,Spain,Group of the European People's Party (Christian,None,Partido Popular ,1994-1999,07-1994,male
José GIRÃO PEREIRA,2167,Portugal,Group of the European Democratic Alliance ,Group Union for Europe ,Partido Popular ,1994-1999,07-1994,male
Norbert GLANTE,1902,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,male
Anne-Karin GLASE,1844,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,07-1994,female
Robert Jan GOEDBLOED,2328,Netherlands,"Group of the European Liberal, Democrat and Reform Party ",None,Volkspartij voor Vrijheid en Democratie ,1994-1999,09-1998,male
Lutz GOEPEL,1845,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,07-1994,male
Charles GOERENS,840,Luxembourg  ,"Group of the European Liberal, Democrat and Reform Party ",None,Parti démocratique ,1994-1999,10-1994,male
Willi GÖRLACH,1221,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,male
Jean GOL,1961,Belgium,"Group of the European Liberal, Democrat and Reform Party ",None,Parti réformateur libéral ,1994-1999,07-1994,female
Jimmy GOLDSMITH,2213,France,Europe of Nations Group (Coordination Group) ,Non-attached Members,Majorité pour l'autre Europe ,1994-1999,07-1994,male
Bruno GOLLNISCH,1164,France,Non-attached Members,None,Front national ,1994-1999,07-1994,male
Alfred GOMOLKA,1923,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,07-1994,male
Laura GONZÁLEZ ÁLVAREZ,1875,Spain,Confederal Group of the European United Left ,Confederal Group of the European United Left/Nordic Green Left ,Izquierda Unida ,1994-1999,07-1994,female
Antonio GONZÁLEZ TRIVIÑO,2009,Spain,Group of the Party of European Socialists ,Non-attached Members,Partido Socialista Obrero Español ,1994-1999,07-1994,male
Friedrich-Wilhelm GRAEFE zu BARINGDORF,1040,Germany,The Green Group in the European Parliament ,None,Bündnis 90/die Grünen ,1994-1999,07-1994,male
Ilona GRAENITZ,2088,Austria,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Österreichs ,1994-1999,01-1995,female
Antonio GRAZIANI,1958,Italy,Group of the European People's Party (Christian,None,Partito popolare italiano ,1994-1999,07-1994,male
Martina GREDLER,2089,Austria,"Group of the European Liberal, Democrat and Reform Party ",None,Liberales Forum ,1994-1999,01-1995,female
Pauline GREEN,1308,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,female
Lissy GRÖNER,1061,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,female
Mathieu GROSCH,2247,Belgium,Group of the European People's Party (Christian,None,Christliche Soziale Partei,1994-1999,07-1994,male
Françoise GROSSETÊTE,2025,France,Group of the European People's Party (Christian,None,Union pour la démocratie française - Parti républicain ,1994-1999,07-1994,female
Maren GÜNTHER,1886,Germany,Group of the European People's Party (Christian,None,Christlich-Soziale Union in Bayern e.V. ,1994-1999,07-1994,female
Elisabeth GUIGOU,1984,France,Group of the Party of European Socialists ,None,Parti socialiste ,1994-1999,07-1994,female
Armelle GUINEBERTIÈRE,2015,France,Group of the European Democratic Alliance ,Group Union for Europe ,Rassemblement pour la République ,1994-1999,07-1994,female
Holger GUSTAFSSON,2115,Sweden,Group of the European People's Party (Christian,None,Kristdemokratiska samhällspartiet ,1994-1999,01-1995,male
Antoni GUTIÉRREZ DÍAZ,1345,Spain,Confederal Group of the European United Left ,Confederal Group of the European United Left/Nordic Green Left ,Izquierda Unida-Iniciativa per Catalunya ,1994-1999,07-1994,male
Lilli GYLDENKILDE,1915,Denmark,The Green Group in the European Parliament ,Confederal Group of the European United Left ,Socialistisk Folkeparti ,1994-1999,07-1994,female
Bertel HAARDER,1925,Denmark,"Group of the European Liberal, Democrat and Reform Party ",None,Venstre ,1994-1999,07-1994,male
Otto von HABSBURG,1265,Germany,Group of the European People's Party (Christian,None,Christlich-Soziale Union in Bayern e.V. ,1994-1999,07-1994,male
Karl HABSBURG-LOTHRINGEN,2289,Austria,Group of the European People's Party (Christian,None,Österreichische Volkspartei ,1994-1999,11-1996,male
Gerhard HAGER,2290,Austria,Non-attached Members,None,Freiheitliche Partei Österreichs ,1994-1999,11-1996,male
David John Alfred HALLAM,2169,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Klaus HÄNSCH,1266,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,male
José H.G. HAPPART,1466,Belgium,Group of the Party of European Socialists ,None,Parti socialiste ,1994-1999,07-1994,male
Veronica Mary HARDSTAFF,2030,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,female
Lyndon H.A. HARRISON,1316,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Konstantinos HATZIDAKIS,2186,Greece,Group of the European People's Party (Christian,None,Nea Dimokratia ,1994-1999,07-1994,male
Jutta HAUG,1914,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,female
Heidi HAUTALA,2054,Finland  ,The Green Group in the European Parliament ,None,Vihreät ,1994-1999,01-1995,female
Hilde HAWLICEK,2091,Austria,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Österreichs ,1994-1999,01-1995,female
Renate Charlotte HEINISCH,2228,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,07-1994,female
Mark Phillip HENDRICK,2017,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Fernand H.J. HERMAN,1467,Belgium,Group of the European People's Party (Christian,None,Parti social-chrétien ,1994-1999,07-1994,male
Marie-Thérèse HERMANGE,2016,France,Group of the European Democratic Alliance ,Group Union for Europe ,Rassemblement pour la République ,1994-1999,07-1994,female
Jorge Salvador HERNÁNDEZ MOLLAR,2271,Spain,Group of the European People's Party (Christian,None,Partido Popular ,1994-1999,10-1995,male
Robert E.V. HERSANT,1193,France,Group of the European People's Party (Christian,None,Union pour la démocratie française - Clubs Perspectives et Réalités ,1994-1999,07-1994,male
Philippe A.R. HERZOG,1167,France,Confederal Group of the European United Left ,Confederal Group of the European United Left/Nordic Green Left ,Parti communiste français ,1994-1999,07-1994,male
Michael J. HINDLEY,1414,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Elisabeth HLAVAC,2093,Austria,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Österreichs ,1994-1999,01-1995,female
Magdalene HOFF,1235,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,female
Ulf HOLM,2263,Sweden,The Green Group in the European Parliament ,None,Green Party ,1994-1999,10-1995,male
Karsten Friedrich HOPPENSTEDT,1222,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,07-1994,male
Jean-François HORY,1213,France,Group of the European Radical Alliance ,None,Energie Radicale ,1994-1999,07-1994,male
Richard HOWITT,2073,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Ian HUDGHTON,2338,United Kingdom,Group of the European Radical Alliance ,None,Scottish National Party ,1994-1999,11-1998,male
Stephen HUGHES,1407,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Anneli HULTHÉN,2264,Sweden,Group of the Party of European Socialists ,None,Socialdemokratiska arbetarepartiet ,1994-1999,10-1995,female
John HUME,1408,United Kingdom,Group of the Party of European Socialists ,None,Social Democratic and Labour Party ,1994-1999,07-1994,male
Bengt HURTIG,2116,Sweden,Confederal Group of the European United Left ,Confederal Group of the European United Left/Nordic Green Left ,Vänsterpartiet ,1994-1999,01-1995,male
Liam HYLAND,2199,Ireland,Group of the European Democratic Alliance ,Group Union for Europe ,Fianna Fáil Party ,1994-1999,07-1994,male
Ulpu IIVARI,2055,Finland,Group of the Party of European Socialists ,None,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti ,1994-1999,01-1995,female
Raimo ILASKIVI,2298,Finland,Group of the European People's Party (Christian,None,Kansallinen Kokoomus ,1994-1999,11-1996,male
Inna ILIVITZKY,2339,Finland,Confederal Group of the European United Left/Nordic Green Left ,None,Vasemmistoliitto ,1994-1999,04-1999,female
Josu Jon IMAZ SAN MIGUEL,1962,Spain,Group of the European People's Party (Christian,None,Partido Nacionalista Vasco ,1994-1999,07-1994,male
Renzo IMBENI,1106,Italy,Group of the Party of European Socialists ,None,Partito democratico della sinistra ,1994-1999,07-1994,male
John IVERSEN,1277,Denmark,Confederal Group of the European United Left/Nordic Green Left ,Group of the Party of European Socialists ,Socialistisk folkeparti ,1994-1999,01-1996,male
Juan de Dios IZQUIERDO COLLADO,2008,Spain,Group of the Party of European Socialists ,None,Partido Socialista Obrero Español ,1994-1999,07-1994,male
María IZQUIERDO ROJO,1190,Spain,Group of the Party of European Socialists ,None,Partido Socialista Obrero Español ,1994-1999,07-1994,female
Caroline JACKSON,1370,United Kingdom,Group of the European People's Party (Christian,None,Conservative and Unionist Party ,1994-1999,07-1994,female
Christian JACOB,2013,France,Group of the European Democratic Alliance ,Group Union for Europe ,Rassemblement pour la République ,1994-1999,07-1994,male
Timo Juhani JÄRVILAHTI,2056,Finland,"Group of the European Liberal, Democrat and Reform Party ",None,Suomen Keskusta ,1994-1999,01-1995,male
James L. JANSSEN van RAAY,1455,Netherlands,Group of the European People's Party (Christian,Group Union for Europe ,Christen Democratisch Appèl ,1994-1999,07-1994,male
Georg JARZEMBOWSKI,1,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,07-1994,male
Thierry B. JEAN-PIERRE,2214,France,Europe of Nations Group (Coordination Group) ,Non-attached Members,Majorité pour l'autre Europe ,1994-1999,07-1994,male
Kirsten M. JENSEN,1120,Denmark,Group of the Party of European Socialists ,None,Socialdemokratiet ,1994-1999,07-1994,female
Lis JENSEN,2236,Denmark,Europe of Nations Group (Coordination Group) ,Non-attached Members,Folkebevægelsen mod EU ,1994-1999,07-1994,female
Inga-Britt JOHANSSON,2065,Sweden,Group of the Party of European Socialists ,None,Socialdemokraterna ,1994-1999,01-1995,female
Karin JÖNS,1904,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,female
Riitta JOUPPILA,2058,Finland,Group of the European People's Party (Christian,None,Kansallinen Kokoomus ,1994-1999,01-1995,female
Salvador JOVÉ PERES,1972,Spain,Confederal Group of the European United Left ,Confederal Group of the European United Left/Nordic Green Left ,Izquierda Unida ,1994-1999,07-1994,male
Wolfgang JUNG,2283,Austria,Non-attached Members,None,Freiheitliche Partei Österreichs ,1994-1999,04-1996,male
Karin JUNKER,1062,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,female
Nikitas KAKLAMANIS,2192,Greece,Group of the European Democratic Alliance ,Group Union for Europe ,Politiki Anixi ,1994-1999,07-1994,male
Anna KARAMANOU,2310,Greece,Group of the Party of European Socialists ,None,Panellinio Socialistiko Kinima ,1994-1999,02-1997,female
Roger KAROUTCHI,2322,France,Group Union for Europe ,None,Rassemblement pour la République ,1994-1999,10-1997,male
Giorgos KATIFORIS,2181,Greece,Group of the Party of European Socialists ,None,Panellinio Socialistiko Kinima ,1994-1999,07-1994,male
Edward T. KELLETT-BOWMAN,1410,United Kingdom,Group of the European People's Party (Christian,None,Conservative and Unionist Party ,1994-1999,07-1994,male
Hedwig KEPPELHOFF-WIECHERT,1063,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,07-1994,female
Hugh KERR,2235,United Kingdom,Group of the Party of European Socialists ,The Green Group in the European Parliament ,Labour Party ,1994-1999,07-1994,male
Marie-Paule (Mimi) KESTELIJN-SIERENS,1947,Belgium,"Group of the European Liberal, Democrat and Reform Party ",None,Vlaamse liberalen en democraten ,1994-1999,07-1994,female
Mark KILLILEA,1444,Ireland,Group of the European Democratic Alliance ,Group Union for Europe ,Fianna Fáil Party ,1994-1999,07-1994,male
Heinz KINDERMANN,1905,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,male
Glenys KINNOCK,2123,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,female
Peter KITTELMANN,1918,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,07-1994,male
Eva KJER HANSEN,1924,Denmark,"Group of the European Liberal, Democrat and Reform Party ",None,Venstre ,1994-1999,07-1994,female
Christa KLASS,1929,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,07-1994,female
Konstadinos KLIRONOMOS,2177,Greece,Group of the Party of European Socialists ,None,Panellinio Socialistiko Kinima ,1994-1999,07-1994,male
Friedrich KÖNIG,2095,Austria,Group of the European People's Party (Christian,None,Österreichische Volkspartei ,1994-1999,01-1995,male
Niels Anker KOFOED,1145,Denmark,"Group of the European Liberal, Democrat and Reform Party ",None,Venstre ,1994-1999,07-1994,male
Angela KOKKOLA,2179,Greece,Group of the Party of European Socialists ,None,Panellinio Socialistiko Kinima ,1994-1999,07-1994,female
Albrecht Karl KONECNY,2257,Austria,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Österreichs ,1994-1999,07-1995,male
Christoph KONRAD,2225,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,07-1994,male
Bernard KOUCHNER,1978,France,Group of the Party of European Socialists ,None,Parti socialiste ,1994-1999,07-1994,male
Yannos KRANIDIOTIS,2153,Greece,Group of the Party of European Socialists ,None,Panellinio Socialistiko Kinima ,1994-1999,01-1995,male
Ole KRARUP,1919,Denmark,Europe of Nations Group (Coordination Group) ,Non-attached Members,Folkebevægelsen mod EU ,1994-1999,07-1994,male
Constanze KREHL,1854,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,female
Wolfgang KREISSL-DÖRFLER,1935,Germany,The Green Group in the European Parliament ,None,Bündnis 90/die Grünen ,1994-1999,07-1994,male
Frode KRISTOFFERSEN,1626,Denmark,Group of the European People's Party (Christian,None,Det Konservative Folkeparti ,1994-1999,07-1994,male
Hans KRONBERGER,2291,Austria,Non-attached Members,None,Freiheitliche Partei Österreichs ,1994-1999,11-1996,male
Wilfried KUCKELKORN,1899,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,male
Annemarie KUHN,3,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,female
Helmut KUHNE,1908,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,male
Carlos LAGE,2161,Portugal,Group of the Party of European Socialists ,None,Partido Socialista ,1994-1999,07-1994,male
Joost LAGENDIJK,2329,Netherlands,The Green Group in the European Parliament ,None,GroenLinks ,1994-1999,09-1998,male
André LAIGNEL,1980,France,Group of the Party of European Socialists ,None,Parti socialiste ,1994-1999,07-1994,male
Catherine LALUMIÈRE,2130,France,Group of the European Radical Alliance ,None,Energie Radicale ,1994-1999,07-1994,female
Giorgio LA MALFA,1010,Italy,"Group of the European Liberal, Democrat and Reform Party ",None,Partito repubblicano italiano ,1994-1999,07-1994,male
Irini LAMBRAKI,2175,Greece,Group of the Party of European Socialists ,None,Panellinio Socialistiko Kinima ,1994-1999,07-1994,female
Panayotis LAMBRIAS,1456,Greece,Group of the European People's Party (Christian,None,Nea Dimokratia ,1994-1999,07-1994,male
Carl LANG,2057,France,Non-attached Members,None,Front national ,1994-1999,07-1994,male
Jack M.E. LANG,1981,France,Group of the Party of European Socialists ,None,Parti socialiste ,1994-1999,07-1994,male
Bernd LANGE,1909,Germany  ,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,male
Werner LANGEN,1928,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,07-1994,male
Brigitte LANGENHAGEN,35,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,07-1994,female
Alexander LANGER,1107,Italy,The Green Group in the European Parliament ,None,Federazione dei Verdi ,1994-1999,07-1994,male
Paul A.A.J.G. LANNOYE,1292,Belgium,The Green Group in the European Parliament ,None,Ecolo ,1994-1999,07-1994,male
Jessica E.S. LARIVE,1434,Netherlands,"Group of the European Liberal, Democrat and Reform Party ",None,Volkspartij voor Vrijheid en Democratie ,1994-1999,07-1994,female
Henri de LASSUS SAINT GENIÈS,2320,France,Group of the European Radical Alliance ,None,Parti radical socialiste ,1994-1999,08-1997,male
Pierre LATAILLADE,1021,France,Group Union for Europe ,None,Rassemblement pour la République ,1994-1999,09-1997,male
Ritva Tellervo LAURILA,2059,Finland,Group of the European People's Party (Christian,None,Kansallinen Kokoomus ,1994-1999,01-1995,female
Jean-Marie LE CHEVALLIER,1022,France,Non-attached Members,None,Front national ,1994-1999,07-1994,female
Jean-Yves R.R. LE GALLOU,2076,France,Non-attached Members,None,Front national ,1994-1999,07-1994,male
Bernard LEHIDEUX,2326,France,Group of the European People's Party (Christian,None,Union pour la démocratie française - Démocratie libérale ,1994-1999,04-1998,male
Marlene LENZ,1236,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,07-1994,female
Giacomo LEOPARDI,2253,Italy,Forza Europa Group ,Group Union for Europe ,Forza Italia ,1994-1999,07-1994,male
Jean-Marie LE PEN,1023,France,Non-attached Members,None,Front national ,1994-1999,07-1994,female
Odile LEPERRE-VERRIER,2243,France,Group of the European Radical Alliance ,None,Mouvement des Radicaux de Gauche ,1994-1999,07-1994,female
Fernand LE RACHINEL,2066,France,Non-attached Members,None,Front national ,1994-1999,07-1994,male
Marie-Noëlle LIENEMANN,1708,France,Group of the Party of European Socialists ,None,Parti socialiste ,1994-1999,06-1997,female
Peter LIESE,1927,Germany  ,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,07-1994,male
Giancarlo LIGABUE,2251,Italy,Forza Europa Group ,Group Union for Europe ,Forza Italia ,1994-1999,07-1994,male
Michèle LINDEPERG,1987,France,Group of the Party of European Socialists ,None,Parti socialiste ,1994-1999,07-1994,female
MaLou LINDHOLM,2265,Sweden,The Green Group in the European Parliament ,None,Green Party ,1994-1999,10-1995,female
Hans LINDQVIST,2266,Sweden,"Group of the European Liberal, Democrat and Reform Party ",None,Centerpartiet ,1994-1999,10-1995,male
Rolf LINKOHR,1258,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,male
Franz LINSER,2282,Austria,Non-attached Members,None,Freiheitliche Partei Österreichs ,1994-1999,04-1996,male
Milan LINZER,2096,Austria,Group of the European People's Party (Christian,None,Österreichische Volkspartei ,1994-1999,01-1995,male
Maj-Lis LÖÖW,2067,Sweden,Group of the Party of European Socialists ,None,Socialdemokraterna ,1994-1999,01-1995,female
Alfred LOMAS,1411,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Francisco António LUCAS PIRES,1363,Portugal,"Group of the European Liberal, Democrat and Reform Party ",Group of the European People's Party (Christian,Partido Social Democrata ,1994-1999,07-1994,male
Günter LÜTTGE,1076,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,male
Klaus LUKAS,2277,Austria,Non-attached Members,None,Freiheitliche Partei Österreichs ,1994-1999,01-1996,male
Astrid LULLING,1186,Luxembourg,Group of the European People's Party (Christian,None,Parti chrétien social ,1994-1999,07-1994,female
Allan MACARTNEY,2168,United Kingdom,Group of the European Radical Alliance ,None,Scottish National Party ,1994-1999,07-1994,male
Linda McAVAN,2327,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,05-1998,female
Arlene McCARTHY,2173,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,female
John Joseph McCARTIN,1436,Ireland,Group of the European People's Party (Christian,None,Fine Gael Party ,1994-1999,07-1994,male
Michael McGOWAN,1402,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Anne Caroline B. MCINTOSH,1299,United Kingdom,Group of the European People's Party (Christian,None,Conservative and Unionist Party ,1994-1999,07-1994,female
Patricia McKENNA,2231,Ireland,The Green Group in the European Parliament ,None,Green Party ,1994-1999,07-1994,female
Hugh R. McMAHON,1404,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Edward MCMILLAN-SCOTT,1405,United Kingdom,Group of the European People's Party (Christian,None,Conservative and Unionist Party ,1994-1999,07-1994,male
Eryl Margaret McNALLY,2064,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Nelly MAES,2335,Belgium,Group of the European Radical Alliance ,None,Volksunie ,1994-1999,10-1998,female
Hanja MAIJ-WEGGEN,1425,Netherlands,Group of the European People's Party (Christian,None,Christen Democratisch Appèl ,1994-1999,07-1994,female
Kurt MALANGRÉ,1260,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,07-1994,male
Franco E. MALERBA,2249,Italy,Forza Europa Group ,Group Union for Europe ,Forza Italia ,1994-1999,07-1994,male
Bernie MALONE,1895,Ireland,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Noël MAMÈRE,2139,France,Group of the European Radical Alliance ,The Green Group in the European Parliament ,Energie Radicale ,1994-1999,07-1994,male
Lucio MANISCO,2074,Italy,Confederal Group of the European United Left ,Confederal Group of the European United Left/Nordic Green Left ,Rifondazione comunista ,1994-1999,07-1994,male
Erika MANN,1898,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,female
Thomas MANN,1922,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,07-1994,male
Andrea MANZELLA,2113,Italy,Group of the Party of European Socialists ,None,Partito democratico della sinistra ,1994-1999,07-1994,female
Marilena MARIN,2078,Italy,"Group of the European Liberal, Democrat and Reform Party ",Forza Europa Group ,Lega Nord per l'indipendenza della Padania ,1994-1999,07-1994,female
Luís MARINHO,1364,Portugal,Group of the Party of European Socialists ,None,Partido Socialista ,1994-1999,07-1994,male
Elena MARINUCCI,2142,Italy,Group of the Party of European Socialists ,None,Partito socialista italiano ,1994-1999,07-1994,female
Alfonso Luigi MARRA,2191,Italy,Forza Europa Group ,Group Union for Europe ,Forza Italia ,1994-1999,07-1994,male
Pedro MARSET CAMPOS,1975,Spain,Confederal Group of the European United Left ,Confederal Group of the European United Left/Nordic Green Left ,Izquierda Unida ,1994-1999,07-1994,male
Wilfried A.E. MARTENS,1942,Belgium,Group of the European People's Party (Christian,None,Christelijke Volkspartij ,1994-1999,07-1994,male
David MARTIN,1403,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Jean-Claude MARTINEZ,966,France,Non-attached Members,None,Front national ,1994-1999,07-1994,male
Graham MATHER,2079,United Kingdom,Group of the European People's Party (Christian,None,Conservative and Unionist Party ,1994-1999,07-1994,male
Marjo MATIKAINEN-KALLSTRÖM,2308,Finland,Group of the European People's Party (Christian,None,Kansallinen Kokoomus ,1994-1999,11-1996,female
Abel MATUTES JUAN,1988,Spain,Group of the European People's Party (Christian,None,Partido Popular ,1994-1999,07-1994,male
Xaver MAYER,1916,Germany,Group of the European People's Party (Christian,None,Christlich-Soziale Union in Bayern e.V. ,1994-1999,07-1994,male
Manuel MEDINA ORTEGA,1337,Spain,Group of the Party of European Socialists ,None,Partido Socialista Obrero Español ,1994-1999,07-1994,male
Thomas MEGAHY,1406,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Bruno A.A. MÉGRET,1166,France,Non-attached Members,None,Front national ,1994-1999,07-1994,male
Erhard MEIER,2098,Austria,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Österreichs ,1994-1999,01-1995,male
José MENDES BOTA,1140,Portugal,Group of the European People's Party (Christian,None,Partido Social Democrata ,1994-1999,06-1998,male
Íñigo MÉNDEZ DE VIGO,1873,Spain,Group of the European People's Party (Christian,None,Partido Popular ,1994-1999,07-1994,male
José María MENDILUCE PEREIRO,2007,Spain,Group of the Party of European Socialists ,None,Partido Socialista Obrero Español ,1994-1999,07-1994,male
Nélio MENDONÇA,2041,Portugal,"Group of the European Liberal, Democrat and Reform Party ",Group of the European People's Party (Christian,Partido Social Democrata ,1994-1999,07-1994,male
Winfried MENRAD,1041,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,07-1994,male
Alman METTEN,1445,Netherlands,Group of the Party of European Socialists ,None,Partij van de Arbeid ,1994-1999,07-1994,male
Roberto MEZZAROMA,2254,Italy,Forza Europa Group ,Group Union for Europe ,Forza Italia ,1994-1999,07-1994,male
Bill MILLER,2135,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Joaquim MIRANDA,1356,Portugal,Confederal Group of the European United Left ,Confederal Group of the European United Left/Nordic Green Left ,Partido Comunista Português ,1994-1999,07-1994,male
Ana MIRANDA DE LAGE,1307,Spain,Group of the Party of European Socialists ,None,Partido Socialista Obrero Español ,1994-1999,07-1994,female
Abdelkader MOHAMED ALI,2279,Spain,Confederal Group of the European United Left/Nordic Green Left ,None,Izquierda Unida-Iniciativa per Catalunya ,1994-1999,03-1996,male
