fullName,id,country,eu_group_1,eu_group_2,nation_group,term,start_period_1,gender
Lydie POLFER,28862,Luxembourg,Liberal and Democratic Group ,Liberal and Democratic Reformist Group ,Parti démocratique ,1984-1989,10-1985,female
Mario POMILIO,1559,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1984-1989,07-1984,male
Michel C. PONIATOWSKI,1541,France,Liberal and Democratic Group ,Liberal and Democratic Reformist Group ,Union pour la démocratie française ,1984-1989,07-1984,male
Bernard PONS,1585,France,Group of the European Democratic Alliance ,None,Rassemblement pour la République ,1984-1989,07-1984,male
Josep E. PONS GRAU,1335,Spain,Socialist Group ,None,Partido Socialista Obrero Español ,1984-1989,01-1986,male
Gustave A. PORDEA,1560,France,Group of the European Right ,None,Front national ,1984-1989,07-1984,male
Hans-Gert PÖTTERING,1253,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1984-1989,07-1984,male
Lars POULSEN,1558,Denmark,European Democratic Group ,None,Det konservative folkeparti ,1984-1989,10-1986,male
Derek PRAG,1390,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1984-1989,07-1984,male
Pierre-Benjamin PRANCHÈRE,1542,France,Communist and Allies Group ,None,Parti communiste français ,1984-1989,07-1984,male
Peter N. PRICE,1391,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1984-1989,07-1984,male
Sir Christopher J. PROUT (Lord Kingsland),1392,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1984-1989,07-1984,male
James L.C. PROVAN,1538,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1984-1989,07-1984,male
Alonso José PUERTA,1033,Spain,Communist and Allies Group ,None,Izquierda Unida ,1984-1989,07-1987,male
Eduardo PUNSET I CASALS,1336,Spain,Non-attached Members,Technical Coordination and Defence of Independent Groups and Members ,Centro Democràtico y Social ,1984-1989,07-1987,male
Joyce G. QUIN,1537,United Kingdom,Socialist Group ,None,Labour Party ,1984-1989,07-1984,female
Thomas RAFTERY,1539,Ireland,Group of the European People's Party (Christian,None,Fine Gael Party ,1984-1989,07-1984,male
Andrea RAGGIO,1004,Italy,Communist and Allies Group ,None,Partito comunista italiano ,1984-1989,07-1984,female
Juan de Dios RAMÍREZ HEREDIA,1329,Spain,Socialist Group ,None,Partido Socialista Obrero Español ,1984-1989,01-1986,male
Alfredo REICHLIN,1532,Italy,Communist and Allies Group ,None,Partito comunista italiano ,1984-1989,07-1984,male
Marcel Gh.A.A. REMACLE,1535,Belgium,Socialist Group ,None,Parti socialiste ,1984-1989,07-1984,male
María Dolores RENAU I MANEN,1519,Spain,Socialist Group ,None,Partido Socialista Obrero Español ,1984-1989,01-1986,female
Mario RIGO,1536,Italy,Socialist Group ,None,Partito socialista italiano ,1984-1989,07-1984,male
Günter RINSCHE,1255,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1984-1989,07-1984,male
Dame Shelagh ROBERTS,1521,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1984-1989,07-1984,male
Carlos ROBLES PIQUER,1330,Spain,European Democratic Group ,None,Coalición Popular ,1984-1989,01-1986,male
François M.G.A.Ch.F. ROELANTS DU VIVIER,1534,Belgium,Rainbow Group,None,Parti écologiste ,1984-1989,07-1984,male
Dieter ROGALLA,1256,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1984-1989,07-1984,male
Rosario ROMEO,1718,Italy,Liberal and Democratic Group ,Liberal and Democratic Reformist Group ,Partito repubblicano italiano ,1984-1989,07-1984,male
Georgios ROMEOS,1458,Greece,Socialist Group ,None,Panellinio Socialistiko Kinima ,1984-1989,07-1984,male
Domènec ROMERA I ALCÀZAR,1331,Spain,European Democratic Group ,None,Coalición Popular ,1984-1989,01-1986,male
Pino ROMUALDI,1727,Italy,Group of the European Right ,None,Movimento sociale italiano - Destra nazionale ,1984-1989,07-1984,male
Yvonne M.C.Th. van ROOY,1618,Netherlands,Group of the European People's Party (Christian,None,Christen Democratisch Appèl ,1984-1989,07-1984,female
Walter ROSA,1533,Portugal,Socialist Group ,None,Partido Socialista ,1984-1989,01-1986,male
Giorgio ROSSETTI,1006,Italy,Communist and Allies Group ,None,Partito comunista italiano ,1984-1989,07-1984,male
André ROSSI,1702,France,Liberal and Democratic Group ,Liberal and Democratic Reformist Group ,Parti républicain ,1984-1989,07-1984,male
Tommaso ROSSI,1531,Italy,Communist and Allies Group ,None,Partito comunista italiano ,1984-1989,01-1985,male
Mechtild ROTHE,1237,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1984-1989,07-1984,female
Willi ROTHLEY,1247,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1984-1989,07-1984,male
Jean-Pierre ROUX,1711,France,Group of the European Democratic Alliance ,None,Rassemblement pour la République ,1984-1989,07-1984,male
Xavier RUBERT DE VENTÓS,1320,Spain,Socialist Group ,None,Partido Socialista Obrero Español ,1984-1989,01-1986,male
Richie RYAN,220,Ireland,Group of the European People's Party (Christian,None,Fine Gael Party ,1984-1989,07-1984,male
Henri SABY,975,France,Socialist Group ,None,Parti socialiste ,1984-1989,07-1984,male
Bernhard SÄLZER,1248,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1984-1989,07-1984,male
Jannis SAKELLARIOU,1249,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1984-1989,07-1984,female
Heinke SALISCH,1196,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1984-1989,07-1984,female
Felipe SANCHEZ-CUENCA MARTINEZ,1528,Spain,Socialist Group ,None,Partido Socialista Obrero Español ,1984-1989,01-1986,male
Pedro Miguel de SANTANA LOPES,1526,Portugal,Liberal and Democratic Reformist Group ,None,Partido Social Democrata ,1984-1989,09-1987,male
Manuel dos SANTOS MACHADO,1527,Portugal,Group of the European People's Party (Christian,None,Partido do Centro Democrático Social ,1984-1989,09-1987,male
Francisco Javier SANZ FERNÁNDEZ,1332,Spain,Socialist Group ,None,Partido Socialista Obrero Español ,1984-1989,01-1986,male
Enrique SAPENA GRANELL,1324,Spain,Socialist Group ,None,Partido Socialista Obrero Español ,1984-1989,01-1986,male
Georgios SARIDAKIS,1459,Greece,Group of the European People's Party (Christian,None,Nea Dimokratia ,1984-1989,01-1986,male
Giuseppe SCHIAVINATO,1525,Italy,Liberal and Democratic Reformist Group ,None,Partito repubblicano italiano ,1984-1989,07-1988,male
Dieter P.A. SCHINZEL,1238,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1984-1989,07-1984,male
Ursula SCHLEICHER,1197,Germany,Group of the European People's Party (Christian,None,Christlich-Soziale Union in Bayern e.V. ,1984-1989,07-1984,female
Gerhard SCHMID,1239,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1984-1989,07-1984,male
Barbara SCHMIDBAUER,1198,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1984-1989,03-1987,female
Lydie SCHMIT,1518,Luxembourg,Socialist Group ,None,Parti ouvrier socialiste luxembourgeois ,1984-1989,07-1984,female
Konrad SCHÖN,1517,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1984-1989,07-1984,male
Heinz SCHREIBER,1516,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1984-1989,07-1984,male
Frank SCHWALBA-HOTH,1529,Germany,Rainbow Group,None,Bündnis 90/die Grünen ,1984-1989,07-1984,male
Sir James SCOTT-HOPKINS,1393,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1984-1989,07-1984,male
Christiane SCRIVENER,1600,France,Liberal and Democratic Group ,Liberal and Democratic Reformist Group ,Parti républicain ,1984-1989,07-1984,female
Barry H. SEAL,1385,United Kingdom,Socialist Group ,None,Labour Party ,1984-1989,07-1984,male
Horst SEEFELD,1513,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1984-1989,07-1984,male
Hans-Joachim SEELER,1514,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1984-1989,07-1984,male
Sergio Camillo SEGRE,1515,Italy,Communist and Allies Group ,None,Partito comunista italiano ,1984-1989,07-1984,male
Lieselotte SEIBEL-EMMERLING,1503,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1984-1989,07-1984,female
Madron Richard SELIGMAN,1386,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1984-1989,07-1984,male
Gustavo SELVA,1524,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1984-1989,07-1984,male
Alexander SHERLOCK,1512,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1984-1989,07-1984,male
Mateo SIERRA BARDAJÍ,1325,Spain,Socialist Group ,None,Partido Socialista Obrero Español ,1984-1989,01-1986,male
José SILVA DOMINGOS,1530,Portugal,Liberal and Democratic Reformist Group ,None,Partido Social Democrata ,1984-1989,01-1986,male
Richard J. SIMMONDS,1387,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1984-1989,07-1984,male
Barbara SIMONS,1187,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1984-1989,07-1984,female
Anthony M.H. SIMPSON,1388,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1984-1989,07-1984,male
Llewellyn T. SMITH,1381,United Kingdom,Socialist Group ,None,Labour Party ,1984-1989,07-1984,male
Leopold SPÄTH,1522,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1984-1989,07-1984,male
Altiero SPINELLI,1643,Italy,Communist and Allies Group ,None,Indipendenti di sinistra ,1984-1989,07-1984,male
Vera SQUARCIALUPI,1501,Italy,Communist and Allies Group ,None,Indipendenti di sinistra ,1984-1989,07-1984,female
Paul M.J. STAES,1469,Belgium,Rainbow Group,None,Anders gaan leven ,1984-1989,07-1984,male
Giovanni STARITA,1523,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1984-1989,07-1984,male
"Graf von Franz Ludwig, Schenk STAUFFENBERG",1240,Germany,Group of the European People's Party (Christian,None,Christlich-Soziale Union in Bayern e.V. ,1984-1989,07-1984,male
Konstantinos STAVROU,1460,Greece,Group of the European People's Party (Christian,None,Nea Dimokratia ,1984-1989,09-1984,male
George W. STEVENSON,1382,United Kingdom,Socialist Group ,None,Labour Party ,1984-1989,07-1984,male
Kenneth A. STEWART,1383,United Kingdom,Socialist Group ,None,Labour Party ,1984-1989,07-1984,male
Sir Jack STEWART-CLARK,1384,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1984-1989,07-1984,male
Jean-Pierre STIRBOIS,1649,France,Group of the European Right ,None,Front national ,1984-1989,07-1984,male
Fernando SUÁREZ GONZÁLEZ,1326,Spain,European Democratic Group ,None,Coalición Popular ,1984-1989,01-1986,male
Georges SUTRA DE GERMA,1511,France,Socialist Group ,None,Parti socialiste ,1984-1989,07-1984,male
John David TAYLOR,1504,United Kingdom,European Democratic Group ,Non-attached Members,Ulster Unionist Party ,1984-1989,07-1984,male
Wilfried TELKÄMPER,1229,Germany,Rainbow Group,None,Bündnis 90/die Grünen ,1984-1989,02-1987,male
Bernard THAREAU,976,France,Socialist Group ,None,Parti socialiste ,1984-1989,07-1984,male
Diemut R. THEATO,1188,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1984-1989,10-1987,female
Jacqueline THOME-PATENOTRE,1498,France,Group of the European Democratic Alliance ,None,Parti radical ,1984-1989,07-1984,female
Carlo TOGNOLI,1771,Italy,Socialist Group ,None,Partito socialista italiano ,1984-1989,07-1984,male
Claus TOKSVIG,1623,Denmark,European Democratic Group ,None,Det konservative folkeparti ,1984-1989,07-1984,male
Teun TOLMAN,1505,Netherlands,Group of the European People's Party (Christian,None,Christen Democratisch Appèl ,1984-1989,07-1984,male
The Lord John E. TOMLINSON,1376,United Kingdom,Socialist Group ,None,Labour Party ,1984-1989,07-1984,male
Carole TONGUE,1361,United Kingdom,Socialist Group ,None,Labour Party ,1984-1989,07-1984,female
Günter TOPMANN,1230,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1984-1989,07-1984,male
Enzo TORTORA,1724,Italy,Non-attached Members,None,Partito radicale ,1984-1989,07-1984,male
Raymond TOURRAIN,1509,France,Group of the European Democratic Alliance ,None,Rassemblement pour la République ,1984-1989,12-1986,male
Michel A.E.J. TOUSSAINT,1510,Belgium,Liberal and Democratic Group ,Liberal and Democratic Reformist Group ,Parti réformateur libéral ,1984-1989,07-1984,male
Giovanni TRAVAGLINI,682,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1984-1989,06-1988,male
Alberto TRIDENTE,1507,Italy,Rainbow Group,None,Democrazia proletaria ,1984-1989,09-1985,male
Antonino TRIPODI,1729,Italy,Group of the European Right ,None,Movimento sociale italiano - Destra nazionale ,1984-1989,07-1984,male
Renzo TRIVELLI,1081,Italy,Communist and Allies Group ,None,Partito comunista italiano ,1984-1989,07-1984,male
Osvalda TRUPIA,1497,Italy,Communist and Allies Group ,None,Partito comunista italiano ,1984-1989,07-1984,female
Frederick A. TUCKMAN,1506,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1984-1989,07-1984,male
Amédée E. TURNER,1377,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1984-1989,07-1984,male
Ioannis TZOUNIS,1508,Greece,Group of the European People's Party (Christian,None,Nea Dimokratia ,1984-1989,07-1984,male
Jakob von UEXKÜLL,1499,Germany,Rainbow Group,None,Bündnis 90/die Grünen ,1984-1989,11-1987,male
Jef L.E. ULBURGHS,1500,Belgium,Non-attached Members,Technical Coordination and Defence of Independent Groups and Members ,Socialistische Partij ,1984-1989,07-1984,male
Maurizio VALENZI,1495,Italy,Communist and Allies Group ,None,Partito comunista italiano ,1984-1989,07-1984,male
José VALVERDE LÓPEZ,1327,Spain,European Democratic Group ,None,Alianza Popular ,1984-1989,07-1987,male
Jaak H.-A. VANDEMEULEBROUCKE,1470,Belgium,Rainbow Group,None,Volksunie ,1984-1989,07-1984,male
Marijke J.H. VAN HEMELDONCK,1430,Belgium,Socialist Group ,None,Socialistische Partij ,1984-1989,07-1984,female
Jean-Marie VANLERENBERGHE,1496,France,Group of the European People's Party (Christian,None,Union pour la démocratie française ,1984-1989,03-1986,female
Karel A.L.H. VAN MIERT,1775,Belgium,Socialist Group ,None,Socialistische Partij ,1984-1989,07-1984,male
Sir Peter B.R. VANNECK,1494,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1984-1989,07-1984,male
Grigorios VARFIS,1611,Greece,Socialist Group ,None,Panellinio Socialistiko Kinima ,1984-1989,07-1984,male
Marie-Claude VAYSSADE,1173,France,Socialist Group ,None,Parti socialiste ,1984-1989,07-1984,female
José VÁZQUEZ FOUZ,1328,Spain,Socialist Group ,None,Partido Socialista Obrero Español ,1984-1989,01-1986,male
Luis VEGA Y ESCANDON,1493,Spain,Group of the European People's Party (Christian,None,Partido Demócrata Popular ,1984-1989,01-1986,male
Simone VEIL,1174,France,Liberal and Democratic Group ,Liberal and Democratic Reformist Group ,Union pour la démocratie française ,1984-1989,07-1984,female
Herman A. VERBEEK,1284,Netherlands,Rainbow Group,None,Politieke Partij Radikalen ,1984-1989,08-1984,male
Josep VERDE I ALDEA,1319,Spain,Socialist Group ,None,Partido Socialista Obrero Español ,1984-1989,01-1986,male
Willem J. VERGEER,1489,Netherlands,Group of the European People's Party (Christian,None,Christen Democratisch Appèl ,1984-1989,07-1984,male
Paul VERGÈS,1490,France,Communist and Allies Group ,None,Parti communiste français ,1984-1989,07-1984,male
Jacques VERNIER,1195,France,Group of the European Democratic Alliance ,None,Rassemblement pour la République ,1984-1989,07-1984,male
Willy VERNIMMEN,1491,Belgium,Socialist Group ,None,Socialistische Partij ,1984-1989,07-1984,male
Heinz Oskar VETTER,1492,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1984-1989,07-1984,male
Nikolaos VGENOPOULOS,1554,Greece,Socialist Group ,None,Panellinio Socialistiko Kinima ,1984-1989,07-1984,male
Ben VISSER,1448,Netherlands,Socialist Group ,None,Partij van de Arbeid ,1984-1989,07-1984,male
Silvio VITALE,1479,Italy,Group of the European Right ,None,Movimento sociale italiano - Destra nazionale ,1984-1989,06-1988,male
Kurt VITTINGHOFF,1231,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1984-1989,07-1984,male
Thomas von der VRING,1232,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1984-1989,07-1984,male
Leen VAN DER WAAL,1449,Netherlands,Non-attached Members,Technical Coordination and Defence of Independent Groups and Members ,Staatkundig Gereformeerde Partij ,1984-1989,07-1984,female
Manfred W. WAGNER,1486,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1984-1989,07-1984,male
Gerd WALTER,1233,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1984-1989,07-1984,male
Kurt WAWRZIK,1487,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1984-1989,07-1984,male
Beate WEBER,1189,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1984-1989,07-1984,female
Rudolf WEDEKIND,1488,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1984-1989,07-1984,male
Michael J. WELSH,1378,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1984-1989,07-1984,male
Charles WENDELING,1476,France,Socialist Group ,None,Parti socialiste ,1984-1989,05-1989,male
Norman WEST,1379,United Kingdom,Socialist Group ,None,Labour Party ,1984-1989,07-1984,male
Klaus H.W. WETTIG,1234,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1984-1989,07-1984,male
Heidemarie WIECZOREK-ZEUL,1502,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1984-1989,07-1984,female
Florus A. WIJSENBEEK,1450,Netherlands,Liberal and Democratic Group ,Liberal and Democratic Reformist Group ,Volkspartij voor Vrijheid en Democratie ,1984-1989,07-1984,male
Karl von WOGAU,1224,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1984-1989,07-1984,male
Joseph WOHLFART,1485,Luxembourg,Socialist Group ,None,Parti ouvrier socialiste luxembourgeois ,1984-1989,04-1988,male
Claude WOLFF,1482,France,Liberal and Democratic Group ,Liberal and Democratic Reformist Group ,Union pour la démocratie française ,1984-1989,07-1984,male
Eisso P. WOLTJER,1440,Netherlands,Socialist Group ,None,Partij van de Arbeid ,1984-1989,07-1984,male
Francis WURTZ,1018,France,Communist and Allies Group ,None,Parti communiste français ,1984-1989,07-1984,male
Mario ZAGARI,1480,Italy,Socialist Group ,None,Partito socialista italiano ,1984-1989,07-1984,male
Hans-Jürgen ZAHORKA,1483,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1984-1989,07-1984,male
Axel N. ZARGES,1225,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1984-1989,07-1984,male
Spyridon ZOURNATZIS,1481,Greece,Group of the European Right ,None,Ethniki Politiki Enossis ,1984-1989,02-1989,male
Undine-Uta BLOCH von BLOTTNITZ,1815,Germany,Rainbow Group,None,Bündnis 90/die Grünen ,1984-1989,07-1984,female
Paulin-Christian BRUNÉ,1756,France,Group of the European Democratic Alliance ,None,Union pour la démocratie française ,1984-1989,04-1986,male
Concepció FERRER,1304,Spain,Group of the European People's Party (Christian,None,Convergència i Unió ,1984-1989,07-1987,female
Carles-Alfred GASÒLIBA i BÖHM,1344,Spain,Liberal and Democratic Reformist Group ,None,Convergència i Unió ,1984-1989,01-1986,male
(Win) Winston James GRIFFITHS,1644,United Kingdom,Socialist Group ,None,Labour Party ,1984-1989,07-1984,male
Julén GUIMON UGARTECHEA,1651,Spain,Group of the European People's Party (Christian,European Democratic Group ,Partido Demócrata Popular ,1984-1989,01-1986,male
(Paddy) Patrick Joseph LALOR,1435,Ireland,Group of the European Democratic Alliance ,None,Fianna Fáil Party ,1984-1989,07-1984,male
Zenon-José LUIS PAZ,1613,Spain,Socialist Group ,None,Partido Socialista Obrero Español ,1984-1989,01-1986,male
(Chris) Christopher Gerard O'MALLEY,1572,Ireland,Group of the European People's Party (Christian,None,Fine Gael Party ,1984-1989,06-1986,male
(Ben) George Benjamin PATTERSON,1397,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1984-1989,07-1984,male
(Hans) Johannes Wilhelm PETERS,1252,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1984-1989,07-1984,male
René-Emile PIQUET,1157,France,Communist and Allies Group ,None,Parti communiste français ,1984-1989,07-1984,male
Renate-Charlotte RABBETHGE,1520,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1984-1989,07-1984,female
P.(Phili) J. VIEHOFF,1484,Netherlands,Socialist Group ,None,Partij van de Arbeid ,1984-1989,07-1984,male
