fullName,id,country,eu_group_1,eu_group_2,nation_group,term,start_period_1,gender
Nigel FARAGE,4525,United Kingdom,Europe of Freedom and Direct Democracy Group ,Non-attached Members,United Kingdom Independence Party ,2014-2019,07-2014,male
José Inácio FARIA,125101,Portugal,Group of the Alliance of Liberals and Democrats for Europe ,Group of the European People's Party (Christian Democrats) ,Partido da Terra ,2014-2019,07-2014,male
Fredrick FEDERLEY,124989,Sweden,Group of the Alliance of Liberals and Democrats for Europe ,None,Centerpartiet ,2014-2019,07-2014,male
Markus FERBER,1917,Germany,Group of the European People's Party (Christian Democrats) ,None,Christlich-Soziale Union in Bayern e.V. ,2014-2019,07-2014,male
José Manuel FERNANDES,96899,Portugal,Group of the European People's Party (Christian Democrats) ,None,Partido Social Democrata ,2014-2019,07-2014,male
Jonás FERNÁNDEZ,125046,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partido Socialista Obrero Español ,2014-2019,07-2014,male
Edouard FERRAND,124767,France,Non-attached Members,Europe of Nations and Freedom Group ,Front national ,2014-2019,07-2014,male
Giuseppe FERRANDINO,192634,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partito Democratico ,2014-2019,04-2018,male
Laura FERRARA,124833,Italy,Europe of Freedom and Direct Democracy Group ,Non-attached Members,Movimento 5 Stelle ,2014-2019,07-2014,female
Elisa FERREIRA,28308,Portugal,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partido Socialista ,2014-2019,07-2014,female
João FERREIRA,96706,Portugal,Confederal Group of the European United Left ,None,Partido Comunista Português ,2014-2019,07-2014,male
Raymond FINCH,124941,United Kingdom,Europe of Freedom and Direct Democracy Group ,Non-attached Members,United Kingdom Independence Party ,2014-2019,07-2014,male
Santiago FISAS AYXELÀ,96729,Spain,Group of the European People's Party (Christian Democrats) ,None,Partido Popular ,2014-2019,07-2014,male
Raffaele FITTO,4465,Italy,Group of the European People's Party (Christian Democrats) ,European Conservatives and Reformists Group ,Forza Italia ,2014-2019,07-2014,male
Christofer FJELLNER,28126,Sweden,Group of the European People's Party (Christian Democrats) ,None,Moderaterna ,2014-2019,07-2014,male
John FLACK,188623,United Kingdom,European Conservatives and Reformists Group ,None,Conservative Party ,2014-2019,06-2017,male
Luke Ming FLANAGAN,124985,Ireland,Confederal Group of the European United Left ,None,Independent ,2014-2019,07-2014,male
Knut FLECKENSTEIN,96840,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Sozialdemokratische Partei Deutschlands ,2014-2019,07-2014,male
Karl-Heinz FLORENZ,1038,Germany,Group of the European People's Party (Christian Democrats) ,None,Christlich Demokratische Union Deutschlands ,2014-2019,07-2014,male
Lorenzo FONTANA,96993,Italy,Non-attached Members,Europe of Nations and Freedom Group ,Lega Nord ,2014-2019,07-2014,male
Vicky FORD,96949,United Kingdom,European Conservatives and Reformists Group ,None,Conservative Party ,2014-2019,07-2014,female
Eleonora FORENZA,125193,Italy,Confederal Group of the European United Left ,None,Lista Tsipras-L'Altra Europa ,2014-2019,07-2014,female
Jacqueline FOSTER,4553,United Kingdom,European Conservatives and Reformists Group ,None,Conservative Party ,2014-2019,07-2014,female
Anna FOTYGA,28353,Poland,European Conservatives and Reformists Group ,None,Prawo i Sprawiedliwość ,2014-2019,07-2014,female
Lampros FOUNTOULIS,125070,Greece,Non-attached Members,None,Popular Association – Golden Dawn ,2014-2019,07-2014,male
Ashley FOX,96957,United Kingdom,European Conservatives and Reformists Group ,None,Conservative Party ,2014-2019,07-2014,female
Romeo FRANZ,193273,Germany,Group of the Greens/European Free Alliance ,None,Bündnis 90/Die Grünen ,2014-2019,07-2018,male
Eugen FREUND,125018,Austria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Sozialdemokratische Partei Österreichs ,2014-2019,07-2014,male
Aleksander GABELIC,192465,Sweden,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Arbetarepartiet- Socialdemokraterna ,2014-2019,04-2018,male
Mariya GABRIEL,96848,Bulgaria,Group of the European People's Party (Christian Democrats) ,None,Citizens for European Development of Bulgaria ,2014-2019,07-2014,female
Michael GAHLER,2341,Germany,Group of the European People's Party (Christian Democrats) ,None,Christlich Demokratische Union Deutschlands ,2014-2019,07-2014,male
Kinga GÁL,28150,Hungary,Group of the European People's Party (Christian Democrats) ,None,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt ,2014-2019,07-2014,female
Ildikó GÁLL-PELCZ,102886,Hungary,Group of the European People's Party (Christian Democrats) ,None,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt ,2014-2019,07-2014,female
Francisco de Paula GAMBUS MILLET,125006,Spain,Group of the European People's Party (Christian Democrats) ,None,Unió Democràtica de Catalunya ,2014-2019,07-2014,male
Iratxe GARCÍA PÉREZ,28298,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partido Socialista Obrero Español ,2014-2019,07-2014,female
Eider GARDIAZABAL RUBIAL,96991,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partido Socialista Obrero Español ,2014-2019,07-2014,female
Elisabetta GARDINI,58758,Italy,Group of the European People's Party (Christian Democrats) ,European Conservatives and Reformists Group ,Forza Italia ,2014-2019,07-2014,female
Enrico GASBARRA,124817,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partito Democratico ,2014-2019,07-2014,male
Evelyne GEBHARDT,1913,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Sozialdemokratische Partei Deutschlands ,2014-2019,07-2014,female
Stefan GEHROLD,194391,Germany,Group of the European People's Party (Christian Democrats) ,None,Christlich Demokratische Union Deutschlands ,2014-2019,09-2018,male
Jens GEIER,96833,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Sozialdemokratische Partei Deutschlands ,2014-2019,07-2014,male
Elena GENTILE,124847,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partito Democratico ,2014-2019,07-2014,female
Arne GERICKE,124815,Germany,European Conservatives and Reformists Group ,None,Familien-Partei Deutschlands ,2014-2019,07-2014,male
Lidia Joanna GERINGER DE OEDENBERG,28377,Poland,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Bezpartyjna ,2014-2019,07-2014,female
Sven GIEGOLD,96730,Germany,Group of the Greens/European Free Alliance ,None,Bündnis 90/Die Grünen ,2014-2019,07-2014,male
Adam GIEREK,28379,Poland,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Unia Pracy ,2014-2019,07-2014,male
Jens GIESEKE,124807,Germany,Group of the European People's Party (Christian Democrats) ,None,Christlich Demokratische Union Deutschlands ,2014-2019,07-2014,male
Neena GILL,4533,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Labour Party ,2014-2019,07-2014,female
Nathan GILL,124965,United Kingdom,Europe of Freedom and Direct Democracy Group ,Non-attached Members,United Kingdom Independence Party ,2014-2019,07-2014,male
María Teresa GIMÉNEZ BARBAT,135491,Spain,Group of the Alliance of Liberals and Democrats for Europe ,None,"Unión, Progreso y Democracia ",2014-2019,11-2015,female
Juan Carlos GIRAUTA VIDAL,125052,Spain,Group of the Alliance of Liberals and Democrats for Europe ,None,Ciudadanos – Partido de la Ciudadanía ,2014-2019,07-2014,male
Julie GIRLING,96956,United Kingdom,European Conservatives and Reformists Group ,Group of the European People's Party (Christian Democrats) ,Conservative Party ,2014-2019,07-2014,female
Michela GIUFFRIDA,124864,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partito Democratico ,2014-2019,07-2014,female
Emmanouil GLEZOS,1654,Greece,Confederal Group of the European United Left ,None,Coalition of the Radical Left ,2014-2019,07-2014,male
Karine GLOANEC MAURIN,193080,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Parti socialiste ,2014-2019,06-2018,female
Sylvie GODDYN,21331,France,Non-attached Members,Europe of Nations and Freedom Group ,Front national ,2014-2019,07-2014,female
Charles GOERENS,840,Luxembourg,Group of the Alliance of Liberals and Democrats for Europe ,None,Parti démocratique ,2014-2019,07-2014,male
Bruno GOLLNISCH,1164,France,Non-attached Members,None,Front national ,2014-2019,07-2014,male
Ana GOMES,28306,Portugal,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partido Socialista ,2014-2019,07-2014,female
Tania GONZÁLEZ PEÑAS,127330,Spain,Confederal Group of the European United Left ,None,PODEMOS ,2014-2019,09-2014,female
Esteban GONZÁLEZ PONS,125027,Spain,Group of the European People's Party (Christian Democrats) ,None,Partido Popular ,2014-2019,07-2014,male
Beata GOSIEWSKA,124900,Poland,European Conservatives and Reformists Group ,None,Prawo i Sprawiedliwość ,2014-2019,07-2014,female
Sylvie GOULARD,97137,France,Group of the Alliance of Liberals and Democrats for Europe ,None,Mouvement Démocrate ,2014-2019,07-2014,female
Marcel de GRAAFF,125025,Netherlands,Non-attached Members,Europe of Nations and Freedom Group ,Partij voor de Vrijheid ,2014-2019,07-2014,male
Giorgos GRAMMATIKAKIS,125112,Greece,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,The River ,2014-2019,07-2014,male
Luis de GRANDES PASCUAL,28393,Spain,Group of the European People's Party (Christian Democrats) ,None,Partido Popular ,2014-2019,07-2014,male
Maria GRAPINI,124785,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partidul Conservator ,2014-2019,07-2014,female
Ingeborg GRÄSSLE,28220,Germany,Group of the European People's Party (Christian Democrats) ,None,Christlich Demokratische Union Deutschlands ,2014-2019,07-2014,female
Karoline GRASWANDER-HAINZ,133316,Austria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Sozialdemokratische Partei Österreichs ,2014-2019,07-2015,female
Igor GRÄZIN,193879,Estonia,Group of the Alliance of Liberals and Democrats for Europe ,None,Eesti Reformierakond ,2014-2019,09-2018,male
Nathalie GRIESBECK,28208,France,Group of the Alliance of Liberals and Democrats for Europe ,None,Mouvement Démocrate ,2014-2019,07-2014,female
Theresa GRIFFIN,124961,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Labour Party ,2014-2019,07-2014,female
Iveta GRIGULE-PĒTERSE,124745,Latvia,Europe of Freedom and Direct Democracy Group ,Non-attached Members,Zaļo un Zemnieku savienība ,2014-2019,07-2014,female
Marek Józef GRÓBARCZYK,96790,Poland,European Conservatives and Reformists Group ,None,Prawo i Sprawiedliwość ,2014-2019,07-2014,male
Matthias GROOTE,34728,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Sozialdemokratische Partei Deutschlands ,2014-2019,07-2014,male
Françoise GROSSETÊTE,2025,France,Group of the European People's Party (Christian Democrats) ,None,Union pour un Mouvement Populaire ,2014-2019,07-2014,female
Andrzej GRZYB,23785,Poland,Group of the European People's Party (Christian Democrats) ,None,Polskie Stronnictwo Ludowe ,2014-2019,07-2014,male
Roberto GUALTIERI,96892,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partito Democratico ,2014-2019,07-2014,male
Enrique GUERRERO SALOM,96768,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partido Socialista Obrero Español ,2014-2019,07-2014,male
Sylvie GUILLAUME,96952,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Parti socialiste ,2014-2019,07-2014,female
Antanas GUOGA,124763,Lithuania,Group of the Alliance of Liberals and Democrats for Europe ,Group of the European People's Party (Christian Democrats) ,Lietuvos Respublikos liberalų sąjūdis ,2014-2019,07-2014,male
Jytte GUTELAND,124991,Sweden,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Arbetarepartiet- Socialdemokraterna ,2014-2019,07-2014,female
Sergio GUTIÉRREZ PRIETO,103488,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partido Socialista Obrero Español ,2014-2019,07-2014,male
András GYÜRK,23816,Hungary,Group of the European People's Party (Christian Democrats) ,None,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt ,2014-2019,07-2014,male
Takis HADJIGEORGIOU,96907,Cyprus,Confederal Group of the European United Left ,None,Progressive Party of Working People - Left - New Forces ,2014-2019,07-2014,male
Jussi HALLA-AHO,124727,Finland,European Conservatives and Reformists Group ,None,Perussuomalaiset ,2014-2019,07-2014,male
Thomas HÄNDEL,96851,Germany,Confederal Group of the European United Left ,None,DIE LINKE. ,2014-2019,07-2014,male
Daniel HANNAN,4555,United Kingdom,European Conservatives and Reformists Group ,None,Conservative Party ,2014-2019,07-2014,male
Christophe HANSEN,193419,Luxembourg,Group of the European People's Party (Christian Democrats) ,None,Parti chrétien social luxembourgeois ,2014-2019,09-2018,male
Hannes HANSO,197131,Estonia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Sotsiaaldemokraatlik Erakond ,2014-2019,04-2019,male
Marian HARKIN,28116,Ireland,Group of the Alliance of Liberals and Democrats for Europe ,None,Independent ,2014-2019,07-2014,female
Rebecca HARMS,28233,Germany,Group of the Greens/European Free Alliance ,None,Bündnis 90/Die Grünen ,2014-2019,07-2014,female
Martin HÄUSLING,96752,Germany,Group of the Greens/European Free Alliance ,None,Bündnis 90/Die Grünen ,2014-2019,07-2014,male
Heidi HAUTALA,2054,Finland,Group of the Greens/European Free Alliance ,None,Vihreä liitto ,2014-2019,07-2014,female
Brian HAYES,118658,Ireland,Group of the European People's Party (Christian Democrats) ,None,Fine Gael Party ,2014-2019,07-2014,male
Anja HAZEKAMP,125023,Netherlands,Confederal Group of the European United Left ,None,Partij voor de Dieren ,2014-2019,07-2014,female
Anna HEDH,28131,Sweden,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Arbetarepartiet- Socialdemokraterna ,2014-2019,07-2014,female
Roger HELMER,4516,United Kingdom,Europe of Freedom and Direct Democracy Group ,Non-attached Members,United Kingdom Independence Party ,2014-2019,07-2014,male
Hans-Olaf HENKEL,124823,Germany,European Conservatives and Reformists Group ,None,Alternative für Deutschland ,2014-2019,07-2014,male
Esther HERRANZ GARCÍA,22418,Spain,Group of the European People's Party (Christian Democrats) ,None,Partido Popular ,2014-2019,07-2014,female
Krzysztof HETMAN,124895,Poland,Group of the European People's Party (Christian Democrats) ,None,Polskie Stronnictwo Ludowe ,2014-2019,07-2014,male
Maria HEUBUCH,124848,Germany,Group of the Greens/European Free Alliance ,None,Bündnis 90/Die Grünen ,2014-2019,07-2014,female
Nadja HIRSCH,96872,Germany,Group of the Alliance of Liberals and Democrats for Europe ,None,Freie Demokratische Partei ,2014-2019,11-2017,female
Czesław HOC,135540,Poland,European Conservatives and Reformists Group ,None,Prawo i Sprawiedliwość ,2014-2019,11-2015,male
Iris HOFFMANN,124841,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Sozialdemokratische Partei Deutschlands ,2014-2019,07-2014,female
Monika HOHLMEIER,96780,Germany,Group of the European People's Party (Christian Democrats) ,None,Christlich-Soziale Union in Bayern e.V. ,2014-2019,07-2014,female
Gunnar HÖKMARK,28124,Sweden,Group of the European People's Party (Christian Democrats) ,None,Moderaterna ,2014-2019,07-2014,male
György HÖLVÉNYI,124715,Hungary,Group of the European People's Party (Christian Democrats) ,None,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt ,2014-2019,07-2014,male
Mary HONEYBALL,5846,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Labour Party ,2014-2019,07-2014,female
Mike HOOKEM,124957,United Kingdom,Europe of Freedom and Direct Democracy Group ,Non-attached Members,United Kingdom Independence Party ,2014-2019,07-2014,male
Brice HORTEFEUX,5565,France,Group of the European People's Party (Christian Democrats) ,None,Union pour un Mouvement Populaire ,2014-2019,07-2014,male
John HOWARTH,188636,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Labour Party ,2014-2019,06-2017,male
Richard HOWITT,2073,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Labour Party ,2014-2019,07-2014,male
Danuta Maria HÜBNER,96779,Poland,Group of the European People's Party (Christian Democrats) ,None,Platforma Obywatelska ,2014-2019,07-2014,female
Ian HUDGHTON,2338,United Kingdom,Group of the Greens/European Free Alliance ,None,Scottish National Party ,2014-2019,07-2014,male
Jan HUITEMA,58789,Netherlands,Group of the Alliance of Liberals and Democrats for Europe ,None,Volkspartij voor Vrijheid en Democratie ,2014-2019,07-2014,male
Filiz HYUSMENOVA,34249,Bulgaria,Group of the Alliance of Liberals and Democrats for Europe ,None,Movement for Rights and Freedoms ,2014-2019,07-2014,female
Louis IDE,125108,Belgium,European Conservatives and Reformists Group ,None,Nieuw-Vlaamse Alliantie ,2014-2019,07-2014,male
Pablo IGLESIAS,125031,Spain,Confederal Group of the European United Left ,None,PODEMOS ,2014-2019,07-2014,male
Sophia IN 'T VELD,28266,Netherlands,Group of the Alliance of Liberals and Democrats for Europe ,None,Democraten 66 ,2014-2019,07-2014,female
Iliana IOTOVA,38605,Bulgaria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Bulgarian Socialist Party ,2014-2019,07-2014,female
Carlos ITURGAIZ,28398,Spain,Group of the European People's Party (Christian Democrats) ,None,Partido Popular ,2014-2019,11-2014,male
Cătălin Sorin IVAN,96857,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,Non-attached Members,Partidul Social Democrat ,2014-2019,07-2014,female
Robert Jarosław IWASZKIEWICZ,124886,Poland,Non-attached Members,Europe of Freedom and Direct Democracy Group ,Kongres Nowej Prawicy ,2014-2019,07-2014,male
Liisa JAAKONSAARI,96684,Finland,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti ,2014-2019,07-2014,female
Anneli JÄÄTTEENMÄKI,28314,Finland,Group of the Alliance of Liberals and Democrats for Europe ,None,Suomen Keskusta ,2014-2019,07-2014,female
Dawid Bohdan JACKIEWICZ,124882,Poland,European Conservatives and Reformists Group ,None,Prawo i Sprawiedliwość ,2014-2019,07-2014,male
Yannick JADOT,96740,France,Group of the Greens/European Free Alliance ,None,Europe Écologie ,2014-2019,07-2014,male
Peter JAHR,96772,Germany,Group of the European People's Party (Christian Democrats) ,None,Christlich Demokratische Union Deutschlands ,2014-2019,07-2014,male
Ivan JAKOVČIĆ,124754,Croatia,Group of the Alliance of Liberals and Democrats for Europe ,None,Istarski demokratski sabor - Dieta democratica istriana ,2014-2019,07-2014,male
Jean-François JALKH,124770,France,Non-attached Members,Europe of Nations and Freedom Group ,Front national ,2014-2019,07-2014,male
Diane JAMES,124939,United Kingdom,Europe of Freedom and Direct Democracy Group ,Non-attached Members,United Kingdom Independence Party ,2014-2019,07-2014,female
France JAMET,189065,France,Europe of Nations and Freedom Group ,None,Front national ,2014-2019,07-2017,female
Hans JANSEN,125029,Netherlands,Non-attached Members,None,Partij voor de Vrijheid ,2014-2019,07-2014,male
Lívia JÁRÓKA,28141,Hungary,Group of the European People's Party (Christian Democrats) ,None,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt ,2014-2019,09-2017,female
Ramón JÁUREGUI ATONDO,97078,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partido Socialista Obrero Español ,2014-2019,07-2014,male
Benedek JÁVOR,124721,Hungary,Group of the Greens/European Free Alliance ,None,Együtt 2014 - Párbeszéd Magyarországért ,2014-2019,07-2014,male
Danuta JAZŁOWIECKA,96781,Poland,Group of the European People's Party (Christian Democrats) ,None,Platforma Obywatelska ,2014-2019,07-2014,female
Petr JEŽEK,124707,Czechia,Group of the Alliance of Liberals and Democrats for Europe ,None,ANO 2011 ,2014-2019,07-2014,male
Teresa JIMÉNEZ-BECERRIL BARRIO,96806,Spain,Group of the European People's Party (Christian Democrats) ,None,Partido Popular ,2014-2019,07-2014,female
Carlos JIMÉNEZ VILLAREJO,125034,Spain,Confederal Group of the European United Left ,None,PODEMOS ,2014-2019,07-2014,male
Eva JOLY,96883,France,Group of the Greens/European Free Alliance ,None,Europe Écologie ,2014-2019,07-2014,female
Dennis de JONG,96748,Netherlands,Confederal Group of the European United Left ,None,Socialistische Partij ,2014-2019,07-2014,male
Agnes JONGERIUS,125021,Netherlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partij van de Arbeid ,2014-2019,07-2014,female
Marc JOULAUD,124728,France,Group of the European People's Party (Christian Democrats) ,None,Union pour un Mouvement Populaire ,2014-2019,07-2014,male
Josu JUARISTI ABAUNZ,125051,Spain,Confederal Group of the European United Left ,None,EH BILDU ,2014-2019,07-2014,male
Marek JUREK,124892,Poland,European Conservatives and Reformists Group ,None,Prawo i Sprawiedliwość ,2014-2019,07-2014,male
Philippe JUVIN,96884,France,Group of the European People's Party (Christian Democrats) ,None,Union pour un Mouvement Populaire ,2014-2019,07-2014,male
Karin KADENBACH,97014,Austria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Sozialdemokratische Partei Österreichs ,2014-2019,07-2014,female
Eva KAILI,125109,Greece,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Panhellenic Socialist Movement - Olive Tree ,2014-2019,07-2014,female
Jarosław KALINOWSKI,96771,Poland,Group of the European People's Party (Christian Democrats) ,None,Polskie Stronnictwo Ludowe ,2014-2019,07-2014,male
Kaja KALLAS,124697,Estonia,Group of the Alliance of Liberals and Democrats for Europe ,None,Eesti Reformierakond ,2014-2019,07-2014,female
Sandra KALNIETE,96934,Latvia,Group of the European People's Party (Christian Democrats) ,None,"Partija ""VIENOTĪBA"" ",2014-2019,07-2014,female
Syed KAMALL,33569,United Kingdom,European Conservatives and Reformists Group ,None,Conservative Party ,2014-2019,07-2014,male
Petra KAMMEREVERT,96837,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Sozialdemokratische Partei Deutschlands ,2014-2019,07-2014,female
Barbara KAPPEL,125024,Austria,Non-attached Members,Europe of Nations and Freedom Group ,Freiheitliche Partei Österreichs ,2014-2019,07-2014,female
Othmar KARAS,4246,Austria,Group of the European People's Party (Christian Democrats) ,None,Österreichische Volkspartei ,2014-2019,07-2014,male
Rina Ronja KARI,122885,Denmark,Confederal Group of the European United Left ,None,Folkebevægelsen mod EU ,2014-2019,07-2014,female
Sajjad KARIM,28481,United Kingdom,European Conservatives and Reformists Group ,None,Conservative Party ,2014-2019,07-2014,male
Krišjānis KARIŅŠ,96901,Latvia,Group of the European People's Party (Christian Democrats) ,None,"Partija ""VIENOTĪBA"" ",2014-2019,07-2014,male
Rikke-Louise KARLSSON,124876,Denmark,European Conservatives and Reformists Group ,Non-attached Members,Dansk Folkeparti ,2014-2019,07-2014,female
Karol KARSKI,124887,Poland,European Conservatives and Reformists Group ,None,Prawo i Sprawiedliwość ,2014-2019,07-2014,male
Elsi KATAINEN,191693,Finland,Group of the Alliance of Liberals and Democrats for Europe ,None,Suomen Keskusta ,2014-2019,03-2018,female
Georgios KATROUGKALOS,125062,Greece,Confederal Group of the European United Left ,None,Coalition of the Radical Left ,2014-2019,07-2014,male
Manolis KEFALOGIANNIS,125068,Greece,Group of the European People's Party (Christian Democrats) ,None,Nea Demokratia ,2014-2019,07-2014,male
Tunne KELAM,28424,Estonia,Group of the European People's Party (Christian Democrats) ,None,Erakond Isamaa ja Res Publica Liit ,2014-2019,07-2014,male
Jan KELLER,124695,Czechia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Česká strana sociálně demokratická ,2014-2019,07-2014,male
Ska KELLER,96734,Germany,Group of the Greens/European Free Alliance ,None,Bündnis 90/Die Grünen ,2014-2019,07-2014,male
Seán KELLY,96668,Ireland,Group of the European People's Party (Christian Democrats) ,None,Fine Gael Party ,2014-2019,07-2014,male
Afzal KHAN,124962,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Labour Party ,2014-2019,07-2014,male
Wajid KHAN,188624,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Labour Party ,2014-2019,06-2017,male
Timothy KIRKHOPE,4542,United Kingdom,European Conservatives and Reformists Group ,None,Conservative Party ,2014-2019,07-2014,male
Jude KIRTON-DARLING,124953,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Labour Party ,2014-2019,07-2014,male
Wolf KLINZ,28244,Germany,Group of the Alliance of Liberals and Democrats for Europe ,None,Freie Demokratische Partei ,2014-2019,11-2017,male
Sławomir KŁOSOWSKI,135541,Poland,European Conservatives and Reformists Group ,None,Prawo i Sprawiedliwość ,2014-2019,11-2015,male
Jeppe KOFOD,124870,Denmark,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Socialdemokratiet ,2014-2019,07-2014,male
Jaromír KOHLÍČEK,28331,Czechia,Confederal Group of the European United Left ,None,Komunistická strana Čech a Moravy ,2014-2019,02-2016,male
Arndt KOHN,186884,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Sozialdemokratische Partei Deutschlands ,2014-2019,02-2017,male
Bernd KÖLMEL,124824,Germany,European Conservatives and Reformists Group ,None,Alternative für Deutschland ,2014-2019,07-2014,male
Kateřina KONEČNÁ,23699,Czechia,Confederal Group of the European United Left ,None,Komunistická strana Čech a Moravy ,2014-2019,07-2014,female
Janusz KORWIN-MIKKE,124879,Poland,Non-attached Members,None,Kongres Nowej Prawicy ,2014-2019,07-2014,male
Ádám KÓSA,96829,Hungary,Group of the European People's Party (Christian Democrats) ,None,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt ,2014-2019,07-2014,male
Dietmar KÖSTER,124822,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Sozialdemokratische Partei Deutschlands ,2014-2019,07-2014,male
Elisabeth KÖSTINGER,96882,Austria,Group of the European People's Party (Christian Democrats) ,None,Österreichische Volkspartei ,2014-2019,07-2014,female
Stelios KOULOGLOU,130833,Greece,Confederal Group of the European United Left ,None,Coalition of the Radical Left ,2014-2019,01-2015,male
Peter KOUROUMBASHEV,124857,Bulgaria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Bulgarian Socialist Party ,2014-2019,01-2017,male
Béla KOVÁCS,102887,Hungary,Non-attached Members,None,Jobbik Magyarországért Mozgalom ,2014-2019,07-2014,male
Andrey KOVATCHEV,97968,Bulgaria,Group of the European People's Party (Christian Democrats) ,None,Citizens for European Development of Bulgaria ,2014-2019,07-2014,male
Agnieszka KOZŁOWSKA,124889,Poland,Group of the European People's Party (Christian Democrats) ,None,Platforma Obywatelska ,2014-2019,07-2014,female
Zdzisław KRASNODĘBSKI,124891,Poland,European Conservatives and Reformists Group ,None,Bezpartyjny ,2014-2019,07-2014,male
Constanze KREHL,1854,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Sozialdemokratische Partei Deutschlands ,2014-2019,07-2014,female
Urszula KRUPA,28334,Poland,European Conservatives and Reformists Group ,None,Independent ,2014-2019,06-2016,female
Barbara KUDRYCKA,28284,Poland,Group of the European People's Party (Christian Democrats) ,None,Platforma Obywatelska ,2014-2019,07-2014,female
Werner KUHN,96767,Germany,Group of the European People's Party (Christian Democrats) ,None,Christlich Demokratische Union Deutschlands ,2014-2019,07-2014,male
Eduard KUKAN,96651,Slovakia,Group of the European People's Party (Christian Democrats) ,None,Slovenská demokratická a kresťanská únia - Demokratická strana ,2014-2019,07-2014,male
