fullName,id,country,eu_group_1,eu_group_2,nation_group,term,start_period_1,gender
Molly SCOTT CATO,124942,United Kingdom,Group of the Greens/European Free Alliance ,None,Green Party ,2014-2019,07-2014,female
Jordi Vicent SEBASTIA TALAVERA,125053,Spain,Group of the Greens/European Free Alliance ,None,COMPROMIS ,2014-2019,07-2014,male
Olga SEHNALOVÁ,96718,Czechia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Česká strana sociálně demokratická ,2014-2019,07-2014,female
Jasenko SELIMOVIC,134243,Sweden,Group of the Alliance of Liberals and Democrats for Europe ,None,Liberalerna ,2014-2019,09-2015,male
Anders SELLSTRÖM,194658,Sweden,Group of the European People's Party (Christian Democrats) ,None,Kristdemokraterna ,2014-2019,10-2018,male
Maria Lidia SENRA RODRÍGUEZ,125049,Spain,Confederal Group of the European United Left ,None,Alternativa galega de esquerda en Europa ,2014-2019,07-2014,female
Remo SERNAGIOTTO,124794,Italy,Group of the European People's Party (Christian Democrats) ,European Conservatives and Reformists Group ,Forza Italia ,2014-2019,07-2014,male
Ricardo SERRÃO SANTOS,124741,Portugal,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partido Socialista ,2014-2019,07-2014,male
Jill SEYMOUR,124950,United Kingdom,Europe of Freedom and Direct Democracy Group ,Non-attached Members,United Kingdom Independence Party ,2014-2019,07-2014,female
Czesław Adam SIEKIERSKI,23787,Poland,Group of the European People's Party (Christian Democrats) ,None,Polskie Stronnictwo Ludowe ,2014-2019,07-2014,male
Pedro SILVA PEREIRA,124747,Portugal,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partido Socialista ,2014-2019,07-2014,male
Peter SIMON,96836,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Sozialdemokratische Partei Deutschlands ,2014-2019,07-2014,male
Siôn SIMON,124948,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Labour Party ,2014-2019,07-2014,male
Birgit SIPPEL,96932,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Sozialdemokratische Partei Deutschlands ,2014-2019,07-2014,female
Branislav ŠKRIPEK,124927,Slovakia,European Conservatives and Reformists Group ,None,OBYČAJNÍ ĽUDIA ,2014-2019,07-2014,male
Davor ŠKRLEC,124756,Croatia,Group of the Greens/European Free Alliance ,None,Održivi razvoj Hrvatske ,2014-2019,07-2014,male
Alyn SMITH,28508,United Kingdom,Group of the Greens/European Free Alliance ,None,Scottish National Party ,2014-2019,07-2014,male
Monika SMOLKOVÁ,96655,Slovakia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,SMER-Sociálna demokracia ,2014-2019,07-2014,female
Csaba SÓGOR,39724,Romania,Group of the European People's Party (Christian Democrats) ,None,Uniunea Democrată Maghiară din România ,2014-2019,07-2014,male
Michaela ŠOJDROVÁ,124710,Czechia,Group of the European People's Party (Christian Democrats) ,None,Křesťanská a demokratická unie - Československá strana lidová ,2014-2019,07-2014,female
Jordi SOLÉ,185974,Spain,Group of the Greens/European Free Alliance ,None,Esquerra Republicana de Catalunya ,2014-2019,01-2017,male
Igor ŠOLTES,125003,Slovenia,Group of the Greens/European Free Alliance ,None,Verjamem! Lista dr. Igorja Šoltesa ,2014-2019,07-2014,male
Renate SOMMER,4282,Germany,Group of the European People's Party (Christian Democrats) ,None,Christlich Demokratische Union Deutschlands ,2014-2019,07-2014,female
Bogusław SONIK,28299,Poland,Group of the European People's Party (Christian Democrats) ,None,Platforma Obywatelska ,2014-2019,11-2018,male
Martin SONNEBORN,124834,Germany,Non-attached Members,None,Die PARTEI ,2014-2019,07-2014,male
Renato SORU,124860,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,Non-attached Members,Partito Democratico ,2014-2019,07-2014,male
Francisco SOSA WAGNER,97170,Spain,Group of the Alliance of Liberals and Democrats for Europe ,None,"Unión, Progreso y Democracia ",2014-2019,07-2014,male
Dobromir SOŚNIERZ,192298,Poland,Non-attached Members,None,Wolność ,2014-2019,03-2018,male
Barbara SPINELLI,124810,Italy,Confederal Group of the European United Left ,None,Lista Tsipras-L'Altra Europa ,2014-2019,07-2014,female
Maria SPYRAKI,125064,Greece,Group of the European People's Party (Christian Democrats) ,None,Nea Demokratia ,2014-2019,07-2014,female
Bart STAES,4751,Belgium,Group of the Greens/European Free Alliance ,None,Groen ,2014-2019,07-2014,male
Sergei STANISHEV,124852,Bulgaria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Bulgarian Socialist Party ,2014-2019,07-2014,male
Joachim STARBATTY,124827,Germany,European Conservatives and Reformists Group ,None,Alternative für Deutschland ,2014-2019,07-2014,male
Ivan ŠTEFANEC,124929,Slovakia,Group of the European People's Party (Christian Democrats) ,None,Slovenská demokratická a kresťanská únia - Demokratická strana ,2014-2019,07-2014,male
Jutta STEINRUCK,96831,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Sozialdemokratische Partei Deutschlands ,2014-2019,07-2014,female
Jaromír ŠTĚTINA,124702,Czechia,Group of the European People's Party (Christian Democrats) ,None,TOP 09 a Starostové ,2014-2019,07-2014,male
Helga STEVENS,125105,Belgium,European Conservatives and Reformists Group ,None,Nieuw-Vlaamse Alliantie ,2014-2019,07-2014,female
Davor Ivo STIER,119435,Croatia,Group of the European People's Party (Christian Democrats) ,None,Hrvatska demokratska zajednica ,2014-2019,07-2014,male
Catherine STIHLER,4545,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Labour Party ,2014-2019,07-2014,female
Theodor Dumitru STOLOJAN,39721,Romania,Group of the European People's Party (Christian Democrats) ,None,Partidul Democrat-Liberal ,2014-2019,07-2014,male
Beatrix von STORCH,124825,Germany,European Conservatives and Reformists Group ,Europe of Freedom and Direct Democracy Group ,Alternative für Deutschland ,2014-2019,07-2014,female
Olaf STUGER,125028,Netherlands,Non-attached Members,Europe of Nations and Freedom Group ,Partij voor de Vrijheid ,2014-2019,07-2014,male
Christos STYLIANIDES,124688,Cyprus,Group of the European People's Party (Christian Democrats) ,None,Democratic Rally ,2014-2019,07-2014,male
Dubravka ŠUICA,119434,Croatia,Group of the European People's Party (Christian Democrats) ,None,Hrvatska demokratska zajednica ,2014-2019,07-2014,female
Richard SULÍK,124928,Slovakia,Group of the Alliance of Liberals and Democrats for Europe ,European Conservatives and Reformists Group ,Sloboda a Solidarita ,2014-2019,07-2014,male
Patricija ŠULIN,125103,Slovenia,Group of the European People's Party (Christian Democrats) ,None,Slovenska demokratska stranka ,2014-2019,07-2014,female
Pavel SVOBODA,96272,Czechia,Group of the European People's Party (Christian Democrats) ,None,Křesťanská a demokratická unie - Československá strana lidová ,2014-2019,07-2014,male
Kay SWINBURNE,96920,United Kingdom,European Conservatives and Reformists Group ,None,Conservative Party ,2014-2019,07-2014,female
Neoklis SYLIKIOTIS,124689,Cyprus,Confederal Group of the European United Left ,None,Progressive Party of Working People - Left - New Forces ,2014-2019,07-2014,male
Eleftherios SYNADINOS,125072,Greece,Non-attached Members,None,Popular Association – Golden Dawn ,2014-2019,07-2014,male
József SZÁJER,23821,Hungary,Group of the European People's Party (Christian Democrats) ,None,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt ,2014-2019,07-2014,male
Tibor SZANYI,124703,Hungary,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Magyar Szocialista Párt ,2014-2019,07-2014,male
Adam SZEJNFELD,124890,Poland,Group of the European People's Party (Christian Democrats) ,None,Platforma Obywatelska ,2014-2019,07-2014,male
Antonio TAJANI,2187,Italy,Group of the European People's Party (Christian Democrats) ,None,Forza Italia ,2014-2019,07-2014,male
Hannu TAKKULA,28316,Finland,Group of the Alliance of Liberals and Democrats for Europe ,None,Suomen Keskusta ,2014-2019,04-2015,male
Dario TAMBURRANO,124813,Italy,Europe of Freedom and Direct Democracy Group ,Non-attached Members,Movimento 5 Stelle ,2014-2019,07-2014,male
Claudiu Ciprian TĂNĂSESCU,96847,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partidul Social Democrat ,2014-2019,07-2014,male
Paul TANG,125020,Netherlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partij van de Arbeid ,2014-2019,07-2014,male
Timothy Charles Ayrton TANNOCK,4521,United Kingdom,European Conservatives and Reformists Group ,None,Conservative Party ,2014-2019,07-2014,male
Claudia ȚAPARDEL,124793,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partidul Social Democrat ,2014-2019,07-2014,female
Marc TARABELLA,29579,Belgium,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Parti Socialiste ,2014-2019,07-2014,male
Indrek TARAND,97136,Estonia,Group of the Greens/European Free Alliance ,None,Sõltumatu ,2014-2019,07-2014,male
Keith TAYLOR,102931,United Kingdom,Group of the Greens/European Free Alliance ,None,Green Party ,2014-2019,07-2014,male
Pavel TELIČKA,124706,Czechia,Group of the Alliance of Liberals and Democrats for Europe ,None,ANO 2011 ,2014-2019,07-2014,male
Sampo TERHO,107385,Finland,European Conservatives and Reformists Group ,None,Perussuomalaiset ,2014-2019,07-2014,male
Josep-Maria TERRICABRAS,124932,Spain,Group of the Greens/European Free Alliance ,None,Esquerra Republicana de Catalunya ,2014-2019,07-2014,male
Eleni THEOCHAROUS,25704,Cyprus,Group of the European People's Party (Christian Democrats) ,European Conservatives and Reformists Group ,Democratic Rally ,2014-2019,07-2014,female
Michael THEURER,96871,Germany,Group of the Alliance of Liberals and Democrats for Europe ,None,Freie Demokratische Partei ,2014-2019,07-2014,male
Isabelle THOMAS,114279,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Parti socialiste ,2014-2019,07-2014,female
Róża THUN UND HOHENSTEIN,96776,Poland,Group of the European People's Party (Christian Democrats) ,None,Platforma Obywatelska ,2014-2019,07-2014,female
Marianne THYSSEN,1832,Belgium,Group of the European People's Party (Christian Democrats) ,None,Christen-Democratisch & Vlaams ,2014-2019,07-2014,female
Patrizia TOIA,28340,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partito Democratico ,2014-2019,07-2014,female
László TŐKÉS,39726,Hungary,Group of the European People's Party (Christian Democrats) ,None,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt ,2014-2019,07-2014,male
Ivica TOLIĆ,185340,Croatia,Group of the European People's Party (Christian Democrats) ,None,Hrvatska demokratska zajednica ,2014-2019,10-2016,male
Ruža TOMAŠIĆ,119431,Croatia,European Conservatives and Reformists Group ,None,Hrvatska stranka prava dr. Ante Starčević ,2014-2019,07-2014,female
Waldemar TOMASZEWSKI,96697,Lithuania,European Conservatives and Reformists Group ,None,Lietuvos lenkų rinkimų akcija – Krikščioniškų šeimų sąjunga ,2014-2019,07-2014,male
Romana TOMC,125104,Slovenia,Group of the European People's Party (Christian Democrats) ,None,Slovenska demokratska stranka ,2014-2019,07-2014,female
Yana TOOM,124700,Estonia,Group of the Alliance of Liberals and Democrats for Europe ,None,Eesti Keskerakond ,2014-2019,07-2014,female
Ulla TØRNÆS,124880,Denmark,Group of the Alliance of Liberals and Democrats for Europe ,None,"Venstre, Danmarks Liberale Parti ",2014-2019,07-2014,female
Estefanía TORRES MARTÍNEZ,131749,Spain,Confederal Group of the European United Left ,None,PODEMOS ,2014-2019,03-2015,female
Nils TORVALDS,114268,Finland,Group of the Alliance of Liberals and Democrats for Europe ,None,Svenska folkpartiet ,2014-2019,07-2014,male
Flavio TOSI,124795,Italy,Non-attached Members,None,Lega Nord ,2014-2019,07-2014,male
Giovanni TOTI,124764,Italy,Group of the European People's Party (Christian Democrats) ,None,Forza Italia ,2014-2019,07-2014,male
Ulrike TREBESIUS,124829,Germany,European Conservatives and Reformists Group ,None,Alternative für Deutschland ,2014-2019,07-2014,female
Ramon TREMOSA i BALCELLS,97203,Spain,Group of the Alliance of Liberals and Democrats for Europe ,None,Coalición por Europa ,2014-2019,07-2014,male
Mylène TROSZCZYNSKI,124758,France,Non-attached Members,Europe of Nations and Freedom Group ,Front national ,2014-2019,07-2014,female
Helga TRÜPEL,28240,Germany,Group of the Greens/European Free Alliance ,None,Bündnis 90/Die Grünen ,2014-2019,07-2014,female
Mihai ŢURCANU,131750,Romania,Group of the European People's Party (Christian Democrats) ,None,Partidul Naţional Liberal ,2014-2019,03-2015,male
Claude TURMES,4432,Luxembourg,Group of the Greens/European Free Alliance ,None,Déi Gréng - Les Verts ,2014-2019,07-2014,male
Kazimierz Michał UJAZDOWSKI,23791,Poland,European Conservatives and Reformists Group ,Non-attached Members,Prawo i Sprawiedliwość ,2014-2019,07-2014,male
István UJHELYI,124705,Hungary,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Magyar Szocialista Párt ,2014-2019,07-2014,male
Marita ULVSKOG,96672,Sweden,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Arbetarepartiet- Socialdemokraterna ,2014-2019,07-2014,female
Traian UNGUREANU,96835,Romania,Group of the European People's Party (Christian Democrats) ,None,Partidul Democrat-Liberal ,2014-2019,07-2014,male
Miguel URBÁN CRESPO,131507,Spain,Confederal Group of the European United Left ,None,PODEMOS ,2014-2019,03-2015,male
Ernest URTASUN,124972,Spain,Group of the Greens/European Free Alliance ,None,Iniciativa per Catalunya Verds ,2014-2019,07-2014,male
Vladimir URUTCHEV,38601,Bulgaria,Group of the European People's Party (Christian Democrats) ,None,Citizens for European Development of Bulgaria ,2014-2019,07-2014,male
Viktor USPASKICH,96698,Lithuania,Group of the Alliance of Liberals and Democrats for Europe ,None,Darbo partija ,2014-2019,07-2014,male
Inese VAIDERE,28617,Latvia,Group of the European People's Party (Christian Democrats) ,None,"Partija ""VIENOTĪBA"" ",2014-2019,11-2014,female
Ivo VAJGL,97019,Slovenia,Group of the Alliance of Liberals and Democrats for Europe ,None,DeSUS - Demokratična Stranka Upokojencev Slovenije ,2014-2019,07-2014,male
Ramón Luis VALCÁRCEL SISO,125032,Spain,Group of the European People's Party (Christian Democrats) ,None,Partido Popular ,2014-2019,07-2014,male
Adina-Ioana VĂLEAN,37324,Romania,Group of the European People's Party (Christian Democrats) ,None,Partidul Naţional Liberal ,2014-2019,07-2014,female
Elena VALENCIANO,4334,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partido Socialista Obrero Español ,2014-2019,07-2014,female
Bodil VALERO,124993,Sweden,Group of the Greens/European Free Alliance ,None,Miljöpartiet de gröna ,2014-2019,07-2014,female
Marco VALLI,124778,Italy,Europe of Freedom and Direct Democracy Group ,Non-attached Members,Movimento 5 Stelle ,2014-2019,07-2014,male
Ángela VALLINA,125050,Spain,Confederal Group of the European United Left ,None,Izquierda Unida ,2014-2019,07-2014,female
Monika VANA,124934,Austria,Group of the Greens/European Free Alliance ,None,Die Grünen - Die Grüne Alternative ,2014-2019,07-2014,female
Anneleen VAN BOSSUYT,117491,Belgium,European Conservatives and Reformists Group ,None,Nieuw-Vlaamse Alliantie ,2014-2019,01-2015,female
Kathleen VAN BREMPT,5729,Belgium,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Socialistische Partij.Anders ,2014-2019,07-2014,female
Tom VANDENKENDELAERE,129164,Belgium,Group of the European People's Party (Christian Democrats) ,None,Christen-Democratisch & Vlaams ,2014-2019,11-2014,male
Geoffrey VAN ORDEN,4513,United Kingdom,European Conservatives and Reformists Group ,None,Conservative Party ,2014-2019,07-2014,male
Johan VAN OVERTVELDT,125106,Belgium,European Conservatives and Reformists Group ,None,Nieuw-Vlaamse Alliantie ,2014-2019,07-2014,male
Derek VAUGHAN,96918,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Labour Party ,2014-2019,07-2014,male
Hilde VAUTMANS,130100,Belgium,Group of the Alliance of Liberals and Democrats for Europe ,None,Open Vlaamse Liberalen en Democraten ,2014-2019,01-2015,female
Paavo VÄYRYNEN,2128,Finland,Group of the Alliance of Liberals and Democrats for Europe ,None,Suomen Keskusta ,2014-2019,07-2014,male
Mirja VEHKAPERÄ,193269,Finland,Group of the Alliance of Liberals and Democrats for Europe ,None,Suomen Keskusta ,2014-2019,06-2018,female
Marie-Christine VERGIAT,96858,France,Confederal Group of the European United Left ,None,Front de Gauche ,2014-2019,07-2014,female
Sabine VERHEYEN,96756,Germany,Group of the European People's Party (Christian Democrats) ,None,Christlich Demokratische Union Deutschlands ,2014-2019,07-2014,female
Guy VERHOFSTADT,97058,Belgium,Group of the Alliance of Liberals and Democrats for Europe ,None,Open Vlaamse Liberalen en Democraten ,2014-2019,07-2014,male
Miguel VIEGAS,125100,Portugal,Confederal Group of the European United Left ,None,Partido Comunista Português ,2014-2019,07-2014,male
Marie-Pierre VIEU,188721,France,Confederal Group of the European United Left ,None,Front de Gauche ,2014-2019,06-2017,female
Harald VILIMSKY,125001,Austria,Non-attached Members,Europe of Nations and Freedom Group ,Freiheitliche Partei Österreichs ,2014-2019,07-2014,male
Daniele VIOTTI,124791,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partito Democratico ,2014-2019,07-2014,male
Henna VIRKKUNEN,124726,Finland,Group of the European People's Party (Christian Democrats) ,None,Kansallinen Kokoomus ,2014-2019,07-2014,female
Anders VISTISEN,124875,Denmark,European Conservatives and Reformists Group ,None,Dansk Folkeparti ,2014-2019,07-2014,male
Udo VOIGT,124832,Germany,Non-attached Members,None,Nationaldemokratische Partei Deutschlands ,2014-2019,07-2014,male
Axel VOSS,96761,Germany,Group of the European People's Party (Christian Democrats) ,None,Christlich Demokratische Union Deutschlands ,2014-2019,07-2014,male
Elissavet VOZEMBERG-VRIONIDI,125065,Greece,Group of the European People's Party (Christian Democrats) ,None,Nea Demokratia ,2014-2019,07-2014,female
Thomas WAITZ,190464,Austria,Group of the Greens/European Free Alliance ,None,Die Grünen - Die Grüne Alternative ,2014-2019,11-2017,male
Jarosław WAŁĘSA,96774,Poland,Group of the European People's Party (Christian Democrats) ,None,Platforma Obywatelska ,2014-2019,07-2014,male
Julie WARD,124963,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Labour Party ,2014-2019,07-2014,female
Manfred WEBER,28229,Germany,Group of the European People's Party (Christian Democrats) ,None,Christlich-Soziale Union in Bayern e.V. ,2014-2019,07-2014,male
Renate WEBER,39713,Romania,Group of the European People's Party (Christian Democrats) ,Group of the Alliance of Liberals and Democrats for Europe ,Partidul Naţional Liberal ,2014-2019,07-2014,female
Josef WEIDENHOLZER,111014,Austria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Sozialdemokratische Partei Österreichs ,2014-2019,07-2014,male
Jakob von WEIZSÄCKER,124840,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Sozialdemokratische Partei Deutschlands ,2014-2019,07-2014,male
Bogdan Brunon WENTA,124903,Poland,Group of the European People's Party (Christian Democrats) ,None,Niezależny ,2014-2019,07-2014,male
Martina WERNER,124826,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Sozialdemokratische Partei Deutschlands ,2014-2019,07-2014,female
Kerstin WESTPHAL,96839,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Sozialdemokratische Partei Deutschlands ,2014-2019,07-2014,female
Rainer WIELAND,2323,Germany,Group of the European People's Party (Christian Democrats) ,None,Christlich Demokratische Union Deutschlands ,2014-2019,07-2014,male
Lieve WIERINCK,183022,Belgium,Group of the Alliance of Liberals and Democrats for Europe ,None,Open Vlaamse Liberalen en Democraten ,2014-2019,05-2016,female
Cecilia WIKSTRÖM,96677,Sweden,Group of the Alliance of Liberals and Democrats for Europe ,None,Liberalerna ,2014-2019,07-2014,female
Dame Glenis WILLMOTT,35743,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Labour Party ,2014-2019,07-2014,male
Kristina WINBERG,124995,Sweden,Europe of Freedom and Direct Democracy Group ,Non-attached Members,Sverigedemokraterna ,2014-2019,07-2014,female
Hermann WINKLER,96764,Germany,Group of the European People's Party (Christian Democrats) ,None,Christlich Demokratische Union Deutschlands ,2014-2019,07-2014,male
Iuliu WINKLER,39725,Romania,Group of the European People's Party (Christian Democrats) ,None,Uniunea Democrată Maghiară din România ,2014-2019,07-2014,male
Babette WINTER,195912,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Sozialdemokratische Partei Deutschlands ,2014-2019,01-2019,female
Jadwiga WIŚNIEWSKA,124877,Poland,European Conservatives and Reformists Group ,None,Prawo i Sprawiedliwość ,2014-2019,07-2014,female
Janusz WOJCIECHOWSKI,23784,Poland,European Conservatives and Reformists Group ,None,Prawo i Sprawiedliwość ,2014-2019,07-2014,male
Tiemo WÖLKEN,185619,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Sozialdemokratische Partei Deutschlands ,2014-2019,11-2016,male
Steven WOOLFE,124966,United Kingdom,Europe of Freedom and Direct Democracy Group ,Non-attached Members,United Kingdom Independence Party ,2014-2019,07-2014,male
Anna ZÁBORSKÁ,23894,Slovakia,Group of the European People's Party (Christian Democrats) ,None,Kresťanskodemokratické hnutie ,2014-2019,07-2014,female
Theodoros ZAGORAKIS,125067,Greece,Group of the European People's Party (Christian Democrats) ,None,Nea Demokratia ,2014-2019,07-2014,male
Jan ZAHRADIL,23712,Czechia,European Conservatives and Reformists Group ,None,Občanská demokratická strana ,2014-2019,07-2014,male
Boris ZALA,96656,Slovakia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,SMER-Sociálna demokracia ,2014-2019,07-2014,male
Pablo ZALBA BIDEGAIN,96763,Spain,Group of the European People's Party (Christian Democrats) ,None,Partido Popular ,2014-2019,07-2014,male
Francis ZAMMIT DIMECH,188906,Malta,Group of the European People's Party (Christian Democrats) ,None,Partit Nazzjonalista ,2014-2019,06-2017,male
Marco ZANNI,124780,Italy,Europe of Freedom and Direct Democracy Group ,Non-attached Members,Movimento 5 Stelle ,2014-2019,07-2014,male
Flavio ZANONATO,124800,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partito Democratico ,2014-2019,07-2014,male
Sotirios ZARIANOPOULOS,125090,Greece,Non-attached Members,None,Communist Party of Greece ,2014-2019,07-2014,male
Tatjana ŽDANOKA,28619,Latvia,Group of the Greens/European Free Alliance ,None,Latvijas Krievu savienība ,2014-2019,07-2014,female
Tomáš ZDECHOVSKÝ,124713,Czechia,Group of the European People's Party (Christian Democrats) ,None,Křesťanská a demokratická unie - Československá strana lidová ,2014-2019,07-2014,male
Bogdan Andrzej ZDROJEWSKI,124893,Poland,Group of the European People's Party (Christian Democrats) ,None,Platforma Obywatelska ,2014-2019,07-2014,male
Joachim ZELLER,96762,Germany,Group of the European People's Party (Christian Democrats) ,None,Christlich Demokratische Union Deutschlands ,2014-2019,07-2014,male
Janusz ZEMKE,96784,Poland,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Sojusz Lewicy Demokratycznej - Unia Pracy ,2014-2019,07-2014,male
Auke ZIJLSTRA,103246,Netherlands,Non-attached Members,Europe of Nations and Freedom Group ,Partij voor de Vrijheid ,2014-2019,09-2015,male
Roberts ZĪLE,28615,Latvia,European Conservatives and Reformists Group ,None,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK"" ",2014-2019,07-2014,male
Gabriele ZIMMER,28248,Germany,Confederal Group of the European United Left ,None,DIE LINKE. ,2014-2019,07-2014,male
Jana ŽITŇANSKÁ,124901,Slovakia,European Conservatives and Reformists Group ,None,NOVA ,2014-2019,07-2014,female
Kosma ZŁOTOWSKI,124884,Poland,European Conservatives and Reformists Group ,None,Prawo i Sprawiedliwość ,2014-2019,07-2014,male
Maria Gabriela ZOANĂ,191377,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partidul Social Democrat ,2014-2019,01-2018,female
Damiano ZOFFOLI,131051,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partito Democratico ,2014-2019,02-2015,male
Stanisław ŻÓŁTEK,124902,Poland,Non-attached Members,Europe of Nations and Freedom Group ,Kongres Nowej Prawicy ,2014-2019,07-2014,male
Carlos ZORRINHO,124739,Portugal,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partido Socialista ,2014-2019,07-2014,male
Inês Cristina ZUBER,111589,Portugal,Confederal Group of the European United Left ,None,Partido Comunista Português ,2014-2019,07-2014,female
Marco ZULLO,125237,Italy,Europe of Freedom and Direct Democracy Group ,Non-attached Members,Movimento 5 Stelle ,2014-2019,07-2014,male
Milan ZVER,96933,Slovenia,Group of the European People's Party (Christian Democrats) ,None,Slovenska demokratska stranka ,2014-2019,07-2014,male
Tadeusz ZWIEFKA,28301,Poland,Group of the European People's Party (Christian Democrats) ,None,Platforma Obywatelska ,2014-2019,07-2014,male
Nedzhmi ALI,34250,Bulgaria,Group of the Alliance of Liberals and Democrats for Europe ,None,Movement for Rights and Freedoms ,2014-2019,07-2014,male
Nirj DEVA,4556,United Kingdom,European Conservatives and Reformists Group ,None,Conservative Party ,2014-2019,07-2014,male
Doru-Claudian FRUNZULICĂ,124790,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Uniunea Națională pentru Progresul României ,2014-2019,07-2014,male
Gerben-Jan GERBRANDY,96940,Netherlands,Group of the Alliance of Liberals and Democrats for Europe ,None,Democraten 66 ,2014-2019,07-2014,male
Eduard-Raul HELLVIG,37448,Romania,Group of the European People's Party (Christian Democrats) ,None,Partidul Naţional Liberal ,2014-2019,07-2014,male
Sylvia-Yvonne KAUFMANN,1849,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Sozialdemokratische Partei Deutschlands ,2014-2019,07-2014,female
Dieter-Lebrecht KOCH,1852,Germany,Group of the European People's Party (Christian Democrats) ,None,Christlich Demokratische Union Deutschlands ,2014-2019,07-2014,male
Marian-Jean MARINESCU,33982,Romania,Group of the European People's Party (Christian Democrats) ,None,Partidul Democrat-Liberal ,2014-2019,07-2014,male
Evžen TOŠENOVSKÝ,96713,Czechia,European Conservatives and Reformists Group ,None,Občanská demokratická strana ,2014-2019,07-2014,male
Željana ZOVKO,185341,Croatia,Group of the European People's Party (Christian Democrats) ,None,Hrvatska demokratska zajednica ,2014-2019,10-2016,female
